"CUSTOMER_WID","VISITS_NUM"
1295902998,2
1298109139,1
1299673934,1
1299674585,4
1303428644,1
1304678748,1
1305932871,1
1306897191,2
1307183591,5
1308168750,2
1308441128,1
1310954600,2
1312209546,3
1313456514,1
1313456516,3
1313457274,3
1314713258,3
1314713899,3
1315969406,2
1315970811,1
1315970921,2
1315971030,2
1315971566,6
1315971570,3
1317220961,1
1317221283,2
1319732909,3
1320990503,3
1320990615,2
1321998657,2
1322241372,2
1322241375,2
1322241488,2
1322242033,9
1323165959,3
1323491905,1
1323492657,1
1324752580,3
1324757134,1
1324757136,1
1324757191,3
1329771091,3
1330692807,2
1331031694,1
1332292447,2
1332292774,4
1333228503,2
1333228858,2
1333548675,5
1333548796,1
1334803742,4
1334804504,1
1337314789,1
1337315008,2
1337315121,1
1338565329,2
1338566194,5
1338566724,2
1339824278,4
1339824613,2
1339824825,1
1339825144,3
1339825367,1
1340838411,3
1341081356,2
1341081465,3
1341081567,1
1341082117,2
1341082772,1
1342339634,1
1343601561,1
1343601670,3
1347367420,2
1347367542,1
1347367974,1
1347368722,3
1348627019,3
1348627125,1
1348627667,2
1351146128,1
1351146344,3
1351147429,3
1356179116,2
1356179230,1
1357435422,1
1357437060,3
1358697471,1
1359950501,2
1361218149,2
1364645853,2
1366252525,1
1366252738,1
1367519430,1
1368769675,2
1368771082,2
1370039370,1
1371292970,2
1373819714,1
1373820024,1
1375074131,2
1375074562,1
1376335852,3
1376335962,4
1376335963,1
1376337032,1
1377596584,1
1380120809,3
1381379053,1
1381379817,2
1381380035,1
1382644374,1
1382644425,3
1383901381,1
1383901597,1
1383901705,1
1385163457,1
1385164210,1
1386425861,1
1388950378,1
1390213253,1
1390213585,3
1390213697,1
1390214455,1
1391480289,1
1392736407,1
1393712193,1
1393998111,2
1393998861,1
1393998862,1
1397783807,1
1397783911,2
1398809680,1
1399043059,1
1399043494,1
1399043605,1
1399043607,2
1400079778,3
1400312311,3
1400312521,1
1401574293,2
1401574406,2
1401574512,4
1401574625,3
1402835027,1
1404095258,1
1404095368,1
1404095475,3
1404095477,1
1404096017,2
1407567853,1
1407886021,1
1409157567,1
1409157568,1
1409157987,1
1409158856,1
1411677248,2
1411677466,1
1411677578,1
1411677789,2
1412645978,1
1412943589,2
1412943591,1
1412943915,1
1415471977,1
1415472461,1
1419267639,2
1419268505,1
1420531938,1
1420532159,1
1420532262,1
1421796575,1
1425585527,1
1426855367,1
1426856666,1
1428121557,1
1428121985,1
1428122751,3
1428122858,4
1429391373,3
1429391479,1
1430332549,1
1430659975,1
1435436298,1
1435716126,1
1436646239,1
1436983111,3
1436983918,1
1438254173,3
1439208840,1
1439518981,3
1439519740,2
1442052022,1
1443323974,1
1443324301,1
1443324947,1
1443325608,1
1444585031,1
1444585137,2
1444585346,1
1444585459,1
1444585569,1
1445855767,1
1447126574,1
1450930344,1
1450930353,1
1450930356,1
1450930368,1
1455758364,2
1456004032,1
1457274472,3
1457274578,1
1457274956,1
307572632,16
307573439,4
307573544,21
307573618,26
307574154,7
307574413,9
307574445,5
307574456,8
307574459,4
307574487,10
307574536,14
307574540,3
307574544,15
307574571,1
307574917,11
307575074,13
307575113,15
307575135,1
307575195,1
307575238,6
307575275,9
307575325,2
307575376,11
307575400,2
307575405,5
307575515,7
307575649,18
307575672,1
307575725,9
307575736,18
307575803,7
307575861,7
307575891,1
307575900,7
307575937,21
307575952,2
307576007,1
307576012,5
307576066,24
307576217,15
307576355,1
307576437,2
307576444,1
307576451,1
307576479,15
307576529,17
307576550,13
307576560,25
307576596,3
307576599,8
307576613,8
307576755,3
307576760,10
307576776,11
307576873,3
307576995,9
307577027,16
307577104,2
307577132,1
307577140,1
307577144,7
307577147,4
307577226,2
307577242,4
307577347,5
307577355,11
307577374,27
307577402,2
307577414,20
307577438,1
307577508,1
307577511,1
307577519,1
307577559,27
307577575,13
307577576,9
307577579,5
307577592,3
307577627,2
307577655,7
307577664,3
307577675,22
307577689,3
307577693,3
307577723,6
307577728,16
307577774,14
307577785,12
307577794,7
307577851,9
307577865,1
307577889,1
307577941,1
307577952,15
307578010,6
307578031,3
307578034,1
307578067,17
307578102,4
307578109,12
307578114,2
307578124,1
307578146,10
307578153,2
307578162,1
307578163,13
307578246,1
307578257,3
307578281,5
307578284,2
307578292,3
307578301,9
307578315,7
307578317,5
307578322,4
307578338,12
307578342,1
307578366,2
307578388,2
307578396,5
307578438,3
307578451,1
307578481,2
307578496,7
307578512,10
307578546,6
307578560,7
307578673,2
307578721,1
307578758,4
307578777,16
307578780,11
307578820,6
307578843,3
307578872,2
307578874,2
307578887,5
307578930,7
307578965,8
307579083,3
307579093,1
307579134,1
307579190,7
307579202,5
307579213,2
307579236,6
307579241,3
307579261,3
307579339,1
307579409,7
307579417,4
307579448,18
307579477,5
307579483,10
307579509,3
307579532,1
307579630,1
307579658,19
307579715,4
307579745,1
307579749,7
307579767,31
307579778,9
307579806,6
307579845,14
307579937,12
307579956,1
307579984,2
307579992,4
307580048,17
307580070,1
307580101,3
307580106,7
307580112,3
307580123,2
307580137,1
307580174,8
307580184,7
307580189,1
307580192,9
307580235,2
307580260,1
307580274,1
307580287,6
307580349,6
307580350,1
307580354,1
307580417,10
307580420,7
307580427,1
307580473,8
307580482,1
307580485,9
307580488,2
307580496,3
307580499,2
307580504,1
307580534,1
307580535,9
307580585,14
307580597,6
307580629,3
307580702,27
307580703,3
307580707,4
307580733,16
307580761,7
307580773,3
307580785,1
307580789,7
307580808,1
307580828,2
307580838,9
307580929,3
307580931,1
307580983,1
307580990,1
307581062,6
307581064,10
307581080,8
307581085,4
307581095,38
307581102,1
307581103,2
307581156,1
307581164,1
307581212,3
307581222,4
307581226,24
307581247,3
307581252,1
307581283,4
307581285,4
307581306,10
307581325,2
307581372,2
307581428,1
307581474,9
307581483,1
307581493,1
307581498,2
307581550,3
307581562,5
307581599,8
307581604,5
307581611,3
307581642,3
307581707,7
307581752,8
307581754,1
307581770,6
307581799,14
307581847,9
307581865,6
307581910,3
307581919,8
307581936,13
307581939,2
307582013,2
307582021,8
307582049,7
307582057,7
307582074,3
307582126,4
307582166,17
307582180,14
307582187,13
307582216,4
307582221,4
307582258,1
307582294,2
307582312,18
307582347,7
307582423,14
307582431,3
307582437,3
307582482,2
307582502,1
307582528,3
307582536,1
307582575,2
307582586,5
307582587,6
307582598,1
307582666,1
307582670,1
307582677,2
307582704,12
307582709,8
307582738,2
307582739,7
307582786,4
307582817,2
307582818,2
307582832,1
307582852,4
307582879,3
307582889,11
307582893,9
307582908,9
307582909,2
307582917,9
307582938,2
307582998,1
307583004,1
307583008,3
307583046,1
307583066,4
307583097,2
307583110,5
307583130,2
307583194,10
307583200,3
307583269,2
307583306,11
307583458,2
307583535,8
307583543,1
307583584,1
307583598,5
307583600,3
307583604,3
307583613,2
307583644,14
307583677,1
307583679,5
307583708,2
307583725,10
307583782,2
307583794,21
307583845,4
307583858,3
307583861,5
307583893,6
307583910,4
307583919,27
307583960,2
307583961,18
307583993,4
307584006,6
307584015,8
307584028,3
307584037,3
307584079,2
307584090,2
307584097,8
307584104,19
307584108,4
307584149,7
307584327,1
307584332,2
307584349,32
307584358,1
307584422,4
307584433,13
307584434,2
307584455,2
307584462,7
307584551,15
307584558,8
307584626,7
307584632,1
307584759,5
307584768,1
307584780,4
307584785,27
307584876,3
307584883,34
307584897,19
307584983,11
307585010,1
307585013,11
307585042,17
307585055,2
307585115,10
307585159,6
307585173,4
307585294,12
307585308,2
307585373,13
307585379,10
307585437,1
307585438,2
307585504,8
307585517,4
307585528,4
307585624,2
307585653,4
307585714,1
307585753,2
307585759,4
307585779,5
307585799,2
307585804,26
307585812,6
307585815,2
307585834,5
307585941,3
307585943,4
307585954,2
307585998,4
307586032,7
307586036,11
307586051,7
307586087,2
307586108,19
307586149,2
307586181,6
307586218,7
307586228,1
307586231,14
307586245,10
307586255,4
307586262,11
307586265,9
307586297,11
307586308,2
307586309,3
307586327,9
307586349,1
307586394,37
307586412,11
307586422,1
307586495,10
307586515,18
307586516,5
307586590,11
307586593,9
307586615,1
307586630,3
307586658,7
307586667,25
307586688,3
307586714,10
307586744,2
307586786,1
307586820,1
307586822,4
307586847,2
307586901,5
307586951,4
307586961,1
307586973,3
307586992,7
307587020,1
307587037,4
307587049,8
307587064,1
307587070,10
307587145,9
307587158,1
307587163,3
307587173,21
307587206,2
307587218,4
307587237,9
307587322,13
307587348,2
307587367,1
307587379,6
307591048,3
307591263,9
307591363,13
307591797,2
307592673,4
307592686,2
307593433,1
307593434,3
307593523,2
307593642,1
307593652,3
307593733,7
307593859,18
307593955,6
307593998,1
307594082,1
307594291,1
309959801,4
309960285,5
310789357,12
314115589,9
314116653,9
314952901,2
331693576,7
333395393,2
333395537,6
336789397,2
338502430,10
339355456,3
339356203,4
340221918,14
341076527,8
346176883,17
349585479,10
350442892,2
352148767,14
352149206,4
353002329,17
355571275,5
355572675,9
358139645,15
358140290,12
361575052,10
363288968,13
365017434,31
368473002,1
373706243,18
374574953,8
375444777,9
378084244,2
378961099,3
383344639,4
383344702,1
384223224,27
384223678,2
384224649,3
385978180,7
386858410,7
387735446,8
387737911,5
390366022,8
390378905,4
392137080,23
392137724,2
394781605,2
394781808,4
396548055,12
399211502,2
400102569,5
400987551,3
400987874,15
403654704,4
404546068,21
405436656,6
405441620,2
405441680,19
406328951,6
409909219,11
410810978,10
412598497,6
413497054,19
413497272,2
413497722,21
415293911,13
415294334,15
415294437,1
416195152,12
425233053,2
426139866,4
426140475,1
427970273,26
433394180,3
433396739,1
435097008,14
436164154,9
436165203,12
439839180,9
440755614,3
440756500,3
440756902,12
443513152,33
443513153,2
443513621,9
443513681,5
444434289,20
444434429,19
444434529,17
444434751,17
445351792,6
446277904,4
449961418,4
449961955,7
452739814,2
452739872,30
452739985,24
453672015,15
453672026,20
453672083,6
456455407,16
456456540,4
457385993,35
457386460,13
458317907,4
460182627,17
462977301,21
462977719,12
462978778,6
463913053,4
463913343,18
463913767,7
464848303,16
464849606,5
465838155,4
466434559,8
467216343,4
467631650,15
470434245,2
471787813,7
473265322,2
473277870,9
473278245,12
474202594,12
477029669,9
477042211,18
477976135,14
477976559,5
478920143,17
479082896,11
479225805,12
479233555,2
480075010,13
480803987,2
481348966,16
481777096,9
484352170,22
484615418,3
484618778,4
485301412,23
485566001,2
485869307,2
486238289,6
486526463,6
490334895,2
490919573,22
491281743,13
491337686,14
491472151,17
491882908,4
491929604,17
492071108,12
492241141,9
493200973,17
493762342,14
493859309,15
494136111,21
494138201,21
494663609,17
495115274,4
495120327,15
495122046,4
496001306,2
497032937,3
497037206,11
497037602,8
498933324,8
498947231,10
498947240,9
498948085,12
498948945,18
499018755,3
499019475,2
499019635,15
499982793,21
499982866,7
499982992,10
499983072,13
500943299,17
500943637,2
502868223,13
502868326,8
503836207,12
505790926,12
505792420,2
506755418,14
506756255,26
506760990,5
509662740,16
509671771,3
509672217,11
509672731,18
509673284,14
511608006,12
516484942,15
516485047,8
518439940,19
522357131,7
522357670,2
522362539,3
525309663,15
526291203,5
526291335,5
527276163,14
530229764,11
530230421,13
531227844,13
532212499,16
532212992,22
533201718,13
534184812,10
536162289,10
536163361,6
537149971,9
537149983,7
537150832,6
538139230,14
539134203,6
539134713,15
539134734,4
540124410,17
540124748,4
540124963,8
543110718,3
543111230,2
544097798,14
544098783,5
544099094,4
545099893,13
545100107,13
546096154,9
546098039,22
546098139,4
547098308,5
547099392,8
548990183,2
550997183,2
551996634,17
551997823,27
552728838,6
552993635,27
555002737,4
555004006,24
556605488,4
557014251,16
557527891,5
558529638,10
558530258,4
559016586,17
560020597,22
560636630,7
561677130,6
562027014,3
562030257,6
564041734,1
564107483,2
565449520,2
566047371,8
566579766,2
566667663,1
567310583,16
568053433,6
569057670,6
570288835,4
571064198,24
572066365,2
572066368,5
573676910,4
573988418,13
574737771,19
574800377,6
577404897,5
577696594,6
578076763,17
578101392,22
578101750,17
578688910,5
578901748,12
578912962,21
579107311,7
579107751,7
579111101,4
579111392,13
579225131,6
581122821,1
582132992,5
582134339,12
582134828,4
583141019,17
585278720,13
585985768,3
586139071,12
586768276,9
587089370,17
587172298,16
587172359,6
588498553,7
589547521,2
589812617,23
590555781,15
590556004,13
592561268,3
592662857,4
592733983,5
593561458,10
593561626,2
593561875,7
593562710,7
593562846,3
594038752,4
594587484,4
599650751,5
599651351,2
599654222,15
600994335,19
602870457,2
603656181,9
603691629,19
604709233,8
606354814,7
609773841,13
610262016,4
610962271,5
611406817,3
611801982,15
613451597,2
613824412,15
613829537,7
615849395,5
616105092,2
616130816,6
616456374,22
616752353,3
616871028,9
616879198,20
620760659,19
620946397,13
621083926,3
621290160,7
621785780,16
621791801,12
621870002,2
622745070,5
622978648,9
622982068,5
623992344,9
623993772,2
623994021,4
623994661,9
624981614,18
625018910,2
627053794,5
628070591,4
628070616,2
629033359,4
629602040,18
629745260,16
630108427,3
630153372,17
630211481,15
631127114,11
631128417,16
631128737,2
631773190,9
631774327,6
633152253,14
635160211,11
637219587,6
637220901,2
637220903,13
637224751,11
638273131,5
638781751,14
639290126,2
641960959,9
645428244,5
646413548,14
646413555,5
647080289,11
647476545,12
649534042,14
650414417,2
650542657,2
651048069,8
652592640,2
652593539,8
656177266,8
656686548,2
656687477,6
657712898,20
658416573,12
658734009,3
659750092,2
660788320,19
664405126,11
664894048,14
664900157,3
665930454,6
666803888,2
666904849,2
666940203,14
667981423,8
667981428,5
671053782,2
671054295,12
671054473,17
671054475,2
671054478,2
672081836,24
672084302,5
676218978,18
678280243,5
680334392,5
680334830,2
680715498,2
681347543,16
681351915,7
681533649,5
682390372,2
682775481,3
682775803,11
682775937,2
682784964,5
683945221,8
683945878,2
685097205,12
685097314,2
686238400,3
686239059,2
687387347,9
690819427,5
690819656,16
693117882,15
693118205,2
694259485,7
695403619,5
696544266,2
696544811,4
696545348,2
698829588,3
698829604,11
698830797,12
699977303,2
701126526,4
701126718,10
701127502,5
701127613,2
701127719,4
702274149,3
702274915,17
703445877,7
708024385,5
708027332,16
708027556,8
708027884,7
709180161,2
709180163,12
709180273,7
714898311,2
714898323,18
714899181,9
714899611,2
714899626,4
716051096,11
716052920,3
716053806,7
722940442,7
722940788,1
724089807,2
724090128,12
725242857,8
726404944,6
726405598,11
727554435,2
728709074,6
731004352,4
731005127,6
731005232,2
731005346,8
731005457,1
731005767,13
733318004,7
733318889,15
734477419,9
734477433,3
734477765,5
735627858,6
736789975,8
736790091,2
736790310,3
739099012,9
739099133,2
740254387,1
740255705,5
741403349,3
742559110,6
742559988,2
743725304,15
743725613,11
743725712,2
744885706,1
747196464,11
747196469,3
747196576,7
748356061,4
748356117,8
749514766,6
749514989,7
750676484,6
750677243,2
752999456,3
756464231,2
757623371,10
757623374,10
757624586,5
758786639,7
759945375,6
763428273,11
764595877,8
764596421,4
766915284,4
766915505,9
768084905,9
769245776,7
772730162,11
772732752,9
773895014,4
775063966,11
775065270,4
779723168,2
779723267,1
780889798,13
780890338,2
782057339,9
783223277,1
783224153,6
784396736,8
787883707,11
789054588,6
789054790,12
790227102,8
790227432,7
790227841,6
791397247,4
792563129,7
796076735,3
796078130,11
799610299,8
799610730,8
799611352,7
799611577,10
800796492,9
801964521,1
801965149,10
801966016,3
804310075,5
805491847,7
806661245,6
806662434,6
807842188,10
807842291,3
807842732,9
809012472,5
809012787,7
813700615,3
816046221,3
816046222,8
820737339,5
820737650,3
820737864,5
820737973,2
823109085,5
823109193,3
823109512,1
824289180,4
824289506,3
826642843,6
830165722,3
830165729,18
830167127,4
831349273,5
831349707,5
831350800,6
832521719,3
833698929,11
833699478,2
833699908,2
834873362,5
838401735,6
839582602,7
839582608,4
839582817,4
840756533,5
840756834,7
840757038,8
840757235,5
841949613,6
841950686,1
843123101,2
843123425,3
843123857,6
843124386,3
845485695,9
845485696,8
849023323,12
850204458,11
851389557,6
851390753,9
852565341,2
853758398,6
853758399,5
853758824,5
854945015,6
854945670,6
856121640,2
856121855,6
856122078,8
857300535,11
858488927,11
860856186,5
860856187,5
862043266,5
863228480,1
863228916,5
863229244,7
863229469,7
866789349,3
866789668,7
867966643,2
869152965,5
870345411,3
871526285,6
871526618,2
871526714,4
871526722,5
871526940,3
871527153,7
871527160,3
871527478,2
872711585,5
875082333,7
875082987,9
875083194,4
876272457,5
877457294,5
877458160,5
878644546,5
879838195,9
883400001,2
883401185,5
884589133,5
886961701,2
886962242,5
886962459,4
888158896,7
888160187,5
889342858,2
892920555,5
892920979,6
894105869,1
894105983,4
894106200,3
894106208,2
902443572,6
902444131,5
902444580,4
903639264,2
903639275,2
903639811,9
904838653,1
906025578,2
906026020,8
906026026,15
908405639,10
908406422,7
909606072,2
909607167,7
910797597,3
912002517,2
913188367,6
913189456,5
914387798,5
914388895,7
916775902,7
916776758,3
916776762,2
916776868,6
921567494,2
922755882,4
926356813,3
926356815,5
927550506,2
927551708,1
928748625,2
931145872,17
933541031,2
933541138,3
934744549,6
937147210,2
939541214,2
943144408,5
945546475,3
946748845,7
950351832,3
951550923,5
952762913,4
952763114,4
955165250,3
955166128,4
955166459,2
957568201,2
957569193,2
958776070,6
958776299,2
958776398,2
959978424,7
959978425,6
959978428,1
959978657,5
959979197,5
959979413,11
961179180,4
961179288,6
962393287,5
962393940,3
962394586,5
963588431,5
963588971,5
963589612,5
963589938,7
965998650,5
965998985,1
967209786,3
967209797,7
967209815,1
967209904,4
967209919,2
967210016,1
967210125,4
967210139,2
967210351,4
968413136,4
968418246,1
969619114,4
969619115,6
969619670,5
969619994,3
969619995,6
970828894,6
970829014,1
970829126,3
970829230,2
972031254,5
972031688,5
975655924,5
975656242,6
975657128,6
975657347,10
976856707,1
976857697,5
976857808,5
978062572,3
978073857,8
978074192,8
978074390,1
979272802,1
979273795,2
980482815,2
980484010,2
980484012,8
980484115,3
982904130,2
982904349,6
984107360,4
984107368,5
984108570,7
985314712,6
985315475,1
985315696,1
985316151,1
986526550,5
986526775,6
986527098,7
986529749,5
986531164,7
987739972,3
987740523,5
991374745,4
991374968,2
992576898,7
992577637,2
993789684,8
993789802,4
993789901,1
993790551,11
995011728,3
995012609,6
996219758,5
997435720,9
1001066034,1
1002282270,6
1002282494,8
1002282810,3
1002283788,5
1003490160,8
1003490370,4
1005926000,3
1005927300,4
1005927407,2
1008356657,2
1008357174,2
1008357928,3
1009563039,3
1009563042,5
1009563578,1
1009564012,2
1009564026,6
1009564125,5
1009564226,2
1010788214,2
1010788215,6
1011996480,3
1011998103,1
1013211233,1
1014434322,8
1018090575,2
1018090679,4
1018091218,4
1018091435,6
1018091436,1
1018091443,5
1019308743,4
1019309382,2
1019309392,4
1020525640,5
1021747507,10
1025401395,3
1025401444,5
1025401606,1
1025402024,5
1025402048,1
1026617730,5
1026618582,7
1026618584,5
1026618807,2
1027844284,3
1027844287,6
1027844291,7
1027845257,6
1027845258,6
1029065433,11
1029065859,4
1029066197,2
1029066746,3
1030282783,5
1031502365,5
1031503122,4
1037609489,4
1037609597,2
1037609601,1
1038831870,1
1038832514,1
1042503400,6
1042503510,6
1043729722,5
1043729727,6
1043729829,2
1044946329,8
1046177178,2
1046178272,2
1047397333,5
1047398209,4
1048624326,6
1048624441,6
1051062962,6
1051063612,5
1052290377,8
1052291803,1
1053512999,5
1053513549,7
1054738005,7
1054738223,4
1055966294,3
1055966517,2
1055966733,1
1055966852,1
1055967062,3
1055967289,6
1060864417,3
1062090617,3
1062091395,6
1062091615,6
1063316397,2
1063317169,4
1064549604,4
1065765332,2
1065765673,5
1065766219,4
1068218216,2
1068219301,2
1069443742,2
1069444511,2
1070674137,5
1071902379,2
1071902383,4
1073125373,4
1073126566,7
1076808246,1
1079273209,5
1079273318,7
1079273536,3
1080502031,2
1081726660,1
1081727422,1
1082954213,6
1082954214,5
1082955203,1
1086639765,2
1086639766,4
1086639873,2
1087864284,8
1089105172,3
1090328875,2
1090329094,5
1094018186,5
1095244253,6
1096474392,2
1096474393,1
1096474502,6
1096474731,1
1096474956,4
1096475065,6
1097711053,1
1098936862,5
1098937846,5
1098938286,2
1100177598,3
1106333773,5
1106334571,6
1107557830,5
1107557945,2
1107558177,2
1107558503,8
1108790342,7
1108790452,5
1108792204,7
1110019349,2
1110019673,2
1111254643,1
1111255197,3
1112487398,1
1112488272,1
1112488479,2
1113721975,4
1113722310,4
1113722522,11
1113723179,10
1114960447,3
1116192732,4
1116193617,4
1116193729,1
1116194283,1
1119887952,3
1121121866,6
1121122314,3
1122350860,1
1122363422,2
1122363531,2
1122364406,4
1128524185,3
1128527247,2
1128528357,2
1129768135,4
1129768138,2
1129768932,6
1129769030,2
1129769151,2
1130996893,4
1130997559,4
1130998250,1
1130998356,2
1133469876,1
1133479796,2
1133480131,3
1133480346,3
1134713763,3
1134714521,1
1134715294,4
1137820762,4
1137821316,3
1139054724,1
1139998770,3
1141527551,4
1141527765,5
1145240908,3
1145241455,2
1146480244,3
1148948994,3
1148949425,4
1150182920,3
1155141548,4
1157612421,5
1157612425,3
1158624286,2
1158858427,1
1159871155,6
1163800866,3
1163804292,7
1165041993,4
1165043522,3
1165043525,3
1166064924,4
1166280562,1
1166280670,5
1168764953,1
1171244383,2
1171245144,2
1173718904,1
1173719350,4
1173719457,1
1174963998,1
1176193281,2
1176193831,5
1179920063,4
1181157044,2
1182135578,8
1182405096,2
1182405644,6
1182406414,3
1184878217,3
1186126943,4
1186127818,7
1189842604,4
1189842702,4
1189843157,7
1189843595,1
1191091077,7
1191091180,3
1191092173,3
1192066347,4
1192328656,1
1192329196,3
1192329967,2
1193577579,4
1193578137,2
1194558850,3
1194820059,4
1194820278,5
1195783032,3
1198252715,1
1198534583,4
1198534803,4
1198534804,3
1198534911,1
1198535347,1
1198535566,5
1199509083,4
1199509768,2
1199778950,5
1199779162,4
1199779383,1
1199780257,1
1200736267,2
1201020711,1
1201021690,3
1201021803,4
1201022232,1
1202273297,2
1202273947,2
1203516392,5
1206003250,6
1206004341,5
1207247197,2
1207247738,6
1208485796,2
1209730009,5
1209730443,7
1209730764,2
1209730876,1
1209731310,2
1212224213,2
1214706074,1
1214706291,3
1214706618,5
1214706738,4
1214706946,2
1215957498,2
1215957606,4
1215957931,5
1215958042,5
1215958044,3
1215958045,1
1217195475,5
1217204133,5
1218438370,8
1218439567,1
1218439791,5
1218439997,4
1219685056,7
1219685383,2
1219685387,4
1219685600,3
1219685827,1
1219685926,2
1219686038,2
1220930071,3
1223424178,3
1224671089,1
1224671200,1
1224671203,1
1224671306,1
1224671735,4
1225910112,4
1225910990,8
1226937168,4
1226943520,3
1227167096,3
1228412627,5
1229359355,6
1229652894,5
1229653107,2
1229653110,3
1229654307,1
1232147514,4
1232147516,2
1234636976,2
1234637304,6
1235891236,4
1235892225,1
1236774193,4
1237137489,5
1237137490,1
1238373436,4
1240871901,8
1240872017,4
1240872346,1
1242117682,3
1243366839,1
1243366951,1
1244616722,2
1244616821,3
1244617364,2
1245865720,2
1246847378,4
1248098748,3
1250860037,1
1250860589,5
1251846824,4
1252118091,4
1252118093,4
1253365000,2
1254620240,10
1258359375,3
1259606127,3
1262107064,3
1264610365,4
1265580243,1
1267103056,3
1269607895,2
1270864662,4
1272117280,2
1273372405,3
1275872154,2
1277122516,4
1277122630,4
1277122943,2
1277123277,2
1278381856,3
1278381857,3
1284624591,5
1285879809,4
1285880688,1
1288398232,4
1288398455,4
1288398566,1
1289643768,2
1293406746,2
1294420156,1
1294653871,4
1297162744,3
1298419219,3
1298419442,3
1298419544,2
1298420088,3
1299673930,1
1303428315,1
1303428748,2
1304679280,1
1304679719,1
1305689316,1
1305932216,3
1305932766,3
1305933091,1
1307182933,3
1307183477,1
1310953835,2
1312209217,3
1312210413,3
1313457171,3
1314420906,3
1314713366,3
1314713900,3
1315969624,3
1315969841,1
1315971682,3
1315971894,1
1317221395,1
1317221616,3
1318192482,1
1320990179,1
1320990287,3
1322241055,2
1322241058,1
1323491792,4
1323491904,3
1324429577,2
1324752416,1
1324757138,1
1324757196,4
1324757356,1
1326013060,2
1326013701,2
1326013702,4
1328516761,5
1329770540,3
1331982511,4
1332292011,1
1332292220,1
1333547701,2
1333547800,2
1334803519,3
1334803964,2
1334805041,2
1337314579,2
1337315228,1
1337315977,1
1338340328,1
1338565434,5
1338565648,1
1338566075,1
1338566187,2
1338566404,2
1338566406,2
1338566407,1
1338566513,1
1338566514,1
1338566618,1
1338566726,1
1339824279,1
1339824707,5
1339825037,3
1339825043,1
1339825142,1
1340805739,4
1342339309,1
1342339964,4
1343292810,1
1343601887,3
1343602432,5
1346108969,5
1347367644,1
1347368508,1
1347368615,2
1348378599,1
1348627453,1
1351146341,1
1352165000,2
1356177923,1
1356179014,1
1357151863,2
1359950614,2
1361218693,1
1361219787,3
1366253066,1
1367518997,2
1367519432,1
1368479063,1
1369735208,3
1370037801,1
1373819707,3
1373820025,2
1373820246,1
1374760590,1
1374795932,3
1375074453,1
1376335855,1
1376335958,2
1376337247,1
1380118669,2
1380120318,1
1381379160,1
1381380360,2
1381380470,4
1381380476,2
1382644321,1
1383901267,1
1383901490,1
1385162809,1
1385163780,1
1385163998,1
1386425748,2
1386427264,4
1388950705,1
1389935953,1
1389971406,1
1390213364,1
1390213365,1
1390213477,2
1390213913,1
1391237515,1
1392439978,1
1392467078,1
1392480452,1
1392736947,1
1392737061,1
1393998855,1
1395260446,1
1395260656,2
1400312630,1
1401317447,5
1401574513,3
1402512563,1
1404095479,1
1407885613,1
1407886014,1
1407887234,1
1409159077,1
1411677681,1
1412943809,1
1416736253,1
1416736571,1
1418000378,1
1418000920,2
1420531830,1
1420531940,1
1420532099,1
1420532100,1
1421796142,2
1421796465,2
1424325319,2
1426856767,1
1429391376,1
1429392239,1
1433186828,1
1433188239,1
1434455466,1
1435404041,2
1436983519,1
1438253527,1
1439518769,1
1439519642,1
1442051808,1
1442052126,1
1443323976,2
1443325388,2
1444584380,2
1444585567,1
1445555880,1
1445855439,1
1445856527,1
1445856750,1
1447126143,1
1447126682,1
1448158549,1
1448395605,1
1448396911,1
1448397129,1
1452197630,2
1452198322,1
1454734888,1
1457274631,1
1459812158,3
1461085384,1
1461085490,1
1461085810,1
27451596,3
307573674,7
307574520,3
307574606,1
307574812,6
307574856,4
307574901,6
307574930,1
307575010,1
307575062,8
307575123,4
307575136,9
307575150,10
307575241,3
307575438,2
307575475,5
307575522,1
307575576,2
307575578,1
307575643,8
307575659,14
307575738,14
307575742,3
307575744,7
307575758,11
307575802,7
307575808,7
307575813,4
307575832,11
307575839,1
307575853,6
307575910,5
307575914,1
307575972,6
307575976,7
307576017,7
307576051,7
307576063,3
307576112,4
307576123,5
307576236,7
307576262,3
307576276,3
307576277,1
307576323,2
307576328,2
307576459,1
307576469,25
307576482,3
307576530,14
307576547,4
307576558,3
307576610,1
307576620,4
307576621,5
307576659,2
307576699,3
307576733,6
307576740,1
307576751,26
307576768,4
307576770,10
307576797,3
307576825,6
307576827,10
307576843,5
307576894,3
307576958,4
307577018,2
307577049,8
307577054,6
307577106,9
307577138,12
307577165,11
307577191,3
307577192,4
307577194,5
307577319,3
307577417,1
307577440,3
307577444,1
307577449,2
307577452,9
307577484,1
307577507,1
307577544,18
307577595,10
307577635,11
307577640,17
307577647,16
307577671,10
307577707,7
307577772,3
307577823,6
307577825,16
307577833,1
307577853,8
307577870,3
307577878,1
307577907,12
307577961,21
307577985,11
307577998,6
307578014,2
307578017,23
307578036,1
307578038,2
307578074,8
307578087,1
307578099,1
307578105,2
307578115,2
307578117,2
307578122,3
307578131,20
307578167,7
307578198,19
307578211,9
307578314,1
307578341,2
307578420,1
307578423,4
307578431,1
307578556,8
307578561,11
307578568,2
307578569,9
307578576,3
307578642,2
307578659,4
307578664,1
307578726,4
307578787,4
