CUSTOMER_ID,COLLECTIONS_NUM
21702970,4
21291923,10
22241449,14
21157524,1
22076019,6
22340728,2
21461033,14
22264110,5
21536875,1
21320117,6
23856044,1
21342735,10
22213957,7
23860295,4
23351569,2
23318031,4
21135998,3
21648657,6
22972269,1
21360282,7
22132301,4
21621009,13
21432037,4
21796856,3
22885077,7
21295633,5
22105906,6
22780040,1
23311026,6
21514066,4
22292487,2
21739713,9
22346535,5
22033027,3
22555332,10
22423607,5
23077075,2
21690585,9
22170243,1
22582981,3
22291964,1
23540400,5
21989697,3
21640582,7
23539697,1
22069521,18
22734751,11
23247852,1
22927796,2
21984161,1
22929466,1
23374558,1
21399041,9
21782204,5
21612723,10
21632867,2
22120053,8
21821272,5
21922744,4
21514241,21
22912089,3
23064907,1
22979675,4
22337016,4
21348458,15
21309346,7
21441330,2
21805831,2
22335041,1
21086029,13
21495436,8
21233773,1
22264922,4
22226485,1
22411564,1
21541382,4
21442299,8
22057228,1
23343400,6
22144897,1
23610696,1
23401642,2
21354034,9
22623890,1
22797419,4
22229526,2
21395745,19
21581650,4
22872381,4
22008552,5
23337044,4
22483518,9
21266724,4
21325709,4
22157241,4
21461250,2
22671563,1
22022461,5
21638832,3
21283941,2
23368292,5
23584637,2
22425495,3
21189746,6
22235201,8
21615639,8
21149949,1
22050106,14
22749571,8
22901183,3
21964249,2
23319193,2
23231839,1
21274837,9
21395955,4
22719300,4
21112012,9
22151207,1
21723144,1
21444773,7
22077285,6
23150823,8
22503257,19
22419321,7
21425169,4
21831283,4
21557876,2
21328832,15
22397255,1
21929593,1
22057305,3
21262910,3
23626509,1
22235833,1
22022522,7
23555399,1
23556033,8
21902252,2
21844956,1
21090835,6
22483159,6
22406372,1
22554761,1
21444342,7
22928790,5
23170512,4
21425497,6
22548965,2
22699434,2
22786672,3
22223471,2
21319604,4
21190873,9
23119890,3
23506878,3
21860194,7
22400092,4
22111420,2
21542429,2
23219857,33
23077827,1
23008771,1
22276985,2
23206413,1
23994836,2
21443082,2
21272736,10
22910605,6
21925043,2
21116593,3
23131050,6
21855199,1
23205635,14
22533682,6
21328032,20
21492030,6
23574590,3
22471247,4
21844864,6
22197765,8
22623064,5
23241800,1
22001525,2
23176969,8
22317001,1
23191182,3
21297828,4
21106012,3
22478755,1
22707317,3
21609570,6
22158460,9
22144748,3
22503856,5
21609649,4
22553904,1
22016968,1
23340568,2
21345217,8
22108089,7
21552980,1
21581587,7
22675489,2
21873414,2
22629044,2
21619767,4
22958089,2
21365792,15
21983029,11
23205661,2
22403044,8
21461357,7
22328103,2
22152480,15
21731800,3
23512631,2
21078954,5
22041805,3
21969549,4
21359514,1
21805615,3
21209701,9
21598842,3
21971243,3
21853165,3
21461259,1
22520961,2
22560226,1
23018406,2
22980843,2
21822885,8
22298982,3
21694472,4
22510541,10
23333055,2
23042868,4
22274311,4
23686795,3
23738940,2
22263571,9
21802615,20
21615933,5
23099425,5
22960399,14
21251895,7
21383784,2
23112423,5
21924543,11
23130373,3
21793056,2
22663423,1
22118202,18
23413023,1
21903173,8
23325341,3
23704338,4
23654175,2
23759487,1
21865692,6
23138816,15
21600571,5
22992374,6
22259086,5
21802478,4
21442264,14
23719683,1
22783094,6
23326616,3
21811552,2
22438247,2
22570864,5
21399639,9
23656124,2
21133178,10
21652222,8
21733191,5
22036273,7
23014773,4
21847542,4
23949986,1
21186758,4
21645836,1
21148235,3
23794190,1
23857730,1
21277981,6
23042278,3
23982520,1
21431239,11
23205102,1
21448499,4
23722027,5
23730376,3
21442249,6
23120012,4
24178874,1
23243242,3
21504516,8
22775644,9
23154952,4
23857196,3
23852262,1
21802663,4
22023390,9
22092457,8
23908097,1
21739040,2
21867442,3
22472957,2
21277938,10
21925151,8
22291130,9
21880503,1
22815719,1
21698937,5
21560839,1
21485964,5
21546757,2
22805065,9
22817999,6
22818409,6
21755370,1
21533234,4
21923280,13
21672751,4
22648053,4
22503742,6
21508201,7
21730114,4
21932174,4
21928681,2
22667298,1
21725339,1
21292701,2
21934263,1
21198466,22
22418199,4
21111179,15
21218984,5
22273821,11
22274000,5
21646186,17
23402651,2
22754440,1
21871956,1
21560318,4
22520580,1
21155244,9
22413737,4
22800760,1
22113420,5
22803256,1
21306018,6
22916620,8
22107658,4
22495909,5
21753131,3
21731591,12
22691083,1
22029037,5
21442013,2
21555465,2
21103134,2
22120409,8
22038054,3
21359902,2
21928988,3
22263993,6
21462181,2
22170519,2
21088326,27
21445244,1
21132635,4
21736849,1
22319646,2
22247429,11
21771802,2
22242536,3
22928895,2
21201630,3
21236825,9
21118265,5
21692693,6
22150640,1
22444354,7
21729847,5
22901114,2
21074055,9
21895576,1
22121592,15
21287923,12
22825976,1
23298724,5
22653044,2
22859329,1
21634554,16
21289883,4
22038422,4
21139413,19
22330241,9
22424061,10
22104376,8
21873147,8
22796760,1
21504140,5
21722070,1
21180675,9
22656479,1
21090907,13
21620106,14
21430120,1
21725249,1
21425276,4
22503413,2
23258967,4
21524472,7
21859434,4
23258875,1
21982685,10
21879870,3
22118600,7
22029042,10
22210479,18
22767520,1
21319566,13
21216978,13
21737651,4
22907550,2
21170792,3
21339972,15
21976491,1
21789062,2
21360234,15
22630315,2
21936904,1
21265502,14
22198915,12
21344728,10
22300765,4
22200591,9
22440223,14
21289022,1
21155770,4
21937025,6
22322089,3
22055799,5
22163610,1
22178415,5
21137091,1
21661603,5
22242502,5
22912300,2
21505876,5
21142576,1
22435521,2
22280641,8
21155143,1
22367907,2
21812400,3
22900200,2
21592462,6
22898688,2
22380727,4
23259989,12
22394868,14
22333686,6
21812382,16
21253161,2
21403374,1
21139868,10
22252694,6
21756897,3
21201663,1
22138060,1
21479648,1
21504351,5
21174503,5
21948568,1
22874403,3
22340463,8
22100556,3
22424458,3
22659486,4
22607449,1
22192076,5
22528670,2
21620883,6
21738956,12
22127573,3
21806711,6
21528080,11
21693712,3
22115689,10
21987833,3
22355175,8
22533618,2
23540724,1
22077183,7
22082709,3
22265019,4
21510527,8
22430979,14
22536461,2
21639753,6
23578346,4
22907003,3
21533292,10
21832134,7
21265630,3
21212926,2
23506298,2
23259626,3
21134716,13
22736246,1
21163099,6
21821556,1
21604888,21
22197179,2
21646496,17
22908108,7
22917962,1
22916291,1
21163603,23
21613733,3
21941499,7
21731230,2
23305909,4
22442476,2
21667368,1
21756590,9
22195342,1
22403259,11
21169343,3
21421060,10
21158322,10
22333294,1
21339362,6
21211034,7
22926449,4
22364798,1
21275384,4
21532568,1
22750402,5
22037895,4
22830668,7
21174463,4
21823328,3
21421854,1
21465575,4
22082843,9
21942373,5
21569949,2
22444089,6
22313252,5
21318045,2
22279465,1
21287562,9
21954761,1
21309962,5
21186569,11
21151767,7
21184848,3
21916489,2
21782455,4
21844714,5
22728015,9
22221498,1
22392383,6
21215914,4
21219582,5
22202728,11
22152881,5
21175099,15
21106786,8
21602466,1
22579421,7
23384475,3
22014634,7
21815790,7
22088403,5
21489826,1
21483730,11
22197738,3
21217600,6
22582600,1
22922378,1
21348372,5
22653281,3
21995110,7
22082603,5
21571728,14
21753330,3
21186425,16
22847835,7
22770830,2
21765283,11
21659392,4
22471117,8
21336200,29
21287446,6
22615277,4
21118595,1
22076243,4
22583307,3
23409141,1
21471454,6
22080149,7
21392410,3
21620295,2
22680047,1
23400170,1
21272653,2
22348796,1
23076251,3
21400010,27
21447294,15
21815703,7
21359914,8
21183061,16
23584079,3
21788033,8
22153605,5
21240232,19
21230667,4
21371082,4
21682388,6
21960293,2
22567462,10
22274398,3
21963224,4
21585567,1
22719364,7
21709820,16
22618110,1
21954454,9
21539970,3
22462291,8
22138991,4
22731917,1
22256519,4
21627559,3
22085343,3
21362147,13
21601473,7
21796002,3
22298024,9
22132738,3
22075294,5
21752558,16
22409630,1
21293188,8
22878530,4
21388169,1
21218368,3
21246781,2
23486017,7
21251771,4
21454972,4
21519772,7
22398484,4
22273709,5
21809542,1
21163320,2
21985331,3
22462114,19
23469555,2
22077058,4
21736765,13
21314226,18
21516850,5
23503157,1
22194023,4
21589186,1
23014329,3
22891444,3
21600318,2
23512235,2
22107957,5
21891030,1
21165562,3
21298483,2
21657802,3
23446789,1
22227821,11
22465995,6
22233069,5
22060208,6
21742910,3
21467021,1
22145735,6
21647060,6
21259006,4
22009402,4
21340128,3
21360894,10
21997170,1
22819960,7
22144290,1
21837475,1
21583157,8
21293741,3
21159325,3
21244179,5
21359911,15
22790224,3
22730958,4
22601678,4
21527463,7
22112734,5
21978563,6
23322775,6
21161807,1
23706621,2
21725755,19
21350291,9
22289416,8
21829164,1
21776518,1
21299881,6
21811939,3
21971635,6
22851806,3
22039033,1
21690873,2
21723342,9
22188735,8
21851565,3
21861393,2
22050065,2
21079993,7
21702849,3
21184665,8
22360356,1
22382417,7
22572566,5
22193412,1
22185003,11
21693866,1
21480936,9
21439329,3
22506112,1
21148091,32
21690389,7
21341163,6
21314622,14
21162905,10
22764530,5
23396370,2
21188614,19
22720557,5
22221638,4
21289512,2
22303043,1
22642404,3
22741161,1
22294168,7
22462136,1
21612684,1
22051342,5
22176881,1
21208877,1
22339893,4
21176075,3
22090620,8
22298743,10
22598399,1
22159964,10
21915705,2
21386988,3
22465576,5
22938311,1
22152795,5
21396237,8
21749989,7
21840969,8
23446180,1
22867111,3
22687403,9
21933765,1
23531003,1
21139623,3
23390027,2
21942677,3
21895280,13
22686100,1
21897578,7
22548338,2
21303419,3
22972072,4
21508673,3
21836975,4
21294267,5
21926014,7
23497475,1
21421904,4
22659644,1
22026615,8
22280201,5
22151686,4
21248908,3
21208650,1
21196638,2
22720714,4
22112491,11
23463578,1
21739301,1
21697196,11
22822239,1
21554527,16
22236295,11
22002505,5
21892118,14
22167178,3
21365376,6
22358986,8
22792900,2
22924470,5
21101525,2
23477987,1
23485888,2
21931686,3
21647592,7
22236460,8
23322857,2
22294390,3
21292639,2
21802869,9
22214748,6
21859411,7
21435787,9
22416287,3
22404735,1
21916103,10
21943642,4
23190184,9
22249615,2
21771523,8
22002543,4
21480725,5
22606712,1
22974622,2
22092741,8
23340356,4
22021355,1
21108391,12
23326982,3
22049959,12
21464961,6
22841018,3
21997349,5
21889520,4
23154563,5
21645745,9
21513922,14
21251162,7
22558398,5
21467632,1
22671359,39
23326947,3
21567996,4
21133474,13
21505182,5
22845280,2
21162985,1
21298183,4
22297110,5
21123380,1
21254108,4
21592631,5
22536895,2
21669928,6
22893641,1
22083722,8
21092056,9
22259428,11
21525511,1
22214969,4
22061066,6
21582722,17
21456387,2
22051579,5
22382356,19
21245066,2
22042483,1
22578504,1
21412471,16
21899245,1
21892196,1
23529018,9
22830901,1
21775923,4
21399561,4
23061173,1
21500348,6
21868598,3
22857129,3
21851469,2
23292412,1
21132731,2
23353086,4
21350421,4
21294624,12
22203901,15
21970109,19
23508953,4
21210128,3
22668663,3
21709985,2
22076068,10
21570671,2
22417319,7
22181378,3
21354045,9
22186610,2
22543402,5
21360227,7
21936423,8
21284392,4
22259495,7
22297711,2
21642115,9
21612975,2
22686315,7
21762385,3
22282355,10
21606577,9
22772114,5
21910331,9
22267815,8
22855249,2
22532734,2
21370499,1
21716455,3
22164250,1
21789594,3
21190300,5
21622492,4
22795592,9
22732696,3
22340490,3
22538107,3
21484738,9
21516093,2
22068377,16
21887708,8
21157676,3
22503497,1
22743052,2
22159548,2
23331982,1
23320278,1
22049472,1
23155487,3
21504560,8
22226437,3
22132807,5
21371974,5
23281837,2
21171021,5
21219486,6
21470459,1
22659298,12
23237965,11
21606866,7
22640040,1
21659959,7
21525691,3
21452668,1
21491369,1
21988104,2
22175811,4
21412670,5
21865208,4
21171099,11
22096419,8
21677432,11
22554602,3
21354611,2
23545566,1
21568457,2
23270657,3
21902956,2
22029610,11
22144749,17
21249999,6
21231195,5
22422278,2
22827062,1
22636768,3
21520448,2
21244738,15
22559759,1
21780216,3
21283243,3
23466763,1
21943350,12
21970172,5
21271064,5
22613125,10
23322717,4
21112047,10
22784389,2
21815910,6
21742441,10
21961845,12
21961482,10
21139485,16
22748555,4
21212270,1
21448840,6
23594651,1
21313782,15
22719721,1
21679607,15
22259867,11
22195047,2
21977315,19
22859390,7
21957237,15
21796706,1
22057579,6
21270233,3
21968152,4
21984371,1
21835093,2
21851918,13
21105734,14
21755303,7
21210590,6
21396203,4
22343771,1
21928996,3
21134714,2
21170831,2
22933626,1
21994444,1
22742081,7
22153683,3
21691802,4
22353735,11
22706174,8
21116575,2
23363951,1
21172532,11
23541329,4
23513992,3
21753692,7
22377857,1
23167394,1
21183606,5
23094129,5
21900098,1
21609661,2
21625022,1
21260425,2
21653622,2
21640351,9
21690391,1
23330837,1
23357861,1
22461184,4
21861278,3
22032707,11
22946789,7
22183330,16
23289427,4
22420920,3
22689889,9
22088268,4
21736669,2
22564175,1
22737444,8
21503758,5
22137383,3
21833294,3
21934729,3
22319972,3
21163116,8
23311265,1
22269301,7
21683964,2
21795673,10
23407882,5
21883470,1
22647694,8
23317121,3
21677950,13
21606221,6
21456540,1
21942088,10
22074571,9
22282779,2
22306580,12
22263012,7
22556822,10
22060200,1
22174415,28
21256854,7
21532123,4
23562339,1
22112885,10
22164720,1
22824950,9
22220751,3
21321236,1
21702181,7
21632264,3
22215012,12
21281984,8
22191467,5
21123767,2
23540030,1
23321706,4
23331065,1
22694070,6
23391509,3
23283361,1
21321353,14
22576091,1
21360786,12
21454347,18
21269901,6
21915609,1
22752830,5
22761469,1
21757876,4
23049450,2
21884954,2
22476982,4
21276072,16
22002278,2
21136443,9
22062863,1
21355906,6
21597816,2
22131511,5
22328102,4
22213229,2
22119431,6
23005237,1
22883100,2
21244665,3
21696671,5
21588877,3
21626228,16
22321831,15
22771689,4
21219306,1
21361071,15
22992727,3
21868549,3
23251806,9
22886839,2
23510670,2
22407480,6
22379974,7
23306116,4
21882477,1
22276147,4
21816864,1
22884035,1
22646146,7
21497903,7
22893291,5
21521096,4
21225965,4
21798756,1
22029670,13
23843020,1
21831677,2
22461058,2
23817322,2
22749868,1
22548845,2
22834242,2
22359913,2
23225690,1
21281865,11
22464843,9
22088741,2
22371161,2
21162885,4
21659254,5
22042937,1
21861006,2
23548760,2
23165624,2
22225272,14
21162941,7
21223538,1
22422735,1
21613626,2
22317185,1
22014232,19
22958129,2
22237470,8
21222294,6
21406829,3
21173676,6
23491199,3
21872428,2
23539898,1
21469115,17
23370741,4
21799291,5
23472352,2
21707606,6
22476722,1
22321277,1
23125775,1
21183786,1
21196973,3
22439172,7
23061708,2
22751915,3
21615563,14
23166250,3
22263600,4
21217250,2
21154688,1
21349275,2
22120995,2
22277902,5
21882309,3
21471392,1
21960344,1
22152251,3
22257412,7
22471119,5
21399799,3
22835277,1
21342338,15
21278994,2
21123393,5
22105523,5
21294841,11
23356715,5
21959415,1
21209778,1
22423519,9
21362003,15
22418612,5
22077028,5
21692221,8
22438017,1
21947852,3
23232599,1
21785581,3
22268864,4
22945534,1
22999694,1
23530028,1
23555286,2
22127154,12
23329226,3
21821119,11
22864434,3
21146091,2
22298823,3
22380316,4
21255271,7
21155715,2
23209708,1
23554867,2
22008874,16
23040874,1
22760405,1
23602443,1
21188531,2
21434470,3
22582740,6
23257762,5
23527806,1
21342990,2
21693266,5
21895246,6
21227287,9
23601176,1
21349552,15
21244042,4
22122812,8
22132743,4
23147838,2
21260795,10
21702736,9
22279307,6
22241383,4
21620343,7
22265494,4
22032116,7
22380091,5
22164014,4
21457637,5
22358671,1
22985093,2
23152874,1
23315975,7
21540062,4
21394712,8
22472980,4
23179041,3
23095987,1
21798333,8
21164198,15
21181998,1
22412319,2
23368253,3
23097920,3
22251548,5
23840710,1
21795099,1
21591796,2
22088969,4
22727363,1
21814301,1
21454432,1
21855073,1
23316980,3
23149873,1
21303677,5
23205938,2
21197129,1
22498520,2
21330001,1
22304647,5
21385552,2
21130077,8
22183418,2
21340349,22
22410230,2
21428669,1
23040789,3
22075444,4
21509839,1
23117979,1
21474570,5
23783815,1
22126903,4
21439420,12
22039001,14
21653867,3
21450230,10
21389986,1
22241948,12
22954556,10
21267535,1
22418494,1
22628338,3
21841755,1
22209035,5
21827680,4
21725091,1
23008910,2
23987747,1
22434474,9
22153657,7
22055525,3
22246408,6
23328525,2
21750896,4
23761508,2
22647776,4
21892542,7
23149216,1
22132859,5
23019441,4
23370822,1
21925644,1
22214940,6
22988156,5
23570845,2
21494152,8
21651871,18
23019049,1
21161474,16
23640322,4
22208758,17
21749983,12
23489547,1
21766969,3
23467761,1
21923473,2
21335959,5
23109506,1
22561095,2
22329436,7
23126751,2
21125431,6
23138954,7
23457645,1
23566083,3
22552949,7
22742403,1
22639146,6
23203605,1
21925220,1
23448175,1
23042046,1
23115973,4
22934647,5
23318468,1
21306639,3
23576454,4
21425803,5
23136218,2
21381337,7
23642125,1
21652320,4
22386321,2
21988958,1
23242218,2
21797621,2
22542940,3
23534894,1
23690452,1
21845106,6
21080263,5
21416365,5
22984001,1
22932320,3
23074926,3
21225259,6
23775220,1
21799354,5
23355612,1
22663287,11
22397120,6
21157377,9
22525960,3
21355508,9
21348452,9
21149416,9
22487197,13
21061750,19
21183227,3
22230329,5
23653969,1
22170726,2
21475367,16
21670921,14
22036356,21
21845076,1
21582056,2
22562412,1
21514620,11
22869304,1
21601062,5
21186120,7
21652149,3
23167086,3
22671336,3
21982822,8
23445932,5
23487604,2
23444878,6
22949288,1
23004847,2
21391175,6
21753060,2
22472398,9
22284261,3
21172159,9
23611907,4
21702365,3
23142799,9
21648290,6
22151551,3
23775044,1
22423669,9
22282840,3
23773697,1
21982128,3
21672658,1
21795656,2
22958568,4
22546859,1
22305087,3
22955322,1
21325248,11
21492170,13
22784470,6
22251623,7
21426444,11
22417488,4
22392577,7
21397215,3
22051908,13
22104663,3
21384825,4
23005244,12
23818680,2
21873371,2
21085506,11
22397658,9
23818117,1
24084287,1
23220436,9
23944406,1
21667384,4
22197077,6
21964281,4
23677591,1
23111807,1
23665678,1
22725235,5
22986454,2
22372686,3
21929570,5
23048627,3
21586378,5
21947691,15
23923123,1
21508671,3
21525858,1
21330140,4
21196139,23
21956640,2
23123015,2
21413009,11
22036992,4
23202365,1
22739010,4
23432240,1
23429262,1
21897052,1
22306563,2
23867682,3
23145625,1
23728038,2
23695654,1
22083966,2
22173038,10
22964168,1
23523744,1
23536159,1
22311008,10
22580094,2
21270087,11
22037976,4
23026076,1
23221160,1
23939059,1
22423531,2
23058385,5
23063943,2
21621111,7
21505571,1
22404921,5
23055127,2
23171343,3
22663487,4
23148011,5
23008920,2
22931329,1
23065753,5
22619887,9
22043342,32
23850007,2
23807963,1
21525581,9
23424655,1
23149186,1
22959511,2
22382165,1
21287026,3
21931927,8
22397802,14
23112748,1
21895642,10
23008582,4
23112800,7
23636798,1
21947187,12
22245604,11
23650391,1
21789225,1
21887893,6
21197044,4
22278984,4
21261253,24
23750526,1
23765258,1
23126344,1
21169317,1
23320270,2
21194235,7
23330621,3
23227902,1
21764463,13
22995816,4
23764659,2
22704451,3
23553962,1
22051157,1
22327176,8
23548991,1
23557062,6
23203154,2
21385736,13
23203907,1
22767749,1
21553951,7
22638032,4
23215686,7
23686952,2
23687905,1
22537260,6
22157238,7
23046874,5
21742234,13
21872981,3
23197512,1
23040766,6
21380706,5
21541823,8
22036426,8
23411445,3
23537932,2
23114117,1
21452274,3
23113426,9
22198286,8
23129515,8
21283267,6
21298658,8
21493734,2
22131781,7
21775473,13
23014588,4
23879416,2
23638715,1
23057384,1
23945923,1
22725565,8
21799377,2
21472577,16
21726201,10
22113292,7
22313872,1
23815785,1
21168326,4
22702736,1
23884875,1
22586926,2
23977510,1
23861792,1
23151029,4
22348812,12
21394576,6
23958967,1
22533120,1
22756976,2
22982865,1
21467478,4
21535712,6
21314545,1
23618820,3
23821064,1
23411982,2
23245509,2
23725444,1
23037994,3
24182650,1
22282033,1
23114587,2
24020815,2
23451976,3
21783514,3
21507430,7
22577405,1
23071259,10
22921196,2
23741014,1
24156290,1
23729912,1
23691950,1
23684568,3
21555691,3
23839576,1
23823903,3
22151147,21
23785144,1
23650987,3
21246254,3
21295187,3
23226860,1
22899879,1
22732959,1
21651832,2
21287038,3
23663006,3
23012127,4
21895757,11
22162413,1
23897284,2
21485151,17
21570177,8
21802953,13
21499835,1
21163837,10
22190222,4
22171203,3
21159481,3
22269475,6
22445896,7
21181747,2
22819669,1
22750572,3
22815776,1
21135166,1
21713244,2
21858348,8
22673344,10
21488797,16
21404018,5
21461724,1
21650791,6
22453376,10
21952477,1
22852294,3
22132617,3
21635664,1
22851915,5
22802262,1
22850307,1
22852462,2
21431759,3
21897326,1
22081213,8
22849784,2
21479701,8
22848605,1
22589533,2
21100871,15
22849116,1
21818013,5
22045577,6
21693660,5
21916449,12
22808332,2
21342176,12
21320081,5
22528487,3
21281537,19
21902787,3
22065577,2
22358530,5
22199583,13
22031135,9
21877874,3
21435834,3
22849625,3
21217147,9
22677050,1
22307644,1
21645823,3
22569241,3
21190168,5
21323226,15
21613647,3
21562272,22
21419369,4
22567957,2
22316579,5
21250032,3
22490867,10
21276944,1
22662263,1
21051180,6
21689021,10
22089118,2
21672281,7
21636159,13
21068041,8
21233502,8
22197753,10
21309769,3
21453682,3
21988784,7
21539891,8
21518293,4
22398735,6
21858510,2
22436640,1
21142187,5
22317489,1
21340036,12
22151020,1
22941418,2
21359562,27
22300729,1
22814884,2
21174731,11
22804638,2
21062166,10
21610016,5
22231864,5
22397679,8
21676887,7
21763293,2
22814007,4
22809064,2
21078802,2
22787109,1
21604743,12
21899820,3
22746437,3
22539396,7
21822584,7
21519959,18
22453926,1
22597167,8
21877731,4
21977715,17
21166281,3
22535196,2
22249513,5
21749077,5
21832882,4
21340594,8
22248545,3
21193974,1
21172745,26
22532138,3
21209617,1
21362831,9
21413114,8
21586870,2
21985598,4
21904465,1
22515280,1
21086132,13
21546116,1
21858971,2
21970915,2
21950705,2
22627713,7
22355334,7
21916771,5
21914798,3
22906748,1
21090707,11
21091305,6
22121815,7
22147988,5
21085708,4
21716318,4
22909931,2
22326791,12
22190272,3
22670080,5
22081969,4
22321781,2
21733239,3
21162983,10
22414110,15
22163730,2
21855047,3
21377860,17
21261632,2
22597579,1
22121524,6
22094741,2
22770919,5
22453239,1
22210401,5
21662304,8
21425262,14
22930735,1
22258740,3
21394796,1
22722060,9
22726515,4
21325546,6
22417924,7
22155412,3
23457550,3
22245537,7
21579709,4
21381455,6
21313428,4
22571052,1
21541369,1
22909874,2
21485773,3
22537431,2
22089292,6
22769787,2
22280193,3
22077046,6
22461085,3
22917790,1
22919398,2
21776428,11
21856640,5
22234388,5
22210240,10
23543846,1
21691280,6
22475427,19
21080473,1
22214479,3
21321132,9
22684605,2
21274070,1
22213795,1
22375405,1
21261971,9
21170296,4
21109755,8
22124333,3
21636758,16
22292049,2
21562690,12
23116145,1
21394518,2
22067106,3
21658034,15
