CUSTOMER_ID,CUST_SINCE_DATE,LEGACY_CUSTOMER_ID
22355001,18-11-16,
22074270,27-09-16,
21504845,17-06-16,
21450979,07-06-16,
21582482,01-07-16,
22371266,22-11-16,
22392769,25-11-16,9645962
23510343,21-07-17,
21730168,28-07-16,
21592396,04-07-16,9405909
21799144,09-08-16,
21371487,23-05-16,
23026110,13-04-17,
22520171,22-12-16,9038974
22067666,26-09-16,9015030
21678483,19-07-16,9028673
21846975,17-08-16,
22011962,14-09-16,
21863215,19-08-16,
21250425,27-04-16,
22598964,10-01-17,9191779
22126879,06-10-16,
21365215,21-05-16,9093797
21690529,21-07-16,9424756
21981854,09-09-16,
21221999,21-04-16,
22164602,13-10-16,
21768940,04-08-16,
21915764,29-08-16,
22664398,25-01-17,9409458
21673587,18-07-16,4243181
22388171,24-11-16,
22807755,26-02-17,
21936640,01-09-16,
23300898,08-06-17,
22897414,17-03-17,9070019
22555334,30-12-16,9030586
23264726,01-06-17,
22022406,17-09-16,
21180778,13-04-16,
21809179,11-08-16,
22518281,21-12-16,
22251447,29-10-16,
21388043,26-05-16,
22026482,18-09-16,
23513342,21-07-17,
22670367,26-01-17,
21239012,25-04-16,
21690600,21-07-16,
23259488,31-05-17,9835346
23260289,31-05-17,
23263015,31-05-17,
21895084,25-08-16,
21915385,29-08-16,
23466430,12-07-17,
23467942,12-07-17,9458311
22346674,17-11-16,
21923513,30-08-16,
22802864,25-02-17,
22087288,29-09-16,
22802223,24-02-17,
22046456,21-09-16,4220120
21440987,06-06-16,9435220
23261900,31-05-17,
22635549,18-01-17,9356881
22267251,01-11-16,
21581524,01-07-16,
21494767,15-06-16,
21633530,11-07-16,
23259580,31-05-17,9362766
23258843,31-05-17,
23259100,31-05-17,9047651
21771161,04-08-16,
21731902,28-07-16,
22058984,23-09-16,
21752656,01-08-16,
21094590,26-03-16,
21349004,18-05-16,
22542383,28-12-16,
21533356,23-06-16,
22718445,07-02-17,
21779326,05-08-16,
21237205,25-04-16,9518360
21674219,18-07-16,9302800
22558051,31-12-16,
22411015,29-11-16,
22587098,07-01-17,
22587010,07-01-17,
22248478,28-10-16,9029328
22356577,18-11-16,
22743713,12-02-17,9003481
22659913,24-01-17,
22666733,25-01-17,
22918771,22-03-17,9429175
22084041,28-09-16,
21372186,23-05-16,
23267786,01-06-17,
22920363,22-03-17,
22896687,17-03-17,
21659924,15-07-16,
22921027,22-03-17,
22143620,10-10-16,
21447881,07-06-16,
21583273,01-07-16,9042446
22595040,09-01-17,9281865
21777625,05-08-16,
22144538,10-10-16,
21815477,12-08-16,9187443
22348062,17-11-16,9247981
22902598,18-03-17,
21797087,09-08-16,
22089797,29-09-16,9507183
22037073,20-09-16,
22165486,13-10-16,
21444178,06-06-16,9102529
23405404,29-06-17,9860441
22588249,07-01-17,
22274087,03-11-16,
21908256,27-08-16,
21137693,04-04-16,9156474
22151139,11-10-16,9678686
21128270,02-04-16,
21964569,06-09-16,
22736300,10-02-17,
22057252,23-09-16,
22213352,22-10-16,9732814
21159244,08-04-16,
21429954,03-06-16,
21723452,27-07-16,
23745320,05-09-17,9120652
23743495,05-09-17,
23393443,27-06-17,
21270811,02-05-16,
23343004,16-06-17,9073110
22518071,21-12-16,
21880809,23-08-16,
21125474,01-04-16,9221044
22888876,15-03-17,9283243
21322972,12-05-16,
21898740,25-08-16,
21979551,08-09-16,9620622
22002019,13-09-16,
22481147,13-12-16,9081131
21756458,02-08-16,
23537329,27-07-17,
23537745,27-07-17,
21672741,18-07-16,9030430
21445066,06-06-16,9161619
21862057,19-08-16,
22472916,12-12-16,
21568015,29-06-16,
21192049,15-04-16,
22886672,15-03-17,
21600412,05-07-16,
23537931,27-07-17,
22529844,24-12-16,
21432907,03-06-16,
21730977,28-07-16,
22349844,17-11-16,
22427913,02-12-16,4247180
22770122,17-02-17,
21419995,01-06-16,
22145734,10-10-16,
22317357,11-11-16,9058525
21615637,07-07-16,
22286551,05-11-16,
21529552,22-06-16,
23572900,03-08-17,
23590680,07-08-17,
21134003,04-04-16,
21278336,03-05-16,
23258449,31-05-17,
22510379,20-12-16,
21361678,20-05-16,
21940065,01-09-16,
23627695,14-08-17,9094344
22134231,07-10-16,
21468787,10-06-16,9758283
22803426,25-02-17,
22134013,07-10-16,9074569
21865015,20-08-16,9840944
22171569,14-10-16,
21062391,18-03-16,
21664230,16-07-16,4244813
22585420,06-01-17,
21400055,28-05-16,
21456768,08-06-16,
22074098,27-09-16,
21325436,13-05-16,9227321
22058431,23-09-16,
22909398,20-03-17,9203326
23268956,01-06-17,
22300747,08-11-16,
22577914,05-01-17,9778695
21958546,05-09-16,9313546
21866196,20-08-16,
22374640,22-11-16,
22724360,08-02-17,
22221600,24-10-16,9814754
22688287,30-01-17,9761321
21206455,18-04-16,9047504
21972771,07-09-16,
22484573,14-12-16,9064405
22178177,15-10-16,9073856
21626372,09-07-16,
23581799,04-08-17,9624083
23581664,04-08-17,9200396
23580784,04-08-17,
23561814,01-08-17,4235454
21987528,10-09-16,
22170382,14-10-16,9189629
21599188,05-07-16,9049998
22298772,08-11-16,
21603768,05-07-16,
23554654,31-07-17,
22780477,20-02-17,
21317590,11-05-16,9206659
22397727,26-11-16,
22171325,14-10-16,
23745785,05-09-17,9250912
23419577,03-07-17,
22269140,02-11-16,
23419344,03-07-17,
23582425,04-08-17,
23292113,06-06-17,9288414
23536149,26-07-17,9265880
23627777,14-08-17,
22316861,11-11-16,9201728
22613834,13-01-17,9621757
23522857,24-07-17,9163435
22777806,20-02-17,
21961846,06-09-16,
22646235,20-01-17,9068326
22550516,29-12-16,
21633828,11-07-16,
21641717,12-07-16,
22580127,05-01-17,9552272
22196635,19-10-16,
22017237,15-09-16,
22076851,27-09-16,9418489
21632393,11-07-16,
22696761,01-02-17,
22484172,14-12-16,9035659
21845510,17-08-16,9021514
21147577,06-04-16,
22201497,20-10-16,9063104
22333550,15-11-16,9108962
23289159,06-06-17,9093629
21486070,14-06-16,
22976580,04-04-17,
22538468,27-12-16,9014031
22019520,16-09-16,
22030575,19-09-16,9465407
22801322,24-02-17,9738389
21554861,27-06-16,
22532003,26-12-16,
21969109,07-09-16,9132151
21456971,08-06-16,
22465942,10-12-16,
21421790,01-06-16,
22832976,03-03-17,
22833362,03-03-17,
22820448,01-03-17,
22820338,01-03-17,
21769809,04-08-16,
21315159,11-05-16,9234312
21805400,10-08-16,9009089
22505992,19-12-16,
21311787,10-05-16,9042181
22551840,29-12-16,
22778065,20-02-17,
22220724,24-10-16,
21813914,11-08-16,
23597217,08-08-17,
23398648,28-06-17,9058539
21246384,26-04-16,9949933
21330251,14-05-16,9017018
23346273,17-06-17,
22030820,19-09-16,9424288
22581489,06-01-17,9335804
22788182,22-02-17,
23592534,07-08-17,9534740
23593155,07-08-17,
22386457,24-11-16,4224951
21269991,02-05-16,9682738
23271985,02-06-17,
23626943,14-08-17,
21644985,13-07-16,9047354
21862698,19-08-16,
22334772,15-11-16,9050665
22767077,17-02-17,
22122530,05-10-16,
21883615,23-08-16,
22740094,11-02-17,
22746936,13-02-17,4242196
21284594,04-05-16,
23363361,21-06-17,
22755381,14-02-17,
21336220,16-05-16,
22148501,10-10-16,9351153
21158101,08-04-16,
22191388,18-10-16,
21696903,22-07-16,
23506403,20-07-17,9023180
22134726,07-10-16,
21621595,08-07-16,9546008
21269853,02-05-16,
21118142,31-03-16,
21642791,12-07-16,
21659617,15-07-16,
22176680,15-10-16,
22184628,17-10-16,
22094026,30-09-16,
22342784,16-11-16,
21892413,24-08-16,9076268
22379809,23-11-16,9566409
21790199,08-08-16,9121065
21859473,19-08-16,
21376398,24-05-16,
22732711,09-02-17,
22786906,21-02-17,
21379605,24-05-16,
22008831,14-09-16,
21889922,24-08-16,
23074932,24-04-17,9051419
23391950,27-06-17,
23318926,12-06-17,
21546512,25-06-16,
22515326,21-12-16,
22678816,28-01-17,
23323425,13-06-17,
22017766,15-09-16,9214902
22545926,28-12-16,9704488
21832595,15-08-16,
21377912,24-05-16,
22016851,15-09-16,9260307
23584157,05-08-17,
21817481,12-08-16,
23606280,09-08-17,
22028986,19-09-16,9251808
21260938,29-04-16,
23447410,08-07-17,
22639339,19-01-17,
23553760,31-07-17,
22781431,20-02-17,
21168197,11-04-16,
21806312,10-08-16,
22924752,23-03-17,9437046
21934525,31-08-16,
21942049,02-09-16,
22042377,21-09-16,
21879806,23-08-16,
22099127,01-10-16,
22428059,02-12-16,
22209808,21-10-16,
21658340,15-07-16,
22841538,06-03-17,
23628506,14-08-17,9226064
22847332,06-03-17,
22242254,27-10-16,
21385655,25-05-16,9027765
22160360,12-10-16,
21988593,10-09-16,
21585963,02-07-16,
23396324,28-06-17,
21658190,15-07-16,9554735
22036268,20-09-16,
22471167,12-12-16,
22316429,11-11-16,
21986119,09-09-16,
22341853,16-11-16,
21225379,22-04-16,
21798608,09-08-16,9052650
22843201,06-03-17,9090292
22846008,06-03-17,
21428435,02-06-16,
21391149,26-05-16,
22473580,12-12-16,9082264
22135860,07-10-16,9029628
21091295,24-03-16,
21693707,21-07-16,9459503
23531511,26-07-17,
22880258,13-03-17,
22799373,24-02-17,9195456
21908032,27-08-16,
22922067,23-03-17,
22875070,13-03-17,
22537282,27-12-16,9743470
23269038,01-06-17,
23285683,05-06-17,
22305769,09-11-16,
22876074,13-03-17,
23281649,05-06-17,
22922229,23-03-17,9028183
22922586,23-03-17,9484288
22483054,14-12-16,
21162966,09-04-16,9709186
21141441,05-04-16,
21875552,22-08-16,
22552299,29-12-16,
21120855,31-03-16,9047380
23554725,31-07-17,
21845656,17-08-16,
21810594,11-08-16,
23364975,21-06-17,
22857573,08-03-17,
23351614,19-06-17,4252957
23595119,07-08-17,
23576658,03-08-17,
22763187,16-02-17,9019434
21922884,30-08-16,
23412324,01-07-17,
21803650,10-08-16,4241665
21942518,02-09-16,
23387882,26-06-17,9044280
23543112,28-07-17,
21516169,20-06-16,9726002
23372283,22-06-17,9741755
23369335,22-06-17,9363859
22631286,17-01-17,
21868423,20-08-16,9626275
23512013,21-07-17,
21339242,16-05-16,9025649
22297319,08-11-16,9468836
23244040,27-05-17,
22270347,02-11-16,9174547
23319403,12-06-17,
22593482,09-01-17,9245332
21456591,08-06-16,9111444
22741058,11-02-17,
22589699,07-01-17,
23485774,17-07-17,
21336246,16-05-16,
23326261,13-06-17,
21413193,31-05-16,4235786
22491517,15-12-16,9044036
22777621,20-02-17,
22191920,18-10-16,
21313906,11-05-16,
22240276,27-10-16,
22251286,29-10-16,
22267154,01-11-16,
22136105,07-10-16,
22387427,24-11-16,
22560770,02-01-17,9549377
23599547,08-08-17,
22782697,21-02-17,
23508676,20-07-17,
22234737,26-10-16,9023567
22029254,19-09-16,
21730199,28-07-16,
22686050,30-01-17,
22151561,11-10-16,
23346305,17-06-17,9616833
21954992,05-09-16,
22449732,07-12-16,9037324
23479598,15-07-17,
22623616,16-01-17,
21442340,06-06-16,9130579
22049275,22-09-16,
23258663,31-05-17,
21751296,01-08-16,
22176692,15-10-16,
22028730,19-09-16,
22242819,27-10-16,
22202861,20-10-16,
21697795,22-07-16,
22058394,23-09-16,
22285551,05-11-16,9101295
22408874,29-11-16,
22558430,31-12-16,
21613293,07-07-16,
22247698,28-10-16,
21350091,18-05-16,
22058019,23-09-16,
21970117,07-09-16,
22476912,13-12-16,
21459347,08-06-16,
21263864,29-04-16,
22397474,26-11-16,
23499783,19-07-17,
23340696,16-06-17,9056516
23500537,19-07-17,9058754
21503680,17-06-16,9777948
21546655,25-06-16,9924792
21902974,26-08-16,
22237984,26-10-16,
22281640,04-11-16,9548833
21918361,29-08-16,9759208
21843052,16-08-16,9057564
22225041,24-10-16,
23509247,21-07-17,
22078005,27-09-16,
21855041,18-08-16,9821188
23498390,19-07-17,
22428896,02-12-16,
23498714,19-07-17,9049186
21273589,02-05-16,9359729
21287590,05-05-16,
21803326,10-08-16,
21880429,23-08-16,9709149
22447618,06-12-16,
22266077,01-11-16,
21772712,04-08-16,
22349221,17-11-16,
22263941,01-11-16,9361140
22763802,16-02-17,
21386846,25-05-16,9095973
22354475,18-11-16,
21901142,26-08-16,9033711
22649612,21-01-17,
21525977,22-06-16,9569701
21458765,08-06-16,9220515
21939326,01-09-16,9053423
21698968,22-07-16,
22513342,20-12-16,
21862837,19-08-16,9046348
21458069,08-06-16,9352258
23454075,10-07-17,
21622086,08-07-16,9158729
22587041,07-01-17,
21423205,01-06-16,
22779540,20-02-17,9029381
21691606,21-07-16,
21686362,20-07-16,
21449011,07-06-16,9047418
22504460,19-12-16,
23452236,10-07-17,
23452140,10-07-17,4218938
21797325,09-08-16,9551495
22076765,27-09-16,9061018
22964451,31-03-17,
22044933,21-09-16,
22534508,26-12-16,9053268
22299305,08-11-16,9542089
22634688,18-01-17,9873576
22265279,01-11-16,
21250616,27-04-16,
22600715,10-01-17,9230699
22203295,20-10-16,
23605657,09-08-17,9927128
22696576,01-02-17,
22636653,18-01-17,
21698031,22-07-16,9844457
23572977,03-08-17,
22737772,10-02-17,
22790974,22-02-17,
