CUSTOMER_ID,DUE_DATE,DEBT_DAYS_NUM
21157730,01-12-17,28
23457547,06-01-18,-8
22114693,,
23333826,10-11-17,49
22423026,24-07-17,158
21613150,01-11-17,58
22083660,20-10-16,435
22509000,,
21412691,,
21902956,25-04-17,248
23557572,,
23046299,,
23639670,,
23768429,,
21640002,,
22257412,26-01-17,337
23054381,08-01-18,-10
21788360,01-11-17,58
21260491,,
23633823,06-01-18,-8
21202598,09-12-17,20
23168784,01-06-17,211
23375211,12-12-17,17
23630983,09-10-17,81
23485901,05-12-17,24
22081737,,
21359974,08-05-17,235
23506080,,
21376942,12-12-17,17
21106215,,
21781888,07-01-17,356
21105807,,
21313393,,
23542680,,
21641556,,
22605547,01-11-17,58
21389310,,
21660002,04-12-17,25
21209145,,
21170525,02-11-17,57
21948163,,
21906206,,
23849940,,
24031235,,
23123015,,
22084664,,
23085097,25-10-17,65
22405337,01-05-17,242
21370578,12-12-17,17
23307862,01-01-18,-3
21615336,,
21133168,,
22141780,02-12-17,27
23487550,06-01-18,-8
21441491,,
23597314,27-11-17,32
23229166,,
22559759,,
23011232,30-11-17,29
21897578,13-02-17,319
22685949,,
22468699,01-01-18,-3
23295271,,
23864735,,
22634235,07-12-17,22
21961608,,
21732852,11-03-17,293
23291872,01-10-17,89
22581366,,
22549774,,
21150814,,
21639700,,
23065701,,
22404677,,
22165073,06-01-17,357
23482644,07-01-18,-9
23706733,,
21723976,21-10-17,69
21472538,30-11-17,29
21772712,13-12-17,16
23562237,,
22629794,06-12-17,23
23556318,,
22787805,13-12-17,16
21332892,03-11-17,56
22107669,,
22210118,,
24288643,,
22075534,,
22210756,13-09-17,107
21942472,,
21145026,28-03-17,276
22517743,10-10-17,80
23056520,09-10-17,81
22335262,06-01-17,357
22448103,27-11-17,32
22463756,01-12-17,28
22235793,10-12-16,384
22795132,12-10-17,78
22248404,,
24004265,,
21250934,28-11-17,31
24225087,,
23810531,25-12-17,4
21226154,13-11-17,46
21321455,02-12-17,27
21118348,,
24274439,,
23083589,,
21320737,20-10-17,70
22735176,01-05-17,242
23547943,23-08-17,128
23591019,02-12-17,27
24181457,,
23882199,,
21562661,,
21217204,10-01-18,-12
23489762,06-12-17,23
24284685,,
23851604,,
21386963,,
24277811,,
23023504,,
22213593,13-12-17,16
21696261,18-10-16,437
24025871,,
23201459,,
24069907,02-12-17,27
24282762,,
24063183,08-01-18,-10
24181067,,
22043216,29-09-17,91
23890205,09-01-18,-11
23989922,,
22641220,,
23894029,11-01-18,-13
24255506,,
22863373,01-12-17,28
24152911,11-01-18,-13
24056748,,
23749554,01-12-17,28
22048710,,
24003377,01-12-17,28
22373822,,
21256435,,
21596547,,
23947733,07-12-17,22
24120940,08-01-18,-10
22985685,26-11-17,33
23474827,02-12-17,27
24241520,,
23720362,,
24254664,,
23988768,12-12-17,17
23674115,12-12-17,17
24041198,,
24039357,27-11-17,32
22978628,29-12-17,0
21762385,,
23562301,,
22358902,24-03-17,280
22623890,04-12-17,25
21296722,,
21397817,,
21407499,,
21084957,,
21723804,23-09-17,97
22524949,11-12-17,18
23334361,05-12-17,24
21962076,,
22491723,07-01-18,-9
21211473,,
24164762,,
23972798,,
24281022,,
21509860,06-12-17,23
21917822,,
24218472,,
23892939,29-11-17,30
21849525,,
23399277,,
21541369,01-12-17,28
21396276,,
22539924,,
21430715,,
21082495,17-02-17,315
21251319,,
22393841,27-08-17,124
24154789,,
22879973,08-11-17,51
21532296,,
24315500,,
22012069,,
22565285,,
22206406,,
23813497,15-10-17,75
24153533,12-01-18,-14
23014118,08-12-17,21
22311008,30-12-16,364
22227378,27-01-17,336
23036612,,
22430443,01-06-17,211
23802575,08-12-17,21
21138924,,
23664978,13-12-17,16
23387265,02-12-17,27
23885692,24-10-17,66
24135601,,
23208563,10-12-17,19
23617380,02-12-17,27
22483114,03-10-17,87
23988938,13-01-18,-15
21875256,11-02-17,321
23749444,,
23685235,,
23038103,07-12-17,22
22186176,08-12-17,21
21191652,,
23281486,,
21788106,29-11-17,30
22008865,,
21671015,,
21923990,,
21513901,,
23777045,01-12-17,28
23194025,07-01-18,-9
22847968,27-11-17,32
21717576,20-09-17,100
21514227,,
21634759,,
21970493,31-10-17,59
23493388,07-12-17,22
22185036,06-12-17,23
22220653,,
23256514,28-11-17,31
23946030,,
21765404,07-12-17,22
22166876,13-12-17,16
22604463,30-11-17,29
23110628,25-11-17,34
21293398,30-08-17,121
23328640,10-08-17,141
22394405,19-03-17,285
21281272,,
21357343,,
22498391,08-12-17,21
23567094,27-10-17,63
21811306,05-12-17,24
23540092,17-10-17,73
21351191,,
22154181,,
21858906,,
23521638,13-01-18,-15
23262080,,
23335251,03-12-17,26
23316737,02-12-17,27
22587363,,
24052375,29-12-17,0
21669273,10-12-17,19
55260303,,
22769239,06-01-18,-8
22428059,01-12-17,28
24323945,,
22838576,27-10-17,63
21167832,,
21077912,,
21372463,,
21062450,,
21386139,,
22928855,,
22556365,06-01-18,-8
22079398,03-11-17,56
21161484,,
21689998,01-05-17,242
23276108,02-09-17,118
21430984,26-11-16,398
23881440,,
21225284,15-06-17,197
23293936,28-11-17,31
23052237,,
22358895,09-07-17,173
22958559,11-01-18,-13
23542343,,
22861529,,
23299890,12-10-17,78
21066675,10-01-18,-12
23519855,13-12-17,16
21942502,,
23706267,,
24021749,,
22438473,,
23349726,10-01-18,-12
22682207,,
22830901,05-12-17,24
23884875,24-12-17,5
22644274,,
23938138,,
21282113,,
23560858,,
22360127,,
21277029,25-01-17,338
22310606,04-01-18,-6
22264461,,
22846176,05-12-17,24
22447823,,
22337973,,
21493875,,
24229687,,
21725898,19-07-17,163
22467290,,
21377860,12-11-16,412
21336200,04-01-18,-6
22910457,11-10-17,79
22617666,06-04-17,267
24031455,,
24206099,,
21194119,08-12-17,21
22546566,,
21396531,16-02-17,316
21752319,27-11-17,32
23994033,,
24034800,,
22571425,23-01-17,340
22495209,04-12-17,25
22113872,28-01-17,335
21660751,13-01-18,-15
21680194,,
21414264,,
21865688,,
21298578,05-12-17,24
24215437,,
21365215,12-01-18,-14
24035282,,
22800748,,
21508232,,
23584634,,
24011755,,
22269561,,
22095487,09-01-17,354
22087098,,
22245557,,
24272890,,
22432770,,
21861039,11-04-17,262
21186654,,
23182591,,
22547717,,
21051601,,
22300667,28-03-17,276
21104773,21-11-17,38
22826916,25-11-17,34
22017044,08-06-17,204
23944372,,
21370020,,
23593080,29-09-17,91
22719721,01-09-17,119
22087991,,
21270147,,
22694162,28-11-17,31
22252031,22-11-17,37
23587341,30-11-17,29
22108094,,
21734601,19-10-16,436
22245548,17-09-17,103
21924520,,
21570418,18-03-17,286
22643696,11-12-17,18
22571456,,
22691602,,
22145354,15-04-17,258
21885205,12-12-17,17
21757915,,
23306065,03-11-17,56
21532167,11-12-17,18
21759831,,
22784363,10-10-17,80
21908050,,
21485425,,
21696636,18-10-16,437
23646377,06-01-18,-8
22138584,01-05-17,242
22646069,11-12-17,18
23461721,03-01-18,-5
23099001,30-10-17,60
22791471,11-09-17,109
23724111,,
23057455,12-01-18,-14
21702931,,
22480197,,
22416149,03-12-17,26
21671073,08-12-17,21
21730715,,
24307587,11-01-18,-13
23831222,15-10-17,75
23816447,10-12-17,19
23393448,,
23667319,10-01-18,-12
21588455,,
23095579,,
22080209,,
23504218,12-12-17,17
22406569,29-12-17,0
23490534,05-01-18,-7
21282720,,
22656730,12-06-17,200
23465624,05-01-18,-7
23445788,,
23298321,04-10-17,86
24078835,,
22336184,,
24158582,,
23534677,,
22375124,11-01-18,-13
22521558,11-01-18,-13
23494954,08-01-18,-10
23819518,17-10-17,73
21424044,,
24082507,06-01-18,-8
23621882,02-10-17,88
21351710,08-05-17,235
23602647,28-11-17,31
24247872,,
22036090,08-02-17,324
23885486,26-11-17,33
22414020,19-03-17,285
22874517,02-12-17,27
21639084,07-01-18,-9
22508786,17-04-17,256
22297319,27-10-17,63
23554725,,
22686315,,
22123995,30-10-17,60
23475869,05-12-17,24
23556069,,
21162925,02-12-17,27
21907734,01-06-17,211
22931302,,
22601850,07-12-17,22
22444029,26-01-17,337
22678191,,
23170452,06-12-17,23
21470946,02-12-17,27
23827275,19-10-17,71
21983508,29-11-17,30
22172647,07-12-17,22
22255759,20-08-17,131
23984756,13-12-17,16
22369027,10-08-17,141
23074635,,
23987290,,
22082511,20-07-17,162
22732149,04-12-17,25
22276492,,
22451441,31-12-17,-2
21429567,,
22340428,12-02-17,320
22003544,02-08-17,149
21459347,28-11-17,31
23360234,10-12-17,19
21371256,13-01-18,-15
21275254,24-07-16,523
22333528,03-11-17,56
22637681,,
21640192,31-05-17,212
21493850,,
21815462,,
22908799,10-11-17,49
21182150,,
21731798,,
22513051,11-12-17,18
23364810,,
22132774,,
21265830,,
22054746,11-12-17,18
21894158,,
21324689,,
21140987,,
22044479,15-03-17,289
23609929,30-11-17,29
22609625,02-11-17,57
23842742,15-10-17,75
21245062,,
22120409,,
23241518,25-12-17,4
21755199,,
22010117,,
21677223,12-12-17,17
22797498,13-10-17,77
21732615,,
22835959,26-11-17,33
21376968,12-01-18,-14
22640691,11-01-18,-13
22194815,,
21777400,,
21762202,03-01-18,-5
23203302,10-07-17,172
21609649,26-10-16,429
21648675,02-12-17,27
23048324,09-12-17,20
23645325,06-12-17,23
21730212,,
21809826,,
22358316,11-01-18,-13
21340771,,
24177941,,
22196270,22-12-16,372
21260782,,
23148836,05-10-17,85
21133110,,
23099751,,
23088784,,
23112814,,
22784470,09-08-17,142
21915564,11-01-18,-13
24136264,,
23904190,29-10-17,61
22454540,09-12-17,20
21769786,27-10-17,63
21815326,04-11-17,55
21643671,01-12-17,28
24182110,,
23691927,,
23194058,07-09-17,113
22132711,,
21752008,05-01-18,-7
22971788,27-10-17,63
21306387,30-12-17,-1
22074493,02-12-17,27
23435901,26-12-17,3
21687597,10-12-17,19
22050823,12-10-17,78
24186089,,
21344469,06-11-17,53
23627079,03-12-17,26
22984370,,
21324692,,
24285313,,
22916106,11-01-18,-13
22916246,12-12-17,17
21730811,24-09-16,461
24236072,30-12-17,-1
24151589,13-01-18,-15
24149040,,
24201344,20-12-17,9
22767194,06-08-17,145
23418120,24-11-17,35
22430488,,
21811653,,
22848889,,
22812397,,
22157010,28-09-17,92
21450191,,
22624888,07-04-17,266
21261695,,
23233351,18-10-17,72
23096295,,
23862744,,
23868392,,
22787898,11-06-17,201
23319814,26-11-17,33
22011014,02-02-17,330
21653559,,
22930906,17-09-17,103
22392992,,
21942012,,
22143873,08-12-17,21
21619817,,
23346452,08-12-17,21
21505955,29-11-17,30
23391175,,
21830483,19-12-16,375
21397215,,
22501538,07-12-17,22
22298281,,
22884274,,
23156665,02-12-17,27
23527336,18-12-17,11
22706868,26-11-17,33
22200247,10-12-17,19
21830320,11-01-18,-13
22474735,08-08-17,143
23317190,01-12-17,28
23412312,,
21271827,21-05-17,222
21260444,18-08-16,498
22876479,03-12-17,26
22537475,,
23317051,31-08-17,120
21833264,06-07-17,176
22206166,,
21503435,05-01-18,-7
22550395,22-03-17,282
21547098,,
21111376,,
22647906,09-12-17,20
23658419,10-12-17,19
23840275,,
22608607,31-05-17,212
22820283,,
22883720,08-12-17,21
22160935,02-02-17,330
21742532,24-08-17,127
24277751,,
24098855,03-01-18,-5
21725249,,
21167354,31-10-17,59
22112586,26-07-17,156
22887626,12-01-18,-14
21316630,01-12-16,393
23021653,05-12-17,24
24120234,,
22406869,21-03-17,283
21802613,30-06-17,182
22475412,,
21195048,11-12-17,18
22394617,02-11-17,57
23078514,25-06-17,187
21988806,01-12-17,28
23680193,13-12-17,16
22246661,08-12-17,21
21874815,11-12-17,18
22963466,,
22465117,02-12-17,27
22733975,01-11-17,58
23675037,26-11-17,33
22582338,,
22520187,,
22650173,09-12-17,20
21619132,31-01-17,332
23475161,03-10-17,87
21260733,,
22069723,,
22042145,11-12-17,18
22348425,06-12-17,23
22474363,10-12-17,19
22133816,30-12-17,-1
23809057,18-10-17,72
22165715,06-12-17,23
23215014,10-12-17,19
23466319,02-01-18,-4
22311195,30-12-16,364
21865680,12-01-18,-14
21276410,28-11-17,31
22038327,22-07-17,160
21237031,16-12-16,378
24007724,04-01-18,-6
21210595,09-12-17,20
21304233,01-11-17,58
21929383,22-10-17,68
22983448,07-12-17,22
22637387,,
24178814,,
24299200,,
22028992,08-12-17,21
21730871,,
24202547,,
22483101,10-12-17,19
22113870,23-10-16,432
22348869,25-12-17,4
21798838,15-10-16,440
22483290,02-10-17,88
23443156,,
21190222,10-12-17,19
22882678,27-10-17,63
21265392,21-10-16,434
21976460,,
23878161,,
22374343,,
21447893,,
23202639,07-01-18,-9
22691921,,
21912008,,
23475482,05-12-17,24
22965945,,
22252078,,
23131166,27-10-17,63
21350793,,
22197617,10-10-17,80
21970964,,
23299245,,
21942777,26-09-17,94
21652960,08-12-17,21
21506247,08-12-17,21
21543323,13-12-17,16
23342562,07-12-17,22
22358186,04-02-17,328
23597755,02-12-17,27
21441608,25-11-17,34
21973272,10-01-18,-12
23153866,03-09-17,117
23185456,13-11-17,46
21225259,,
23238573,,
21808940,,
24149687,,
23286630,,
23739338,10-01-18,-12
23609694,,
21970852,29-11-17,30
21925455,,
23396670,23-12-17,6
21464555,,
22626217,07-12-17,22
21319162,,
21137223,02-12-17,27
23618549,02-01-18,-4
23597713,28-11-17,31
21354767,08-05-17,235
22410519,20-11-17,39
23490945,,
21156826,30-04-17,243
23582676,,
22111575,,
22052364,,
21112664,,
21885788,12-03-17,292
21505826,,
22000965,01-04-17,272
23701908,,
22475173,05-05-17,238
21163570,22-07-17,160
22090149,22-11-17,37
21844733,19-06-17,193
21533577,11-12-17,18
21372405,12-01-18,-14
23781060,03-12-17,26
23976003,20-12-17,9
21800039,06-01-18,-8
21812582,01-12-17,28
24179311,,
23231436,28-11-17,31
24126141,08-01-18,-10
