CUSTOMER_ID,DUE_DATE,DEBT_DAYS_NUM
22015766,04-01-17,359
23237338,,
23357861,11-11-17,48
21349848,,
22313345,,
21345015,,
23544821,22-11-17,37
21805196,,
21506043,,
21606585,01-12-17,28
22292487,27-11-17,32
23320270,03-11-17,56
23050775,16-05-17,227
23309477,01-12-17,28
23931587,07-12-17,22
23281972,25-11-17,34
23948365,07-12-17,22
22355352,06-07-17,176
24160507,,
22330235,07-12-17,22
21188185,07-01-18,-9
23521908,,
21311195,02-12-17,27
22484263,09-12-17,20
21645625,01-06-17,211
21739066,29-09-16,456
24025026,25-12-17,4
22235009,,
21478928,01-12-17,28
23786848,04-01-18,-6
22877237,04-09-17,116
21612910,30-11-17,29
22060200,12-12-17,17
23509206,10-12-17,19
23377398,,
21086236,,
21632504,30-10-16,425
21613765,,
24271261,,
22890179,11-07-17,171
23885577,,
21680516,,
24182815,,
22172674,,
24134046,,
21969412,27-11-17,32
22294311,,
21648657,02-12-17,27
21238210,,
21286956,,
23673279,12-12-17,17
23673389,11-01-18,-13
22210369,12-12-17,17
21227287,13-07-16,534
22765606,05-12-17,24
22553691,,
22603436,05-12-17,24
23476960,05-01-18,-7
21888012,13-12-17,16
22718433,27-10-17,63
21322675,01-09-17,119
22888876,05-11-17,54
22233783,,
21823952,03-12-17,26
23688123,23-11-17,36
23937969,03-01-18,-5
23944653,09-01-18,-11
22240509,10-01-17,353
21142472,,
21922884,,
21132739,25-10-17,65
22477074,03-12-17,26
22646135,11-12-17,18
23270281,,
23374369,,
22889563,,
22244421,,
23680511,12-12-17,17
21429882,23-12-17,6
22624096,04-01-18,-6
23852904,,
21365198,,
21542892,,
23479866,07-12-17,22
22202423,10-03-17,294
23885323,28-11-17,31
23857366,,
22404741,,
24141613,,
24056710,27-11-17,32
24065543,01-12-17,28
22119922,30-11-17,29
22114202,26-11-17,33
23352155,08-12-17,21
22527502,,
23877625,26-11-17,33
23451977,29-10-17,61
22772676,08-10-17,82
23289913,31-10-17,59
23265324,,
24200837,,
23365171,17-08-17,134
22183560,09-12-17,20
22719094,28-05-17,215
22827785,,
21837486,,
22983382,10-01-18,-12
22569303,23-04-17,250
24024402,,
22514940,09-03-17,295
21795374,06-12-17,23
23357384,10-01-18,-12
22011256,08-01-17,355
24184097,,
21395437,,
21133082,,
21242997,,
21125474,23-05-17,220
21137599,25-11-17,34
22427613,26-10-17,64
22452784,,
23571973,,
22055399,11-12-17,18
21602160,,
24148849,,
24052337,,
23372583,,
22684425,19-03-17,285
24155508,,
24031871,,
21179914,04-05-17,239
22416528,,
23561563,,
23416946,25-11-17,34
23862863,,
22709259,,
23402343,,
24032851,04-01-18,-6
21271008,,
22431614,,
23859146,,
23118962,,
22595973,29-12-17,0
23530477,,
23825966,17-10-17,73
23700164,,
22375792,11-05-17,232
21168374,,
23397196,,
23618926,,
22821439,,
23591170,,
21782137,,
21892542,,
21443537,,
23514479,12-08-17,139
22076385,,
23537752,,
21456361,,
24280705,,
22535828,,
24200046,,
24309266,,
21325483,,
21732064,,
23674140,13-12-17,16
24179744,,
23908329,,
21966257,26-04-17,247
23407145,,
22150985,30-10-17,60
24240522,,
23928698,02-01-18,-4
23475231,03-12-17,26
22508356,09-02-17,323
21723292,,
24196983,,
21500596,16-01-17,347
22030033,08-12-17,21
21312409,01-12-17,28
21916153,,
23977686,,
23222822,,
21626850,30-12-17,-1
22358484,26-02-17,306
21504277,06-12-17,23
23002063,30-08-17,121
23601677,03-10-17,87
23363046,,
23190627,11-12-17,18
21808003,03-02-17,329
22299353,03-01-17,360
22508887,11-12-17,18
21691049,,
22596880,31-05-17,212
23242623,28-11-17,31
22884991,06-06-17,206
23283361,25-11-17,34
21890713,,
23324499,08-12-17,21
22272854,,
22088930,,
21139311,26-07-17,156
22106782,,
21755531,28-11-16,396
22291300,26-07-17,156
22618558,04-12-17,25
21755311,31-07-17,151
24230023,,
22137388,,
23338468,10-12-17,19
21299033,,
22883065,05-12-17,24
21644632,04-01-17,359
22355660,06-12-17,23
22354623,07-12-17,22
21052440,05-12-17,24
22761028,12-01-18,-14
23384900,22-08-17,129
21856626,19-08-17,132
23039387,10-12-17,19
22316899,02-11-17,57
22219808,13-01-18,-15
23756351,28-10-17,62
23407433,,
21154688,01-05-17,242
22088274,22-10-16,433
21742476,,
21325767,16-07-17,166
22030573,07-12-17,22
23331300,03-09-17,117
22019677,26-04-17,247
23186750,06-12-17,23
22741220,09-04-17,264
21820460,29-11-17,30
22585076,29-06-17,183
22829016,03-01-18,-5
22694127,,
22589198,,
22919590,19-07-17,163
22176373,,
22138523,,
22812322,,
22845740,26-11-17,33
23363609,11-12-17,18
22753504,03-11-17,56
24146241,,
23256255,,
21181310,04-11-17,55
21486593,,
23367521,,
22449173,01-07-17,181
22415924,,
24191238,,
22869629,10-12-17,19
21448554,,
21472577,30-11-17,29
23794731,13-01-18,-15
24109062,05-01-18,-7
23090238,,
23923738,,
21860451,,
21554113,,
21137078,,
21838811,,
22571095,24-06-17,188
22804292,,
24187567,,
23116573,,
22718593,28-12-17,1
23380122,15-08-17,136
22168547,,
23437970,,
21503651,10-12-17,19
21771548,,
23627370,04-12-17,25
23793056,09-12-17,20
24197970,,
22248621,,
21317277,,
21260691,,
23736003,,
22329279,04-12-17,25
21936215,,
23511150,13-12-17,16
21306745,,
22374326,,
22535361,,
21926120,,
22921641,11-01-18,-13
22480936,03-01-18,-5
21276431,,
21338994,,
21820099,03-12-17,26
24009416,,
23266320,,
22529306,,
24150960,,
24112216,09-12-17,20
22711494,26-06-17,186
24303718,,
21153303,,
23261464,,
22829215,,
21185409,06-02-17,326
23539442,,
23144544,16-09-17,104
21570918,,
21887882,,
21421732,,
23435328,01-12-17,28
22190763,18-02-17,314
22705498,26-11-17,33
21809430,07-10-17,83
23391403,,
22316940,27-11-17,32
21727765,31-10-17,59
22189562,,
23706621,28-09-17,92
23892639,,
22857371,03-01-18,-5
21530193,11-12-16,383
21309763,,
21877344,,
22345546,05-09-17,115
21730001,,
21632264,30-10-17,60
23423528,,
21062495,,
23304245,08-12-17,21
22848574,27-11-17,32
21405831,,
22503740,17-09-17,103
22927291,13-12-17,16
22424585,05-12-17,24
22662005,,
23503856,,
24297113,,
23250660,19-08-17,132
23887040,,
23988192,,
22310694,30-01-17,333
21684181,10-12-17,19
21285408,,
21727880,,
22088058,01-01-18,-3
21209100,,
22104383,24-02-17,308
21165790,,
23123787,,
22148332,01-10-17,89
23557612,23-11-17,36
23574831,,
21844131,,
21467629,,
21509767,,
21206177,,
22358517,12-12-17,17
22043600,26-11-17,33
22016587,,
22628295,12-04-17,261
21251315,,
22699152,23-09-17,97
22700230,,
23628531,03-12-17,26
23283688,30-10-17,60
22275166,,
21573113,20-04-17,253
22818696,21-04-17,252
22038408,09-12-17,20
23039753,08-12-17,21
22042377,,
21750173,,
22577502,24-02-17,308
21219595,23-09-17,97
22749969,09-12-17,20
22463062,29-11-17,30
21485842,,
23411764,25-11-17,34
22950489,24-11-17,35
23367813,09-12-17,20
21716912,,
23217453,11-12-17,18
21185685,,
21137228,25-08-17,126
21232236,,
21417545,,
21777625,07-09-17,113
21155571,,
21193247,,
21852838,,
23699700,,
22901083,22-06-17,190
22112174,,
21616082,,
22163846,02-11-17,57
22878505,02-12-17,27
21243220,,
23297678,02-01-18,-4
21283941,,
24222829,,
21362468,,
24244393,,
24327964,,
21929195,01-05-17,242
21174511,,
23247381,,
21490058,,
24140658,11-01-18,-13
21157491,,
22659205,12-04-17,261
24246379,,
22304511,12-12-17,17
21619704,02-12-17,27
22048852,11-12-17,18
23201937,13-12-17,16
23296809,27-11-17,32
22952019,,
23712862,25-11-17,34
23424668,,
22073689,22-10-16,433
21569646,,
23010992,06-12-17,23
24299668,,
21598949,,
24002634,,
23122202,24-12-17,5
21704859,,
23947588,05-12-17,24
24227423,,
21146557,,
22663487,22-03-17,282
24280765,07-01-18,-9
24059663,,
22853954,,
24209127,,
24114773,,
23688874,15-12-17,14
23901301,01-12-17,28
24319832,,
21678637,09-07-17,173
21481407,,
24093795,04-01-18,-6
23814262,08-12-17,21
23402471,,
22087288,22-08-17,129
21352630,08-01-17,355
21448536,,
22876391,04-12-17,25
23432055,25-11-17,34
23135517,29-09-17,91
24048253,09-01-18,-11
22997518,,
23427475,30-11-17,29
23108800,28-11-17,31
23478536,03-12-17,26
22478934,04-12-17,25
22089797,,
22333294,04-12-17,25
21186836,,
22803147,,
21479760,01-11-17,58
21781504,28-04-17,245
21702365,,
21288367,,
23350695,09-01-18,-11
23361320,,
22389658,13-12-17,16
23601828,,
21825623,13-09-16,472
21254901,22-11-17,37
21650193,,
22577749,24-01-17,339
22500521,28-01-17,335
23834863,,
21220103,,
21359774,,
21452651,,
21575102,21-04-17,252
21883632,12-01-18,-14
21174921,,
22880258,05-11-17,54
22482554,05-12-17,24
22458229,04-01-18,-6
21659617,10-12-17,19
24027661,,
21175701,,
22144361,31-10-16,424
23074932,13-01-18,-15
22694834,,
22614872,06-09-17,114
22559799,,
21243232,,
22927018,12-12-17,17
22462114,04-11-17,55
21219616,,
22617805,,
22643088,,
23464650,,
23531416,,
22579001,28-03-17,276
21344248,07-01-18,-9
22241413,,
21600639,25-02-17,307
22845984,,
23285996,01-12-17,28
22246843,,
22797994,13-06-17,199
22306135,30-08-17,121
22762940,08-05-17,235
22609856,,
21163213,,
21872321,,
21696371,,
21575779,,
21629601,,
21206598,,
23956778,,
22812576,,
21583390,,
22917901,11-12-17,18
23533916,,
22942840,08-06-17,204
23489386,06-11-17,53
22737772,03-11-17,56
22057425,27-12-17,2
22126431,01-12-17,28
22729532,04-08-17,147
23744180,25-11-17,34
23889380,06-12-17,23
22223827,17-04-17,256
23380266,27-09-17,93
22137524,02-03-17,302
22314169,30-05-17,213
21176472,01-10-17,89
22075873,18-03-17,286
22306792,,
22910472,16-05-17,227
22222473,16-01-17,347
22902375,08-12-17,21
23166020,04-12-17,25
21473798,13-12-17,16
23601084,29-09-17,91
22279627,26-09-17,94
23287646,,
21533212,,
23455744,30-10-17,60
23294524,28-10-17,62
21516926,09-12-17,20
22466150,21-10-17,69
22085855,,
21865481,,
22271367,,
21895647,,
21763428,,
21232068,,
22921331,,
23269647,,
23822015,,
23832204,,
21118139,,
24203029,,
21461914,,
24214702,,
24214656,,
23255820,,
23095913,,
22045140,,
23965425,,
22126383,,
23995944,,
21078853,,
21193434,,
22779921,,
21242427,,
21432329,,
21133373,,
24303194,,
21236240,,
23352133,08-01-18,-10
23061708,,
21116563,,
21752588,,
23128924,28-11-17,31
24265699,,
23786334,,
24018139,,
21277285,,
21925816,03-11-17,56
24333945,,
23912396,,
21907683,18-12-16,376
21811901,05-09-16,480
24316196,,
21422226,,
22494271,,
21405993,,
23832227,,
21601131,,
23538698,,
21295587,,
23085129,,
23835203,,
21962085,,
21320897,,
23063761,,
23692070,31-10-17,59
23690660,,
21411518,,
21918589,24-12-16,370
23639974,05-12-17,24
21807016,12-12-17,17
22317394,30-11-17,29
24308824,,
22645983,12-12-17,17
21926706,19-11-17,40
21241091,,
21319358,31-08-17,120
22507927,10-12-17,19
23562973,,
21733908,,
22436616,,
24066098,02-01-18,-4
24065942,12-12-17,17
22222814,,
23917553,31-12-17,-2
22263328,26-11-17,33
21415758,,
24317453,,
23564615,,
21671123,,
23118359,,
23992961,,
24035261,,
21346422,07-12-17,22
24263163,,
24196406,,
23055396,12-12-17,17
22067371,,
24053844,26-11-17,33
23934946,05-12-17,24
21295895,,
22358377,13-01-18,-15
22583307,,
23682668,15-10-17,75
22251209,,
21923664,24-12-16,370
21159027,01-10-17,89
23822201,09-10-17,81
21669413,07-12-17,22
22266250,,
23736415,25-11-17,34
24038598,,
21615933,,
24223574,,
22984872,,
21362351,,
22581528,,
21160909,31-10-17,59
21281996,,
22843180,02-12-17,27
21638985,,
21324962,,
21454660,27-11-17,32
23316104,11-01-18,-13
22855522,29-11-17,30
24182188,,
24279861,,
23851611,,
23935407,08-12-17,21
24068074,,
23391746,,
23263247,,
23782393,,
23069900,,
22498153,,
21134736,,
24000403,,
22555756,,
22049048,,
22126226,29-08-17,122
23956125,11-12-17,18
23635016,04-01-18,-6
24054232,,
21583557,,
24283884,,
24069197,01-01-18,-3
23168958,01-06-17,211
21739014,,
23042072,12-12-17,17
22322836,02-12-17,27
23791742,,
21359370,08-01-18,-10
23851596,18-10-17,72
23148515,01-12-17,28
21492067,,
22748870,,
22060910,12-12-17,17
21709426,,
23145054,,
24266806,,
23981804,,
22479861,08-12-17,21
21684238,,
21977884,02-01-17,361
23347786,,
23746056,,
23843560,30-11-17,29
23296745,27-10-17,63
21223773,13-12-17,16
21405540,,
21619508,17-10-16,438
22816561,21-11-17,38
21498350,04-12-17,25
21916631,,
21415338,,
21130128,25-11-17,34
24000809,,
22119997,,
22916680,,
21282607,24-10-16,431
23579538,,
22132743,30-05-17,213
22122828,,
22818939,,
22678354,02-11-17,57
22462539,03-01-18,-5
22850099,04-11-17,55
21915187,,
23581691,,
23342540,07-12-17,22
23472692,03-12-17,26
22927106,13-12-17,16
22688694,01-06-17,211
21432321,26-11-17,33
23612874,02-01-18,-4
21293344,,
21832980,,
21139925,26-12-17,3
22075591,,
21145848,,
22642250,11-12-17,18
22953222,13-12-17,16
21989089,02-09-17,118
21963684,,
22159663,05-10-17,85
21180798,08-12-17,21
22746854,,
21676996,21-11-16,403
21859015,07-12-17,22
21405383,19-06-17,193
23385654,,
21328122,05-11-17,54
21536302,,
21481963,,
24152024,,
23451972,02-11-17,57
21663611,,
21111511,25-11-17,34
21371395,,
21725729,,
22598365,30-11-17,29
21504468,06-01-18,-8
22756711,,
22757417,09-12-17,20
22229799,15-03-17,289
22993048,21-07-17,161
22473613,09-05-17,234
21145686,28-04-17,245
22536381,,
22229677,,
21502392,,
22560495,,
24300191,,
21882402,,
22665387,,
23495016,07-01-18,-9
22706831,,
21561152,,
21964190,,
21336823,07-12-17,22
22619002,,
22020746,08-12-17,21
23937608,06-12-17,23
24126742,08-12-17,21
23923040,08-01-18,-10
22559176,,
23844295,,
24126933,11-12-17,18
23597534,29-11-17,30
21959415,27-10-17,63
23267412,,
22159470,03-11-17,56
23129174,27-07-17,155
22661706,17-03-17,287
23940885,09-12-17,20
21583490,21-04-17,252
22373477,11-12-17,18
21192188,,
22300406,28-11-17,31
22020341,,
23163465,,
22857978,02-10-17,88
22257041,,
21255248,,
22146776,01-12-17,28
24097329,,
22157083,10-12-17,19
24303788,,
23949685,08-12-17,21
21050821,05-01-18,-7
21743467,24-09-17,96
23874379,,
22359999,28-07-17,154
23910550,31-10-17,59
24065778,29-12-17,0
21211001,,
22295299,28-11-17,31
22859611,01-12-17,28
22338983,06-12-17,23
22994338,31-12-17,-2
24109983,10-01-18,-12
23818661,,
23001779,31-05-17,212
21153633,,
23887185,28-11-17,31
24306446,,
22555973,22-09-17,98
23226947,13-01-18,-15
23861958,,
23216900,13-01-18,-15
22882888,,
23769433,01-10-17,89
24303659,09-01-18,-11
22279292,,
22126088,,
21840208,07-12-17,22
22104456,23-03-17,281
22361215,,
21352885,08-12-17,21
21627073,01-12-17,28
23509926,13-12-17,16
23255991,,
23207568,,
24064768,13-12-17,16
23408147,19-09-17,101
22273152,,
24305744,,
22046305,16-06-17,196
22271849,,
23947930,05-12-17,24
23270816,,
21099914,,
21298728,28-10-17,62
22402827,02-01-18,-4
21469204,02-12-17,27
21546553,21-03-17,283
22908569,,
21889520,,
23244040,29-11-17,30
22539015,19-02-17,313
22487138,05-12-17,24
22361240,,
23281947,,
23610931,,
24328716,,
22434286,,
21690542,,
22233163,,
21069142,,
23930250,,
22787441,13-01-18,-15
21236603,,
23387172,,
22531869,,
22863887,,
21490066,03-10-16,452
24024492,,
21804228,,
21696825,,
23331214,,
22929509,,
21725381,,
22416057,,
21809694,06-12-17,23
22965384,,
24292386,,
24331711,,
23543792,,
23406828,,
24068649,,
24262898,,
22087596,,
22885766,,
23406494,,
22150785,30-11-17,29
23571025,,
22348771,,
22168606,,
23152525,01-01-18,-3
22993149,,
21408502,,
22848872,,
22813622,20-08-17,131
22290686,,
23724613,,
21953981,,
21469970,03-01-18,-5
23121005,,
21897936,,
22074797,,
21462291,,
22387878,,
23253052,,
21266621,,
22043093,,
21287699,,
21651297,,
21651179,02-12-17,27
23611559,02-11-17,57
21982605,,
21413385,,
21745217,,
21868679,,
22880129,10-12-17,19
21287469,28-06-16,549
24058133,,
21192587,10-01-18,-12
22485355,05-12-17,24
22584494,25-12-17,4
22058495,31-10-16,424
21152676,01-03-17,303
22852760,28-11-17,31
22965553,,
22052704,11-04-17,262
22730375,30-07-17,152
22889696,06-01-18,-8
22517173,,
22280029,23-02-17,309
22649584,,
21683654,,
22095959,,
22386415,,
23979328,,
24092278,13-01-18,-15
21554481,,
21255900,,
21506640,,
22932069,,
21368012,,
23561549,,
21902077,,
22406126,,
21808680,,
21365696,11-12-17,18
21212317,11-01-18,-13
22233171,28-11-17,31
23134741,,
23898065,,
21677464,,
22485609,,
22082701,22-06-17,190
23987355,,
23531282,,
21537290,,
22313450,,
22030972,,
24111824,05-01-18,-7
22153808,01-01-18,-3
21585925,,
21660159,04-01-18,-6
22126935,27-05-17,216
22556246,,
21396818,17-09-16,468
22875048,01-01-18,-3
21214731,10-12-17,19
21915119,19-09-16,466
21078971,12-11-16,412
22345693,06-09-17,114
21456424,12-08-16,504
21235044,,
23143822,,
21863766,12-12-16,382
21522154,10-12-17,19
23970133,12-12-17,17
23531034,,
23739366,,
21210437,10-01-18,-12
23400182,,
23946590,07-12-17,22
23738317,,
21812687,05-09-16,480
23766658,06-12-17,23
21277174,23-03-17,281
23878390,23-10-17,67
21321971,01-03-17,303
22653044,,
21214631,10-05-17,233
23111938,22-08-17,129
21975463,28-04-17,245
21858348,,
23920589,09-01-18,-11
23063722,24-09-17,96
21628084,01-12-17,28
24130204,,
24258805,,
22853368,10-12-17,19
22663329,,
23990296,13-12-17,16
21366581,12-12-17,17
21671258,13-12-17,16
21771264,30-10-17,60
21156854,01-03-17,303
22880661,03-12-17,26
22120422,29-11-17,30
22725675,,
23270657,22-07-17,160
22540970,19-05-17,224
22246077,,
22311216,09-12-17,20
23957220,12-01-18,-14
22198861,,
23335674,,
21382806,13-08-16,503
22538143,18-02-17,314
22488824,07-08-17,144
21727856,01-10-17,89
21168197,02-01-18,-4
22360540,10-04-17,263
22657555,13-01-18,-15
22632840,08-10-17,82
22943882,,
23513992,12-12-17,17
23441815,,
23442147,03-11-17,56
23083954,,
21485759,,
22319872,05-12-17,24
23227651,,
21458418,12-12-17,17
22379062,,
22381278,12-12-17,17
21253391,21-09-16,464
23946129,06-01-18,-8
22031370,08-02-17,324
22979143,26-11-17,33
22132528,29-12-17,0
22699722,21-10-17,69
24044910,26-12-17,3
21889254,13-12-17,16
23024997,05-12-17,24
23438678,,
22754965,,
22068557,09-08-17,142
23486635,07-12-17,22
21954266,,
22896233,08-12-17,21
23406502,25-11-17,34
23666156,11-01-18,-13
23636010,05-12-17,24
22412576,24-02-17,308
22519054,11-01-18,-13
22637853,07-12-17,22
23133185,30-12-17,-1
22878138,04-10-17,86
23795395,04-01-18,-6
22422882,26-01-17,337
24220996,,
22734258,29-11-17,30
21241481,,
23650463,07-12-17,22
22305193,03-05-17,240
22373119,11-10-17,79
21690743,13-12-17,16
22150849,09-12-17,20
22036748,10-12-17,19
23165445,04-12-17,25
24247250,,
22189112,06-08-17,145
21673898,,
21251895,21-01-17,342
23879539,,
23371762,07-12-17,22
23283862,12-01-18,-14
23041055,08-12-17,21
21400454,19-02-17,313
23457685,,
22932247,,
23951351,07-12-17,22
24133543,09-01-18,-11
23541732,,
24241132,,
23754912,01-12-17,28
23853697,18-10-17,72
23075947,17-09-17,103
24091073,06-01-18,-8
23168989,03-07-17,179
21787984,01-10-17,89
23974481,12-12-17,17
22999190,06-12-17,23
23374362,13-12-17,16
22548786,,
23436108,01-12-17,28
24102139,08-12-17,21
24073511,29-12-17,0
21299010,01-12-17,28
24145748,13-01-18,-15
23821187,09-12-17,20
23137656,28-11-17,31
22997133,31-10-17,59
21289548,,
22089201,26-09-17,94
21628897,04-02-17,328
23184575,06-12-17,23
23394459,,
22329721,05-09-17,115
22960180,,
23215236,,
21164022,31-10-17,59
22599879,01-12-17,28
22542940,17-09-17,103
21762432,19-10-16,436
22418039,25-07-17,157
21942955,,
21645030,23-11-17,36
23479604,03-12-17,26
22118919,29-08-17,122
21756274,,
22689965,,
22889348,08-01-18,-10
21961592,01-10-17,89
21320237,05-12-17,24
21296713,28-11-17,31
22565578,30-09-17,90
22763187,05-12-17,24
21421392,,
21289804,28-05-17,215
22514755,,
21217292,,
24000306,,
22112475,,
21782456,,
22150994,,
23561357,,
22381690,,
22057658,,
21988909,,
21519391,09-03-17,295
23307733,01-01-18,-3
24134266,13-01-18,-15
23220436,12-11-17,47
23899272,05-12-17,24
22480688,28-10-17,62
21803121,29-11-17,30
21523180,10-05-17,233
21566891,18-03-17,286
21757046,31-10-17,59
23287291,,
23522712,13-01-18,-15
22569378,28-10-17,62
22517741,10-12-17,19
22522746,15-01-17,348
22151065,12-01-18,-14
21992741,01-02-17,331
23165644,31-12-17,-2
21943229,25-11-17,34
23452500,30-11-17,29
22070244,02-12-17,27
23242515,19-06-17,193
21256594,,
21183951,03-01-18,-5
21926074,25-11-17,34
23455409,30-12-17,-1
22499170,07-12-17,22
23153894,01-12-17,28
23663903,10-12-17,19
23468755,03-01-18,-5
23611675,03-11-17,56
23163508,04-11-17,55
23162533,31-12-17,-2
23983036,04-01-18,-6
21621097,27-09-17,93
24194036,,
21883049,12-01-18,-14
22076843,,
22704094,26-04-17,247
23703523,,
22220526,17-10-17,73
22326387,10-01-17,353
21811473,,
22353434,20-08-17,131
21690861,,
23710853,26-10-17,64
22036560,17-10-16,438
22057867,,
23428323,01-12-17,28
21555219,,
21212795,,
22493970,07-10-17,83
21896847,,
21540867,12-12-17,17
21791521,04-01-18,-6
22118677,,
22419140,07-12-17,22
21415028,21-08-16,495
21124663,,
23775502,,
22239809,,
22085287,,
21969387,,
23972215,,
24000658,,
21902136,31-10-16,424
22940432,03-01-18,-5
22265320,27-12-17,2
21788588,12-12-17,17
24096832,,
21216115,,
22647922,09-12-17,20
22830709,,
23353699,12-12-17,17
21658397,,
23630606,04-10-17,86
23842074,11-01-18,-13
22700214,22-09-17,98
21884300,12-12-17,17
23412698,23-09-17,97
23509872,,
21717556,18-10-16,437
22143822,,
21306476,30-11-17,29
22057881,,
23064863,16-09-17,104
21631853,30-06-17,182
22493814,11-12-17,18
22481354,04-08-17,147
22003901,02-02-17,330
22087342,,
24229309,,
23694682,,
21248576,,
22310178,,
21575925,,
21412253,,
24253816,,
21140034,27-03-17,277
21588193,,
21348628,06-10-17,84
23582128,,
23250136,,
21979984,28-12-17,1
22382071,,
21399607,,
21565015,18-05-17,225
21832611,21-12-17,8
22471933,01-06-17,211
22043224,25-10-17,65
21158856,30-10-17,60
22339409,,
21833329,05-12-17,24
21984581,28-04-17,245
24301325,,
22153183,31-08-17,120
22003755,,
24108323,06-12-17,23
22083140,20-09-17,100
24247026,,
22557929,,
23971067,,
22124333,02-06-17,210
21465201,29-05-17,214
22574565,30-11-17,29
22727850,01-12-17,28
22691023,28-10-17,62
23384283,,
22329764,05-07-17,177
22709302,27-10-17,63
23673778,11-12-17,18
24181261,,
21119854,,
22857292,27-06-17,185
22167457,02-01-18,-4
21493048,05-12-17,24
22176495,07-06-17,205
23444257,30-10-17,60
21976920,01-05-17,242
22755585,04-09-17,116
23086487,,
23787800,,
21703535,16-02-17,316
21678056,13-01-18,-15
22227837,,
22095568,,
22263525,23-12-17,6
21603394,25-08-16,491
22461738,02-12-17,27
22741821,29-11-17,30
22080438,,
22345899,,
23766608,07-12-17,22
21928793,19-07-17,163
23720745,,
22865310,03-12-17,26
23533248,,
23016488,13-07-17,169
23932615,04-01-18,-6
22700831,22-06-17,190
21883919,,
23519899,,
22931185,19-05-17,224
22197538,,
21126000,,
22562932,,
21209188,,
24005121,,
22598953,,
23292873,07-12-17,22
22091984,10-11-17,49
22113910,03-12-16,391
21452252,,
22565975,23-11-17,36
23798626,07-01-18,-9
22070902,,
22797828,,
21555054,,
23565444,,
21444427,,
24106729,,
23505405,08-01-18,-10
22527733,15-09-17,105
23533597,20-11-17,39
24077862,04-01-18,-6
23044053,10-12-17,19
23056875,12-01-18,-14
23940993,,
22386556,,
23132620,28-11-17,31
23224351,,
24248909,,
22317081,03-01-18,-5
21582903,,
22324255,03-12-17,26
22966579,26-11-17,33
21820059,05-05-17,238
22014232,03-10-17,87
24187930,,
21737261,,
21963088,,
22941961,,
21171414,,
21644889,,
23664498,09-12-17,20
22277737,12-12-17,17
22498934,16-05-17,227
22797548,27-05-17,216
23658589,09-01-18,-11
23287689,01-12-17,28
23814398,10-01-18,-12
21633604,01-12-17,28
23991212,20-12-17,9
24206709,,
23685906,23-09-17,97
23531820,18-12-17,11
22355111,,
23296617,07-12-17,22
22963809,,
23730120,09-01-18,-11
22382048,12-12-17,17
22035153,10-11-16,414
23217291,11-07-17,171
23055056,10-12-17,19
21702905,04-12-17,25
22560372,,
22466233,02-05-17,241
21845661,06-11-16,418
21191656,,
23874233,24-10-17,66
21508352,,
23728508,,
23749750,,
24192278,,
24143080,,
23638299,06-12-17,23
22150937,31-12-16,363
22015399,05-12-17,24
23637100,19-10-17,71
21301316,31-10-17,59
21752558,21-05-17,222
23417860,,
23110155,,
21395121,,
24183028,,
21790926,01-01-18,-3
23685691,,
24334538,,
21762088,,
22341103,06-11-17,53
23797567,10-12-17,19
23500731,10-12-17,19
21672842,09-12-17,20
21423262,23-11-17,36
23678232,12-12-17,17
21361876,12-03-17,292
21837949,15-02-17,317
22317154,03-04-17,270
23750659,,
22229822,,
22297898,,
21189017,06-11-16,418
21203335,,
23783384,22-11-17,37
24141817,,
23162204,01-01-18,-3
21494281,,
22688076,20-07-17,162
22639146,08-11-17,51
24161795,,
22607413,06-03-17,298
21732633,01-12-17,28
23198470,10-12-17,19
22364784,10-08-17,141
22593749,04-12-17,25
22171391,,
21523442,10-05-17,233
22150136,01-05-17,242
21111790,,
22511145,08-12-17,21
22726769,29-03-17,275
23259801,,
21997526,01-01-18,-3
23936305,,
23977464,,
23982626,,
22038456,,
21285521,,
24134701,,
22941529,,
21525119,10-11-17,49
22491885,30-09-17,90
23187709,05-01-18,-7
21250850,,
21822051,18-10-16,437
22171261,05-05-17,238
23191107,11-12-17,18
21515516,08-12-17,21
23949851,06-01-18,-8
22833739,25-12-17,4
21782105,,
23290038,28-11-17,31
24092496,,
22958768,24-07-17,158
23923456,04-01-18,-6
23968660,,
21153808,30-12-17,-1
22227715,15-09-17,105
21412382,,
21452071,,
22637248,15-04-17,258
21302136,,
21799377,01-12-17,28
22183030,05-10-17,85
23576118,,
22648186,12-12-17,17
23597836,27-11-17,32
23194292,08-01-18,-10
22709923,,
23355384,08-01-18,-10
22758659,,
22854298,28-07-17,154
21435335,27-09-17,93
21742800,,
21865368,12-12-17,17
21210898,,
21901147,,
21660102,,
21802962,06-09-16,479
21139072,,
22276985,27-12-17,2
23890085,,
22589116,30-11-17,29
23706648,,
22083672,,
23876389,,
22335964,04-02-17,328
21396609,,
22223082,16-12-16,378
21325272,07-12-17,22
22233678,12-12-17,17
22850910,30-11-17,29
23606812,29-11-17,30
22031479,08-02-17,324
23882810,,
23553519,,
22999073,29-11-17,30
21209129,08-12-17,21
22700060,10-12-17,19
21282934,23-11-17,36
22531790,,
21521096,11-12-16,383
23134675,,
24140218,,
23784569,11-12-17,18
22649046,,
22075431,24-11-17,35
21714264,,
22008960,02-06-17,210
23612645,30-10-17,60
21835250,11-12-17,18
22014504,,
21915359,,
