CUSTOMER_ID,KEYWORDS_NUM
21155244,5
22413737,1
22800760,3
22113420,3
22803256,6
22916620,5
21306018,1
22495909,2
21659979,4
21753131,2
21442013,3
21731591,3
22029037,1
21555465,3
21103134,2
21462181,10
22038054,14
21359902,4
21928988,2
22263993,5
21142944,38
22170519,3
21088326,16
22050164,9
21132635,2
21736849,3
22319646,2
21771802,6
22247429,1
22928895,9
22242536,3
21236825,9
21201630,2
23317377,1
21311644,3
21426504,1
21118265,2
21692693,5
22740641,1
21729847,1
22444354,4
22901114,2
21455504,5
22391495,3
21895576,3
22732441,1
21074055,2
22398152,2
22121592,3
21287923,11
21342659,6
22825976,3
23298724,1
21159648,3
22859329,13
22038422,5
21289883,29
21139413,11
22330241,5
22424061,1
21928674,14
22104376,2
21121842,3
21504140,5
21722070,10
21467940,3
22673480,5
22656479,5
22327106,18
21725249,4
21620106,1
22036382,5
21430120,11
21107746,11
22683107,4
21425276,3
22921033,4
23261114,2
22304360,4
21859434,5
23258967,1
23258875,1
23259036,2
22118600,10
22029042,3
21982685,2
21239065,3
22210479,1
22705360,10
22767520,7
21216978,4
22132277,4
21737651,9
21170792,2
21339972,17
21976491,5
21789062,1
21360234,15
21661138,1
22630315,1
21936904,2
21265502,2
22198915,1
21262413,4
21838951,18
22543716,1
22300765,1
22200591,1
22322089,2
21289022,9
21155770,5
21937025,3
22055799,4
21661603,14
22875538,8
22163610,13
22178415,1
21137091,12
22912300,3
21505876,2
22167024,10
21142576,32
23265665,5
22280641,8
22435521,6
22367907,5
21155143,1
21812382,11
22184862,4
22779060,4
22898688,5
21592462,2
21482169,2
23259989,2
22380727,1
22394868,5
22746887,2
21253161,5
21403374,2
21139868,1
21201663,3
21756897,3
22138060,2
21479648,16
21755976,1
22137566,2
21504351,3
21174503,2
21937348,1
22340463,1
22424458,1
22607449,1
22894416,1
22189622,10
22528670,3
21620883,4
21738956,8
22017612,3
22151545,4
21806711,13
22604541,1
21528080,3
21693712,6
22578408,1
22115689,6
21987833,7
22265019,13
23540724,2
22082709,2
22391667,10
22077183,1
21510527,6
21497260,8
22536461,17
21639753,4
23568243,1
21954761,9
21286743,7
22907003,6
21533292,3
21652361,7
23258961,1
22056783,3
23506298,1
21309962,2
23259626,1
21134716,15
22736246,1
21399178,9
21163099,2
21821556,4
22080959,3
21479466,4
21604888,8
22197179,1
21186569,8
22917962,1
21163603,12
21613733,1
22919953,2
21941499,1
21731230,1
22616541,3
22442476,7
21756590,2
21667368,7
22279465,1
22195342,5
22333294,1
22403259,1
21169343,2
21421060,1
21339362,4
22293229,4
22271211,5
21974985,9
21211034,3
22364798,25
23581548,7
21859015,6
21182638,2
21707076,8
21275384,4
21532568,4
22037895,6
21823328,11
21421854,9
21174463,1
22444089,2
21465575,1
21942373,2
21569949,9
22313252,6
21526254,1
21318045,4
21151767,12
21184848,4
21916489,6
21844714,3
22016370,1
23431696,3
22221498,1
21215914,3
21695366,4
21406472,10
21175099,10
22152881,1
22579421,5
21106786,11
21602466,4
22182178,2
23384475,2
22014634,5
22274860,3
23353657,5
22088403,8
21815790,10
22657476,7
23352590,4
22543345,3
21489826,1
23310662,9
22216560,1
21483730,4
21686940,3
22197738,11
21217600,1
21174197,6
21348372,21
21995110,7
22082603,1
23397006,1
21186425,1
21571728,1
21753330,7
23536488,2
22847835,6
22770830,3
21765283,7
21336200,10
21287446,3
22764082,2
23518331,1
23502172,1
22076243,1
22615277,4
21118595,4
22583307,1
21620295,3
21471454,4
22080149,15
23321618,1
22680047,1
23400170,3
21645373,8
23252024,4
22348796,18
21815703,2
21359914,2
21400010,8
21447294,13
23076251,2
21282933,7
21183061,5
21467021,4
21230667,7
22153605,1
21240232,5
23461064,2
22758792,1
22067696,19
21371082,2
23314888,5
22599924,2
21682388,4
21960293,2
22567462,6
22363435,10
22145735,1
22757417,2
21963224,4
22426183,5
22191493,3
21585567,10
21647060,9
22537574,13
21441783,12
22719364,4
21709820,7
22618110,4
21954454,13
21539970,12
23746504,1
22078379,3
22462291,4
22323177,1
23290038,19
23743938,1
22138991,4
22731917,5
21525754,1
21627559,8
22085343,1
21362147,5
22298024,10
22132738,1
23477766,4
22843351,6
23464106,3
22075294,12
21752558,12
22845330,3
23388071,1
21293188,9
22878530,4
21388169,12
22810194,6
21218368,8
21246781,1
23486017,1
21454972,2
21519772,4
22077058,3
21378634,2
22398484,7
21809542,1
21163320,21
22273709,1
21985331,2
22462114,3
23469555,2
22738622,5
21736765,42
21516850,6
23503157,3
21657611,3
21589186,10
22194023,3
23014329,2
21281548,7
21600318,1
21174116,4
21891030,7
21298483,5
23512235,2
21577228,3
22790204,16
21165562,3
23446789,6
22039279,4
21657802,4
22465995,2
22227821,16
23612574,1
21762759,6
22233069,2
23590066,1
22918832,4
22009402,4
22916676,10
23446481,4
22898105,5
21340128,4
21360894,2
21997170,7
21230248,6
22808880,1
22099577,5
22305643,2
22144290,29
21837475,2
21359911,4
22730958,3
21527463,9
22601678,1
22001999,3
23322775,2
23706621,6
21978563,1
21161807,6
21350291,1
21725755,9
22379282,2
22289416,3
21829164,2
21776518,36
21811939,12
22851806,3
21971635,11
22039033,5
21272783,9
22061093,6
21702849,1
21851565,9
21690873,2
22188735,1
21861393,2
22050065,22
21184665,10
21116716,5
22360356,1
22572566,2
22185003,7
21693866,2
21480936,6
21439329,4
23000560,5
22506112,1
21148091,18
23284902,8
22387928,3
21341163,2
21314622,2
21613765,3
21690389,7
21162905,10
22764530,2
23396370,1
21536448,9
21188614,6
22673655,1
23276667,2
22221638,2
21289512,3
22294168,5
23365081,5
21287689,3
22176881,6
21612684,1
22051342,2
21443957,3
21176075,2
21208877,1
22489342,12
21490490,17
22298743,3
22359582,6
22032131,14
21915705,3
22465576,1
23320123,2
21386988,6
22152795,9
21736715,2
22665490,4
21396237,11
21749989,2
21840969,3
23489971,3
23275446,2
21821225,5
23142205,1
23531003,1
23390027,9
21942677,3
21895280,3
22940180,3
22686100,1
21303419,12
21897578,9
22548338,3
22972072,6
21279765,1
21508673,1
21294267,8
21926014,9
22684169,2
21421904,20
22026615,3
22659644,3
22280201,4
21379575,6
21196638,1
22151686,6
21248908,5
21208650,1
22720714,3
23463578,3
22112491,1
21697196,2
21739301,2
21554527,16
22002505,2
23486715,2
21697600,4
21892118,3
22167178,1
21365376,12
22358986,9
22924470,2
21561514,2
22543700,2
22792900,2
21101525,5
21120161,13
22680587,2
23311982,6
21931686,3
22236460,18
22294390,1
21647592,5
21802869,10
23485888,2
21292639,3
23322857,1
22214748,2
23603486,1
21859411,1
22518007,5
22404735,12
21943642,4
21234693,9
21205711,1
22249615,4
23190184,1
22579464,3
22002543,1
21771523,3
22092741,3
21480725,4
22386080,4
22974622,1
22021355,8
21167277,10
21108391,13
23326982,8
21213011,5
22841018,2
21997349,2
21464961,10
21889520,4
23154563,3
21645745,2
21513922,2
21688055,1
21462153,10
22875166,3
22886380,1
21904906,1
21251162,3
21868639,1
23374137,1
22558398,1
23345993,12
21567996,3
23326947,1
23343162,1
22671359,4
21162985,2
21505182,13
22297110,1
21123380,20
21254108,2
23306058,1
21592631,1
23294497,2
22529587,1
22893641,1
21669928,13
22083722,4
21092056,7
21525511,6
22259428,2
22214969,4
21582722,14
22061066,4
22339332,1
22382356,3
22047347,5
22042483,3
21220806,3
22578504,6
21356636,4
22373375,1
21899245,3
23467489,1
21238263,2
23529018,1
22830901,3
21198928,7
21775923,5
21892196,2
23346930,1
21399561,6
23061173,1
21868598,3
21500348,8
23297034,1
23292412,4
22857129,11
21851469,4
21350421,5
21132731,1
21294624,1
22556026,1
22213155,13
23144449,3
21210128,11
21295043,12
23508953,2
21709985,2
21475998,4
22417319,1
22076068,4
21570671,1
22181378,1
21354045,4
21931721,8
21936423,7
22543402,14
21245033,1
22186610,27
21284392,23
21360227,3
23318924,2
21642115,22
23339861,3
22686315,4
23462564,4
22348421,1
22297711,9
21762385,2
21606577,1
22282355,9
21910331,5
22855249,2
22532734,1
22313345,1
22856617,1
22784075,6
22941315,3
22857539,2
22839622,1
22823777,1
23326905,1
23099349,4
23552816,10
22164250,11
22069655,5
21190300,13
21789594,13
21622492,4
22795592,7
21484738,16
22194302,2
22732696,2
22328080,9
22340490,5
21887708,20
21157676,1
22159548,3
23331982,2
23434610,4
21130847,2
22270814,6
22049472,2
23155487,3
23320278,4
22226437,3
21171021,19
22132807,3
21371974,2
21470459,19
23334732,5
23281837,1
22789991,1
23237965,2
22024432,1
22640040,5
22539938,4
21606866,1
22596321,4
21659959,6
21491369,8
21988104,7
22175811,4
21412670,14
21865208,1
22526218,1
22606995,3
21677432,18
21171099,1
23464415,5
21354611,4
23545566,7
21568457,7
21902956,5
21288564,27
22029610,9
21174185,4
21249999,2
22422278,1
22144749,1
22827062,21
23366088,1
21231195,3
22559759,7
21520448,9
23496944,8
21244738,5
21780216,3
23466763,1
21283243,2
21271064,4
21943350,8
23322717,2
21772101,4
23488962,1
22940851,2
21112047,1
22784389,1
21815910,1
21742441,11
21961845,12
21792272,4
21961482,11
21139485,13
23594651,1
21297747,6
22242511,1
21212270,14
21313782,2
22719721,2
22164230,2
22208359,11
22056743,1
22195047,19
23529879,2
21977315,14
22859390,11
21796706,4
22131408,4
21270233,13
21968152,19
21984371,3
21835093,4
21851918,14
21412732,8
23071424,1
22038445,11
21698480,1
21755303,2
21210590,5
22343771,2
21105734,8
21396203,1
21764269,7
21170831,1
22153683,5
21134714,2
23349459,17
21994444,2
21691802,4
22353735,4
21116575,16
23297678,2
22742081,2
21172532,20
21753692,1
22377857,3
23333173,1
21288190,11
21183606,2
23094129,3
23323318,3
21609661,3
21900098,4
21442994,8
23434397,13
21170217,2
22322367,2
21653622,1
21640351,1
21625022,4
21690391,4
22132336,1
23330837,5
22461184,8
21861278,18
22183330,23
22032707,2
21571369,3
22221156,2
22812085,1
21542737,4
22673261,4
22304449,3
21736669,4
23306429,1
22088268,1
22849049,4
22564175,2
21503758,1
21833294,3
21934729,1
22137383,2
22104731,2
22269301,11
21139083,18
23513076,1
21683964,5
21230811,4
23407882,1
21795673,6
22081386,19
21411518,3
22647694,4
23300506,1
21883470,6
23317121,7
21677950,18
21456540,20
22227004,2
22282779,5
21314053,1
22074571,1
22306580,1
23821926,1
21673348,2
22556822,1
24089095,1
23498792,3
22174415,1
21256854,1
22060200,1
22164720,3
22220751,5
22746008,3
21321236,1
21632264,5
23097815,4
21702181,2
23849594,4
22653692,2
23879575,1
21281984,5
22191467,7
23331065,1
21123767,1
23540030,1
23321706,1
23391509,5
22227820,3
22694070,5
22121844,3
23283361,1
21454347,14
23607166,2
22741163,1
22996478,2
21269901,16
23074418,1
21360786,2
22761469,9
23599299,4
23227851,2
21757876,2
23049450,5
22752830,1
21884954,4
22965565,1
21355906,1
23049056,1
22062863,2
22476982,9
21276072,1
21136443,1
22328102,10
23535952,1
22131511,3
22119431,11
21597816,6
22213229,8
23416365,3
23359010,1
22883100,2
21244665,1
21696671,2
21626228,6
21588877,16
23603303,8
21219306,2
21361071,4
23431321,2
22992727,8
21969932,5
23355463,1
23510670,2
21086184,2
21868549,1
22602026,1
23511830,4
21882477,3
23306116,2
22884035,2
22276147,2
21225965,11
21521096,8
22461058,14
21497903,1
23842765,12
21831677,10
21798756,1
22029670,2
23307894,11
21156994,10
21165778,1
23817322,1
21224169,7
23676414,1
22548845,1
22359913,1
22825255,1
22464843,6
23461623,4
21281865,4
22632428,6
21659254,13
21861006,6
23548760,3
21832280,11
23185945,2
23619197,1
21162941,3
23165624,3
22225272,2
21888329,2
22014232,17
21613626,7
22422735,6
22237470,5
23479081,4
22695417,2
22958129,1
22317185,2
21944575,4
21996401,9
22784704,2
23514452,1
23349624,2
21173676,1
23539898,1
21406829,3
21469115,9
21872428,3
21799291,1
23370741,6
23472352,2
22866291,1
22313712,5
21707606,6
22476722,3
22321277,2
23125775,2
22234682,25
21183786,3
22182468,3
22112623,4
23061708,2
21196973,1
21615563,19
23166250,2
22891142,4
21217250,34
23000089,3
21154688,6
21349275,9
23602339,3
21882309,3
21632619,15
21960344,12
22067744,8
21471392,7
23581803,7
22471119,22
22694248,1
21399799,5
23580620,1
22835277,6
21278994,1
23753834,14
22542468,1
22898361,1
23752653,2
21123393,66
22105523,1
21959415,4
23356715,1
23471354,1
21209778,2
22418612,2
21362003,14
22077028,1
22438017,1
23232599,6
21947852,9
21785581,38
22268864,9
23883558,2
23867392,2
23530028,1
23555643,3
21796903,1
23582470,2
22127154,1
23329226,1
21929563,1
21146091,19
22864434,3
21821119,1
21058008,11
21943919,4
22298823,5
22198780,1
23209708,1
23554867,6
21255271,13
24134264,2
21646601,3
23617889,1
22652854,8
23040874,1
23602443,9
21188531,1
21434470,4
21868679,2
22133993,2
23527806,1
23366480,2
21895246,4
23257762,4
21693266,7
21227287,8
21342990,1
23601176,1
21349552,7
21272694,13
21215181,13
21244042,8
22122812,10
22132743,7
21260795,10
21702736,15
22789953,2
24136517,1
21628748,24
21620343,3
22265494,2
23851832,6
22984335,1
23148515,1
22164014,2
23783304,15
21457637,4
22358671,1
21540062,18
23315975,3
23751645,2
23338572,2
23554387,6
23558267,1
23179041,9
23095987,5
22472980,1
21164198,22
23342203,1
21798333,6
21181998,8
23368253,1
23097920,2
22251548,10
22727363,3
21298834,42
21249335,5
21454432,5
23644112,2
21795099,1
21814301,4
22933504,2
23521638,1
22088969,6
21958698,2
23655600,2
21855073,18
23149873,6
23316980,1
23205938,1
21303677,6
21971716,1
21197129,3
21330001,7
22498520,1
23379394,1
22304647,4
21130077,17
22183418,4
21340349,11
21399494,1
22543236,2
22410230,3
21428669,3
23466338,3
23040789,1
22282346,1
22075444,6
22766571,2
23783815,1
21802908,14
23144017,2
21474570,2
22126903,5
23061439,1
22039001,3
21439420,7
21389986,9
21653867,2
21450230,18
22241948,1
22582412,6
22105802,6
23631166,6
22954556,3
21841755,6
22418494,1
21267535,2
22613301,26
23240385,3
23802043,5
21827680,12
23213956,16
23063761,2
23135578,2
22003492,3
23987412,3
23008910,2
21725091,5
23988317,7
23979814,1
23971831,1
23987747,1
22340229,3
22737816,10
21932539,4
22434474,8
21405663,20
23247392,1
22153657,1
22246408,4
21982367,1
23056076,10
23328525,7
21750896,8
23439847,2
23340371,5
23182759,4
21891661,15
23761508,4
22647776,5
23782605,2
23487811,3
23847855,1
23807852,4
24098037,1
22046430,11
23088876,5
23019441,1
22214940,10
22182733,1
22132859,1
23617470,1
23570845,1
21494152,4
21651871,4
23370822,1
22481610,2
22650612,1
23686764,2
21161474,11
22305017,2
23678128,1
22208758,6
21749983,15
23741197,6
23489547,1
21923473,16
21766969,11
23467761,3
23153027,3
22561095,3
23840556,3
23813861,2
23109506,2
23965968,9
23126751,8
24155508,5
21125431,7
22397609,4
23457645,8
23138954,1
23898235,1
22552949,5
21917995,4
22742403,3
23566083,4
22639146,1
23288509,1
23218940,6
22223274,5
23042046,1
23208189,2
23665314,13
23388681,5
22035257,2
23576454,1
21425803,2
21306639,3
22273818,2
23136218,7
21381337,7
22144532,4
21476091,4
23640772,1
23642125,16
24025961,3
21316844,5
21652320,16
21601878,1
22386321,2
23242218,2
24062892,7
22542940,4
22151603,4
22933561,3
23534894,10
23776967,2
23008343,1
21845106,2
21571554,4
21416365,11
23071272,1
23074926,8
22932320,6
23775220,3
23388505,1
23389444,3
23773980,3
23797642,7
21327694,3
21799354,6
23355612,2
22663287,2
22536807,8
22297193,3
21157377,13
23095421,1
22525960,5
21355508,6
23156952,1
21348452,4
23566783,1
22384247,1
22487197,2
21061750,21
23464209,8
22223418,21
22230329,1
23653969,1
23657082,6
21475367,12
21670921,17
21582056,5
21845076,2
22562412,3
21957900,2
21186363,10
21514620,7
22869304,2
21186120,2
21601062,1
21652149,3
21839314,10
22671336,2
23445932,1
23487604,6
21982822,3
23465922,4
23444878,1
21391175,16
22985399,6
21753060,4
22472398,9
23204982,7
23369444,2
23004847,2
21981936,1
24096327,1
23611907,1
22284261,6
21172159,8
21702365,5
23142799,2
21648290,5
23352199,2
23233874,4
23867052,4
22423669,1
22958568,1
23273723,8
22282840,21
23709283,4
21672658,13
23773697,3
21325248,3
22955322,1
22546859,1
23157337,6
21584076,2
23981957,1
21492170,4
22251623,8
22784470,9
21239539,3
22417488,3
22392577,2
21426444,29
21397215,7
22051908,6
21130196,2
21384825,10
21085506,4
21873371,5
23005244,4
22397658,7
23818117,2
22404366,10
22694730,5
23549038,3
23220436,3
23989891,1
23953490,1
23471280,2
24118926,1
23921203,1
23994033,2
23994545,2
23979195,2
21964281,6
23916916,2
23911457,7
23677591,3
23974520,1
23111807,2
23973986,1
23665678,1
22986454,7
23988897,7
22372686,2
21822170,3
21929570,3
23177580,2
23889469,1
21586378,10
24133051,2
24055192,2
23923123,1
23701209,1
23923559,1
23905803,3
23906426,3
22902361,3
23933634,7
21330140,3
21956640,4
23123015,1
21413009,7
21272361,2
23978222,2
21196139,15
23202365,2
23619429,1
23982846,1
23086895,1
22739010,1
21378221,2
21917902,2
22016941,4
22381785,6
22088294,1
23710845,2
21897052,6
23728038,1
23889362,5
22551668,3
23721289,12
23693529,1
23695654,2
23706416,2
