CUSTOMER_ID,CANCEL_REQUEST_NUM
22344361,1
22611878,1
21270691,1
21310204,1
22661018,1
21586297,1
21424836,1
21390880,3
21716059,1
22718239,1
22571981,1
21487456,1
21696345,2
22545598,2
22300522,1
21713976,1
22483051,1
21284202,1
22182640,4
21151604,1
22334555,1
22199100,1
21606092,1
21289562,1
22185043,5
21147594,5
22215433,1
22291832,1
22354632,1
22493846,2
22042733,2
22132239,1
21915849,1
21933507,1
21335952,1
22812623,1
21128939,1
22285088,2
21182300,1
21959639,2
21424373,1
22772199,1
22172699,3
22737733,2
22299152,1
22313084,1
21419711,1
22173351,4
21732982,1
22445644,1
21283684,2
21294131,1
21892523,2
23267154,1
21100080,2
21625403,1
22615024,1
21162071,1
23281948,1
21968787,1
22157062,1
22740834,1
22690355,3
21445907,1
21373273,2
22074797,1
22438459,1
21182309,2
23264507,1
21176606,1
22130888,2
22337378,1
21271754,1
21266680,1
21167703,1
21854844,1
21272366,4
22930409,1
22343164,2
22603213,2
22301794,1
21727876,2
22590077,1
22039957,2
22912116,1
22914962,1
21703149,1
21889586,2
22087586,1
22352905,1
21188174,1
22380780,1
21390935,1
21529990,1
22114559,1
21194666,2
21592001,1
21815867,2
21575069,1
21713041,1
22050943,1
23365762,2
22183521,2
22210111,2
21699809,1
22082151,3
21790926,1
21509616,1
22282555,2
21615146,1
22017911,1
22652653,1
21255918,1
22720007,2
21822654,1
21691902,1
21128367,1
22653908,2
21395115,1
21160888,1
23320744,1
23481726,1
22377432,2
21295473,1
23145898,1
22540112,1
21982889,1
21396108,1
22095837,1
21068089,3
21285061,2
21977212,1
22406234,1
21933288,1
21936613,3
21961614,1
21193133,1
21777754,1
21460943,2
22257130,2
22517400,1
22056527,1
21819196,1
21250689,3
21800287,3
21383842,2
21672835,1
21579326,1
21608076,1
22109069,1
21698544,6
22674999,2
21206273,1
22540832,6
21275307,3
22208434,1
22094501,2
21165133,2
21469403,1
22107491,2
21756498,2
22010837,2
21374259,2
21772748,1
22553465,1
21525736,1
21174542,1
21332595,1
22290881,1
21232236,1
21488652,1
22970047,1
21219423,1
21271791,1
22068645,1
21489116,1
22195199,1
21124667,1
21432319,1
22778299,1
22594098,1
21882969,1
21723480,1
21329260,5
21509187,1
21894463,1
23535207,1
21058522,1
22433798,1
22117885,2
21877344,1
22688527,1
21474220,1
21816139,2
21120521,1
22271251,1
21489447,3
21153050,1
21791597,1
21201894,1
21172245,1
23017688,1
21177972,1
21140492,2
22464715,2
21580115,1
22836838,1
22208805,1
22371118,2
21275025,1
22050260,4
21646717,1
22553483,1
22359698,1
21423414,1
21278888,3
21206140,1
22937839,1
21122012,2
22002687,1
21727515,2
22198439,1
23503746,1
22771488,3
22121954,2
22430884,2
22103041,2
22402672,1
22426220,1
21474352,1
21691016,2
21078376,2
21535346,1
23372193,1
23154696,1
21928774,1
22683623,3
23388748,1
22291029,1
21639811,1
21725018,2
22308062,1
21113563,1
21304881,3
22677822,1
22009172,2
22970134,1
22490579,3
21411778,1
21953648,1
22444753,1
21543894,3
21191651,3
21354559,1
21883216,2
21805196,3
21634367,1
21402151,1
22176595,1
22095335,1
21057835,2
22827785,1
21762551,4
22912539,2
21804766,1
22295652,1
21698220,2
22112276,1
22766601,1
21831671,1
23465637,1
22279850,6
21724246,1
21311367,1
21290043,1
21226290,1
21192276,3
21942848,1
21371754,2
21321283,1
22248713,1
22250471,1
21210003,3
21855333,1
23299796,1
23515704,1
23592148,1
21817331,4
21864638,1
22022228,1
21484071,1
22003334,3
21301166,1
21713989,2
22316337,2
22268271,1
21346034,1
22016081,2
21100165,4
21354661,1
21405993,1
21089813,1
21703735,2
23096918,1
21294683,2
21219845,1
21529489,1
22499642,3
22817278,1
22397669,2
21672105,1
21434899,1
21541349,1
22527151,1
21490111,1
22936048,1
21413044,1
21385177,1
21689735,2
22070107,2
21179879,1
21351857,1
21599866,2
21126317,1
21598972,2
21791672,1
23300658,2
21268898,1
21989500,1
22049107,2
21619338,1
23575976,1
21677436,2
21299019,3
21561510,2
21464669,2
22380835,2
21412609,1
21135556,2
22370240,1
23912375,1
21526590,1
21412826,1
22625928,1
23254059,2
23575493,1
21412236,1
22365131,1
22893382,3
21960937,1
21218260,2
23119394,1
21929251,4
22579524,1
21519319,1
21547691,1
22510266,1
22220051,2
21443404,1
22039848,2
21461195,1
21489452,1
22368480,1
22778230,2
22883236,1
21615440,1
22119028,1
21760169,1
21993184,2
21105422,1
22658375,3
22201321,1
21665124,2
22831562,1
21386933,2
23671587,1
22516111,1
22199567,1
22097661,1
21789726,1
21271872,1
21899328,2
22649274,1
22206037,1
21286029,1
23256886,1
22152828,1
22046311,4
21647091,3
22598857,2
23083624,1
22601160,1
23039197,1
21160616,1
21359848,1
21109974,1
22776687,2
22151082,2
22330918,1
21954255,1
21304295,1
22897704,2
23371108,1
21394656,1
22234420,1
21226418,2
23429779,1
21285184,2
22213100,1
21089647,1
22261972,1
21167892,1
23488850,1
22762481,2
21310831,1
21632628,1
21114670,1
21211061,1
21198056,6
21132559,1
22412700,1
22417056,1
22381073,1
22552667,2
21211012,1
23019562,1
21385166,2
21757904,1
22608494,3
22096727,1
22491066,1
21883565,1
22931877,1
21260884,2
21123054,1
21696919,2
22010257,2
22257261,1
21195048,2
22983346,3
21342600,1
21092071,1
21310131,2
21936573,1
23255558,3
21418088,1
21498858,2
21678516,1
21215422,2
21362625,1
21242541,1
23464782,1
22188979,2
22358416,1
23168730,1
23520775,1
23829017,2
22945788,1
21137806,1
21929662,1
22541783,1
23464915,1
22331170,1
21132878,3
21976501,1
21693132,1
21486873,2
21717917,1
22533572,1
21299993,2
21338769,1
22297411,1
21416969,1
21418252,1
21134594,3
21889140,1
21145766,2
23168933,1
21815849,2
21926056,1
21946212,1
21927043,3
23756784,1
23556411,1
22094034,1
21142330,3
23006760,1
21117660,1
22384676,1
21801981,1
21497976,1
21513149,1
21395896,1
23147781,1
22986886,1
22005268,3
21717288,1
22300821,2
21184807,1
22660403,1
22246878,6
22488825,3
21945909,2
21686723,2
22090096,1
23465363,1
23523988,1
21254676,1
23664063,1
21860458,1
22472593,1
22147936,3
23166590,1
22772164,2
23973771,1
23214216,1
22297242,1
21226873,2
23151970,1
23202874,1
21095420,1
21492099,1
21058149,2
21157223,1
22928406,1
21362351,4
21609214,1
23471307,1
21607417,1
23131220,1
21211635,3
21154578,1
21370708,1
21320897,1
21352502,1
21309561,1
22335094,1
22708150,2
21755271,1
22182082,1
21641367,1
22691649,1
23318935,1
22929689,1
23248174,1
21837361,1
21062104,1
23060303,1
22527775,1
22166336,1
21414100,1
21771745,1
21461206,2
22329943,1
21115766,3
23637120,1
22865885,1
21152182,2
21778839,1
21670218,1
21226316,2
21444012,1
22130008,3
21583225,1
21915878,1
21852220,1
22960098,2
22694855,1
21709478,1
21520787,1
23059053,2
23232184,1
21555145,1
21412428,2
23888992,1
21952584,3
23833218,1
23835497,1
23249330,1
21752854,1
21971160,1
22782261,1
21106796,1
23679104,1
21412314,1
23937387,1
23852402,1
23232367,1
22595330,1
23628317,1
23825245,1
23058032,1
21132093,4
23376269,1
23177165,1
21153144,1
22304006,1
22073911,1
23044525,2
23969457,1
23256005,1
21052440,2
23061404,1
22518084,2
21176545,1
22126039,2
23727387,3
23715942,1
21335782,1
21275827,2
22648757,2
22854665,1
21866219,1
23099687,1
23946181,2
21592550,1
21535835,1
21438100,1
21398328,2
23866345,1
23487239,1
23191212,1
23477491,1
23476630,1
21678637,1
22121675,1
21383780,2
23369070,1
22618554,2
21315379,3
23179300,1
21173659,1
22509096,1
22339703,1
22653674,1
21613328,1
22226349,2
23831114,1
21865343,1
23200652,1
23714689,1
22777542,3
21639144,3
21395702,3
21795776,1
22416994,1
21215454,1
22388832,1
21248550,1
22619311,1
21781081,1
21431085,2
24146987,1
22265658,1
24093453,1
21684050,2
21181088,2
22333238,2
23228061,1
22474918,1
22240398,1
21813356,1
22996205,1
22354383,2
21597151,1
21264792,4
23114371,1
21187068,1
22083005,1
23230522,3
21539664,2
24027335,1
23835997,1
21142443,1
23762237,1
21623755,1
22892397,1
23132847,3
23073674,1
23516863,2
21976807,3
24141322,2
23720844,1
23739667,1
22044487,2
22646520,1
23240886,1
23215282,1
23025852,2
22380650,2
23452891,2
24150041,1
23167650,1
23267569,1
24072157,1
23643050,1
24184600,1
21513616,2
21499933,1
21278266,1
23400112,1
22161973,1
22816322,1
21303532,1
23937579,1
23168645,1
21142688,2
22706983,1
21728144,1
22332044,1
23046297,1
24275994,1
21948079,2
23259051,1
21456314,2
22513671,2
21450435,1
21241419,2
21451139,1
21298914,1
22147579,1
22147325,2
21442048,1
21742901,1
21437249,1
21112845,1
22418655,5
21817921,1
21127507,1
22562184,1
22471801,1
22151855,1
21399820,2
21515810,4
22146121,1
21646694,1
22355001,1
21771318,1
22578576,2
22896687,1
21961757,1
21964569,1
22788182,2
21917244,1
21644985,1
22148501,1
22522750,1
22639339,3
22782697,1
21101122,1
21159301,2
23295765,1
21286823,2
21389096,1
22227892,1
21329874,1
21283576,2
22825347,2
21085670,4
22395359,1
21993022,1
21410000,1
21961698,1
21525388,1
23446370,1
21456272,2
21810013,4
21292980,3
22660873,1
21806390,1
21544616,1
22819786,2
22771952,1
22474420,1
21716277,1
23386580,1
22244905,1
22885540,2
22309443,2
22750851,2
22670665,1
21601603,1
21721334,1
21736825,3
21079669,1
21229808,1
22484451,1
22087263,1
21128127,2
21793350,4
22273545,1
21498098,1
21956450,1
21163179,1
22160030,3
21673458,1
22718080,1
21321378,1
21117816,1
21508712,1
21385792,1
22673178,1
22207834,1
23351754,1
22545133,2
23613107,2
21811035,1
21861618,1
21441491,2
21420094,2
21330231,2
23508729,1
21051781,3
22491652,1
22355234,1
21107779,1
21958601,1
21742357,1
21492314,3
22166223,1
21680577,1
22394389,2
22751056,1
21830950,1
22317763,1
21394836,4
22868748,2
21929331,1
21923990,1
21874798,1
22431614,1
21568682,1
21859413,1
21620386,1
23353381,1
21613575,2
21786107,1
21525381,2
21286794,1
21905274,1
23336761,1
21704310,5
23124027,1
21890533,1
23147621,1
23401355,1
21583557,1
22166057,1
22045012,1
23222427,1
21859387,2
23567831,3
22008419,1
21305409,2
22530149,1
21931930,2
21586115,1
22182825,1
22073661,1
22315841,1
22031241,1
21292402,2
21792239,1
21427616,1
22057802,2
22315361,2
22086955,1
23130847,1
22616658,2
22108716,1
23522555,1
21382898,1
21645979,1
22089416,2
21132746,2
23077264,2
21217025,1
22987809,1
22565285,1
21181439,1
21601668,1
21426821,1
22029292,1
21605804,2
22314403,1
21508102,1
21388665,1
23056073,1
23721924,1
21541168,2
21798402,1
24190176,1
21943631,1
21407752,1
22196543,1
22440061,1
22448045,2
21260558,1
21336313,3
21508554,2
21460933,1
22664871,1
21295275,3
21750619,1
21863766,1
21193739,3
21233467,1
22614711,1
21776710,2
21325092,1
21933410,1
22562445,1
22520261,2
21181972,1
21546389,2
22902399,2
21314065,1
22259951,1
21514550,1
21505609,3
21830446,1
21139920,1
21512788,3
22781204,2
21133769,1
21990702,1
21402292,1
23443542,3
21494122,1
21406625,2
22339798,1
21371414,1
22273460,2
21654023,1
22099456,3
21255963,1
21305212,1
21168206,1
22901191,1
21378629,3
21646176,1
21648898,1
21800403,2
21292555,1
22370666,3
22831042,1
21218887,1
21951892,1
22076239,3
21462291,1
21371314,1
21371978,2
21273493,1
21514541,2
22183960,3
21954547,3
22165195,1
21392742,1
22280304,1
22458411,2
21830021,3
21902487,1
22219800,1
21418962,1
21758712,1
21614353,1
21253149,1
21321888,1
21430363,3
21345611,1
22922829,1
23444310,1
21833148,2
21530100,1
21170258,2
22009289,1
21580371,1
21764220,1
21847746,2
21174743,1
21164870,1
21433287,2
21615277,2
21755236,1
21805492,1
23440368,1
21719337,3
21922492,2
21984370,2
22229003,2
21894996,1
21547728,1
21118657,1
23324330,1
21657256,2
21232036,1
21234669,5
21538504,2
22526854,2
21210206,1
21865933,1
21542354,1
22891379,1
21888225,2
21916739,2
22891113,1
21173051,4
21739984,1
22389389,1
22732515,1
23448324,1
21840834,1
21662355,1
21197920,1
21419103,1
21481963,1
21566929,2
21354870,1
23375890,1
21153730,1
21951589,2
21676808,3
22342535,1
23062377,1
23337966,1
21800039,1
22057059,1
22691602,2
22473137,2
22695475,2
22404663,1
22144472,2
23317527,1
22070725,1
21533198,1
22611454,1
21471153,1
23077514,2
22284484,1
23250358,1
22448548,2
22002649,2
21201837,1
22120509,1
21532861,1
21314050,1
22086788,2
22656730,1
22129463,1
21216255,2
22813580,1
21262731,1
21142592,1
21718249,1
23353483,1
21449109,1
22311861,1
22565634,2
22687146,1
22091012,1
21947774,2
22265463,4
22148680,2
22685972,1
21749235,1
21300757,2
21281795,1
21693185,2
21685533,5
22285266,1
21694364,1
21455994,1
22570603,1
22705501,2
21295882,1
22171897,1
22329197,3
21399527,1
21897508,2
21719276,2
23340820,1
21141575,1
22667195,3
22251980,1
23051785,1
23597311,1
23402011,1
21149414,2
21211001,1
22595777,1
22050823,1
21465802,2
21191096,1
21331468,1
21127432,1
21123336,1
21503822,1
21505341,3
22933782,1
21462264,4
23580707,1
21211742,1
21260509,1
22025381,2
21844349,1
21571667,1
21772685,1
21850331,2
22238017,2
21543039,1
21227348,1
22994650,2
21182566,1
21349473,1
23142029,2
22607336,1
21322319,1
21896717,3
21277702,1
21761775,1
21672083,1
23044250,2
21672229,1
21343097,2
21094569,2
22606057,1
21891843,2
21141878,2
22956725,2
22063595,1
21309114,1
23020079,1
21710076,1
22334780,1
23492289,1
21442309,1
21361850,1
22532124,1
23165253,1
21645507,1
22227621,1
23048664,1
23563446,2
21220461,1
23238681,1
21714117,1
22780740,3
22285259,2
23579998,1
21409964,1
22004481,2
21389043,1
22324308,1
23798181,1
21441522,1
22508931,1
22358443,2
22671626,2
21953948,1
21303410,2
23061776,1
21272469,1
21625051,1
22731994,1
22268200,2
21462853,1
21157669,1
21756540,1
21212300,3
23758074,1
23492290,1
21609681,2
23968660,1
21580415,1
23690420,1
23243433,2
23375385,1
21875161,2
23807656,1
22311161,1
21389498,1
23275750,1
24274408,1
21854584,1
21903327,1
22274572,1
22447544,1
21808996,1
21530103,1
22809265,1
22197629,2
21696533,2
22313142,2
22667011,3
21660270,2
21296086,2
22787832,1
22249948,2
21782396,1
21168965,1
23309084,1
22634750,3
22505303,3
21717594,3
21478928,1
21222787,1
21137094,2
21242963,1
21530201,2
21313927,3
21214925,1
22150143,1
22574480,1
21878091,1
22290948,1
21227075,1
22342192,3
22236985,1
21418429,2
21645332,1
22295684,1
22675409,1
21227424,1
22292860,1
22243914,1
21470364,2
22920006,1
21237002,1
21206017,1
21106859,1
21273354,1
21292879,1
22925607,1
21163915,2
23509254,1
21443399,2
21500234,1
22918865,1
21245511,1
21237885,1
22172106,1
22241529,3
22123486,2
21304749,1
21899726,4
22251877,2
22133876,1
21364958,1
21947935,1
22066054,1
21634567,1
22397219,2
22264085,1
22113400,2
22373745,2
22035400,1
21917696,1
22405074,1
21087346,1
22088321,2
22624361,1
21603021,1
22583794,1
21492047,1
22798534,1
22111144,1
21677072,2
22810205,1
22810501,2
21964043,1
22259349,2
21485673,1
21780836,1
22108400,1
22919223,1
22274833,1
21242587,2
21873107,2
21289280,4
21263021,2
21485781,1
21522041,1
21356400,2
22915344,1
21186804,1
22601705,1
22087909,1
22890127,2
23259890,1
21368129,1
22902388,1
23290801,1
21422354,1
21218717,1
22276041,1
21376801,2
21736323,1
21186650,1
22043093,1
21874636,1
21575691,1
22443095,3
22372024,1
22876101,1
21345387,1
22226575,2
21349265,1
22748870,2
23020564,1
22299844,2
21409346,1
22077179,1
21125750,1
21145641,1
22613684,1
21349848,1
22425608,2
21320438,1
22405653,2
21652559,1
22107669,1
21438007,1
21575452,1
22560557,1
22204065,1
22802268,1
21430703,1
21128533,1
21710496,2
22331938,1
22427504,1
21937823,1
21908990,2
21875962,1
22381586,1
21294291,2
21560041,1
21822377,1
22075640,2
21656165,1
21939545,1
21058989,1
22310391,1
21858871,1
22093579,1
21183278,1
21448276,1
22457878,1
21730675,1
21855952,1
22834476,1
21118414,2
22762346,2
22694162,1
21394040,3
22165305,2
21314206,1
21133775,2
21802795,1
23742667,1
22210365,3
21188892,2
22037000,1
22479989,1
22411856,1
21421350,1
22240525,1
21972018,1
21413387,1
21066199,3
22339717,1
22074400,1
21683659,3
22122087,1
21187073,2
23252094,1
22035845,1
21443021,1
21144794,1
21329919,2
21778003,1
21375154,3
21342957,2
22182410,1
21289927,2
22609560,1
21128461,1
22202123,1
22492746,1
21277540,1
21628200,2
22662040,1
21952300,1
21635057,1
21241109,1
21488149,2
21443796,2
22532289,1
23291868,1
22121690,2
21317277,2
21196810,1
22196281,1
21277358,1
21419917,1
21758327,1
21621051,1
21284074,1
22613546,1
21483835,1
21602184,1
21804426,1
22498854,2
22593554,1
21861630,2
22879436,1
21459022,1
21132399,2
23479579,1
21211691,1
21244419,4
22138756,2
21162888,2
22973727,1
21283293,1
23746414,1
21572912,1
22093925,1
21347145,1
21529304,2
21987632,1
21167596,1
21420142,1
22434353,2
21461263,1
22187101,1
22193179,2
22825200,2
22333381,1
22358271,1
22552092,1
21942556,1
22765236,1
21316366,1
21281951,2
22626428,1
21394589,1
21886501,2
22447095,1
21901217,2
22296135,1
22631809,1
21896056,1
22259009,1
21547275,2
21165470,1
21319098,1
21319970,1
22407050,2
21844267,2
21697022,2
22697354,1
21491875,1
22262657,1
22562418,1
21865742,3
21607058,1
22770832,1
21122648,1
21421440,1
22144925,1
21409484,2
22143761,2
21435092,1
21153628,1
21963684,1
22211121,1
22108594,2
21284346,2
22177999,1
22572488,1
23421754,2
22532751,1
22912877,1
21515904,1
22548240,2
23357188,2
22867221,2
21111932,5
21406042,3
21917175,1
21337144,2
22084974,3
22602170,2
22564108,2
22736114,1
23390738,1
21088016,1
21862059,2
22667612,1
22730455,1
21544604,1
21872706,2
21541599,1
22055860,2
22251183,1
22782220,3
22045747,2
21748870,2
23620569,1
22009557,1
22176335,1
21773134,1
21752650,1
21858254,2
21859524,1
21350869,1
22684180,1
22602411,1
23286500,1
21603319,2
21928558,2
21988925,1
23323894,1
21796158,1
21624189,2
21423509,1
23491669,1
21510818,2
21555394,1
22610692,1
21278309,1
21177240,1
21422253,4
22346386,1
21458708,1
21231688,1
22748657,1
22473742,1
21243102,1
22492846,1
21103054,1
21452198,1
22585966,1
22566482,1
23285931,1
21407093,2
21923585,3
21924412,1
21106230,1
21417951,5
21208817,1
22637490,1
21558378,1
21820460,1
21348628,2
21455008,1
21651937,1
22526834,1
21503684,1
21842941,1
21462136,1
21298447,2
21450927,2
22316553,1
22024165,1
22138469,4
21305932,1
22143606,3
22416599,2
22369844,1
21418036,3
21377645,1
21382914,2
21467735,2
22137324,2
21224337,3
21230979,1
21721574,1
22093544,1
22094738,1
22562366,1
21204959,2
21310112,1
22158336,1
21691706,1
23433146,3
22412047,1
21608066,1
21408959,1
21321000,1
21371711,1
21700332,5
21351599,1
21594562,1
21660806,1
21704251,1
22349975,2
22758856,1
22665526,1
22636929,1
21969312,2
21157024,1
22613076,2
21540996,1
22832750,1
21331244,1
22416759,1
22941865,1
22965636,1
21462859,2
21845704,1
22486202,3
21984829,1
22387854,2
22701506,2
21731085,1
22422659,2
21237822,1
21942320,1
23036248,2
21231587,3
21282260,2
23278519,1
