"CANCELED","ROW_WID","ACCNT_LOC","ARPU","SES","HOME_PASSED","CUST_SINCE_DT","MONTHS_AGE","CANCEL_DT","CITY","POP"
1,307575995,"2899655",687.03,"C",4892,08-NOV-12,23.59,26-OCT-14,"MONCLOVA","MC"
1,307575260,"2921832",804.9,"C",57,26-MAR-13,19,26-OCT-14,"MONCLOVA","MC"
1,307577131,"4001339",125.69,"C",3273,17-JUL-14,13.17,22-AGO-15,"MONCLOVA","MC"
1,307577132,"4001348",388.39,"C",3273,17-JUL-14,3.3,26-OCT-14,"MONCLOVA","MC"
1,307577560,"2989598",861.52,"C",4892,24-MAR-14,7.08,26-OCT-14,"MONCLOVA","MC"
1,307577561,"2989713",467,"C",4892,25-MAR-14,7.04,26-OCT-14,"MONCLOVA","MC"
1,307577562,"2996496",239.67,"C",4892,29-MAY-14,13.06,30-JUN-15,"MONCLOVA","MC"
1,307577422,"2925967",677.87,"B",909,26-ABR-13,18,26-OCT-14,"MONCLOVA","MC"
1,307577492,"2658405",605.81,"D",1499,12-ABR-10,54.46,26-OCT-14,"MONCLOVA","MC"
1,307576999,"2937772",379.5,"C",860,07-NOV-13,11.63,26-OCT-14,"MONCLOVA","MC"
1,307577355,"4007509",548.26,"C",4892,24-SEP-14,1.08,26-OCT-14,"MONCLOVA","MC"
1,307576797,"2938991",260.55,"D",179,30-NOV-13,10.88,26-OCT-14,"MONCLOVA","MC"
1,307576002,"2915606",481.88,"C",4892,12-FEB-13,23.5,27-ENE-15,"MONCLOVA","MC"
1,307576143,"2931683",249,"B",181,17-JUL-13,15.3,26-OCT-14,"MONCLOVA","MC"
1,307576992,"2934128",420.4,"D",1499,02-SEP-13,13.78,26-OCT-14,"MONCLOVA","MC"
1,307577494,"2659423",842.85,"D",1499,16-ABR-10,54.33,26-OCT-14,"MONCLOVA","MC"
1,307577347,"4001509",256,"B",909,19-JUL-14,3.24,26-OCT-14,"MONCLOVA","MC"
1,307575992,"2875232",382,"C",4892,09-AGO-12,51.5,24-NOV-16,"MONCLOVA","MC"
1,307576848,"2869013",448,"C",3273,18-JUL-12,52.41,30-NOV-16,"MONCLOVA","MC"
1,307576808,"2996482",448,"D",890,29-MAY-14,30.05,30-NOV-16,"MONCLOVA","MC"
1,307576795,"2938979",339,"C",767,29-NOV-13,10.91,26-OCT-14,"MONCLOVA","MC"
1,307576991,"2933975",693.32,"C",4892,30-AGO-13,16.21,05-ENE-15,"MONCLOVA","MC"
1,307576141,"2931659",505,"B",181,17-JUL-13,15.3,26-OCT-14,"MONCLOVA","MC"
1,307576637,"2673718",300,"D",890,28-JUN-10,51.95,26-OCT-14,"MONCLOVA","MC"
1,307577146,"2746674",390,"B",909,23-FEB-11,44.11,26-OCT-14,"MONCLOVA","MC"
1,307574970,"2821268",589.58,"D",890,11-ENE-12,33.5,26-OCT-14,"MONCLOVA","MC"
1,307576789,"2933645",336,"B",284,23-AGO-13,40.9,19-ENE-17,"MONCLOVA","MC"
1,307577215,"2934598",343.5,"C",568,10-SEP-13,13.53,26-OCT-14,"MONCLOVA","MC"
1,307577216,"2934647",760,"B",924,11-SEP-13,25.12,14-OCT-15,"MONCLOVA","MC"
1,307577217,"2934674",821,"C",568,11-SEP-13,13.5,26-OCT-14,"MONCLOVA","MC"
1,307577430,"2934867",518.67,"C",568,14-SEP-13,13.4,26-OCT-14,"MONCLOVA","MC"
