CUSTOMER_ID,BUSINESS_CASE_NUM
23281972,11
23922632,8
23950139,3
22118202,7
22663423,11
23480122,11
23413023,13
23909906,7
23557147,4
23233473,17
21731300,7
23752464,13
23013121,9
23948365,7
23753605,9
23836320,6
21903173,6
23888220,8
21445547,9
23325341,11
24180679,8
24118594,6
24197367,4
24039406,17
23957827,8
23654175,5
23704338,7
23709820,6
23715361,4
23759487,17
23715998,7
21865692,2
24189166,8
23138816,16
22999305,10
22999148,7
21946965,1
21600571,4
23991107,6
22259086,9
23821999,10
22992374,22
24006946,9
21802478,4
22392037,4
21442264,9
23233840,13
22861138,10
23719683,11
22783094,11
23501431,9
24150960,9
23326616,12
24116392,14
22439578,18
23696371,5
22438247,14
21811552,3
23178236,5
22570864,8
23664288,6
24083906,10
22444328,12
21399639,6
24142107,4
23656124,14
21133178,3
21652222,1
23649831,6
24025871,9
23949986,9
22036273,12
21733191,3
23014773,6
21847542,3
24007348,9
24006005,5
21186758,3
24002907,6
23808281,6
21645836,2
21278883,6
21148235,6
21383641,9
23794190,8
23336306,9
23992699,8
23892830,11
23857730,35
23782094,6
22587256,3
23073244,9
23839222,11
21277981,2
23042278,7
23781934,8
23982520,8
21634338,7
23859928,5
21431239,13
23205102,11
23642613,19
23876144,9
21448499,1
24198242,5
23722027,5
23229023,6
23729781,6
23730376,6
21442249,3
24003583,7
23120012,10
24060522,2
24178874,4
24191484,4
24001080,7
23455327,16
23243242,13
23739033,5
23662947,14
24187468,4
23154952,10
23917834,6
23987462,6
23198282,10
23774235,5
23208589,14
23997839,8
21504516,12
22775644,25
23797376,28
24152321,4
23692431,21
23739002,8
24186954,9
24284904,4
24277354,7
23857196,6
24076341,5
23852262,5
24164741,20
21244187,3
24115867,6
24182273,5
23233432,6
23783144,9
23785948,9
23206023,9
24053073,8
24032041,8
21802663,3
22023390,7
23802597,8
22092457,2
22191342,7
24071157,4
24066700,5
24068091,11
23908097,15
24090835,7
24192458,5
21739040,6
24108520,3
23671073,5
21982500,3
24209202,3
24209697,4
24211256,6
24223965,11
24225005,5
24241650,4
24248132,6
23896016,8
24265593,3
24228373,6
24262417,7
24260653,8
24232559,4
21277938,9
24311485,10
24308377,3
24290450,4
24303566,7
24290607,8
24329649,8
24336272,3
24334273,3
24320291,5
24319943,3
21867442,5
24300599,3
24297923,3
22472957,4
22291130,11
21925151,3
21352885,21
21880503,4
21572067,7
22815719,20
22671992,3
21485964,3
21698937,2
21560839,4
22461725,10
21546757,12
22805065,8
22494961,2
22767947,4
21263674,4
22817999,6
22543025,3
22817741,3
22818409,5
21755370,8
22300568,2
21672751,2
22908667,5
21533234,17
21923280,22
23261464,29
22648053,7
22503742,3
21508201,4
21939062,6
21730114,3
21932174,4
21928681,6
22667298,15
21725339,17
21292701,7
21934263,3
21198466,24
22418199,12
21111179,2
23543645,15
21218984,3
22803922,3
22274000,2
22273821,2
21646186,31
23402651,17
22273944,2
22800992,11
22754440,5
22802299,7
21445244,2
21871956,2
21560318,6
22520580,2
21155244,9
22413737,5
22800760,8
22113420,6
22803256,12
22916620,11
21306018,3
22107658,4
22495909,4
21753131,8
21659979,11
21442013,6
21731591,8
22691232,4
22691083,3
22029037,2
21555465,4
21103134,15
21462181,11
22038054,27
22120409,3
21359902,9
21928988,2
22263993,5
21142944,40
22170519,15
22474622,2
21088326,12
21380923,7
21132635,10
22050164,11
21736849,6
22319646,7
21771802,8
22247429,2
22242536,10
22928895,19
21201630,4
23317377,8
21236825,6
21311644,8
22917177,7
21426504,4
21118265,4
21685408,3
21692693,18
22150640,1
22740641,11
22444354,11
21729847,5
22901114,10
21895576,4
22391495,5
21455504,8
22732441,4
21074055,4
22398152,4
22788838,6
22121592,5
21287923,5
21342659,7
23296431,6
23574000,5
23298724,5
22825976,5
21159648,3
22653044,5
22859329,37
22038422,9
21634554,4
21289883,25
21139413,13
22330241,8
22424061,6
22104376,5
22304923,2
21873147,4
21928674,12
21923573,4
22796760,7
21121842,16
21504140,12
21722070,16
21467940,4
21180675,1
22673480,8
22656479,12
21090907,6
21620106,4
22327106,25
21725249,5
22036382,7
21430120,31
21107746,15
22683107,7
21425276,8
23261114,14
22921033,16
22503413,1
22577152,5
23258967,11
22304360,11
21524472,3
21859434,5
22809748,17
23259816,11
23258875,6
23259036,10
22118600,14
22029042,4
21938564,1
21239065,20
21982685,2
21879870,3
21928937,1
22210479,6
22705360,22
22767520,24
21319566,2
21216978,11
22132277,10
21737651,13
22907550,6
21170792,6
21339972,24
21976491,4
21789062,2
21360234,11
21661138,3
22630315,4
21936904,8
21265502,8
21344728,1
22198915,7
21262413,9
21838951,29
22543716,10
22300765,2
22200591,4
22440223,3
22322089,6
21155770,10
21289022,7
21937025,9
22055799,6
21661603,10
22875538,31
22163610,23
23451921,8
21137091,26
22456540,2
22178415,3
22242502,3
22912300,16
21505876,8
22167024,16
21142576,41
23265665,14
22280641,17
22435521,6
22367907,13
21155143,5
21812400,2
21812382,8
22184862,7
22779060,18
22900200,6
22898688,10
21592462,12
21482169,4
23259989,18
22380727,4
22394868,16
22333686,2
22746887,8
21253161,8
21403374,5
21139868,6
22252694,5
21201663,15
22138060,5
21756897,5
21479648,26
21755976,2
22137566,9
21504351,2
21174503,3
21948568,6
21937348,5
22340463,5
22874403,9
22100556,3
22424458,4
22659486,8
22607449,5
22192076,5
22894416,9
22189622,11
22528670,6
21738956,33
21620883,2
22017612,4
22127573,5
22151545,8
21806711,34
22604541,9
21528080,7
21693712,2
22578408,5
22115689,9
22533618,1
23745561,5
21987833,7
22355175,4
22082709,4
23540724,9
21287562,2
21510527,11
22391667,7
22077183,4
22265019,18
21497260,15
22536461,37
22430979,3
21639753,6
23568243,6
21954761,12
23578346,5
22907003,13
21286743,9
21533292,4
21265630,2
21832134,3
21652361,11
23258961,4
21212926,5
23506298,15
21309962,6
22056783,8
23259626,16
21134716,36
22736246,21
21399178,6
21163099,4
21821556,7
21479466,7
22080959,8
21604888,18
22197179,12
21646496,6
22908108,9
22917962,8
21186569,15
22916291,7
21163603,21
21613733,6
22616541,6
22919953,6
21941499,2
21731230,2
23305909,7
22442476,11
21756590,5
22279465,5
21667368,11
22195342,7
21158322,2
22403259,7
21169343,6
21421060,6
22333294,3
22293229,26
21339362,13
22271211,9
21859015,8
21211034,6
21974985,15
23581548,14
22364798,21
21707076,13
22926449,3
21182638,2
21532568,4
21275384,4
22750402,11
22037895,17
22830668,8
21174463,7
21823328,15
21421854,23
22977940,3
22082843,2
22444089,3
21465575,3
21569949,13
21942373,2
21526254,5
22313252,3
21318045,9
21782455,3
21151767,29
21184848,10
21742910,1
21916489,6
21844714,7
22016370,2
22728015,15
23431696,13
22221498,6
21215914,10
22392383,4
21695366,31
21406472,16
21219582,2
21175099,11
22152881,3
22202728,1
22579421,6
21106786,26
22182178,4
21602466,5
22792626,18
23384475,13
22014634,7
22274860,4
23353657,10
21815790,11
22657476,10
22088403,26
23352590,17
23310662,31
22543345,5
22216560,7
21489826,3
21483730,9
21686940,3
23351618,5
21217600,7
22197738,7
22582600,3
22922378,4
21174197,16
21348372,26
22653281,9
21995110,12
22082603,5
23397006,7
21186425,5
21571728,5
21753330,5
23536488,6
22847835,23
22770830,18
21765283,16
21659392,2
22471117,6
21336200,26
21287446,5
22764082,9
23518331,7
23502172,4
22076243,5
22615277,7
21118595,10
23529734,6
23317735,4
22583307,5
23409141,10
21620295,15
21471454,9
23321618,8
22080149,13
21392410,4
23400170,10
22680047,5
21645373,10
21272653,2
23252024,11
22348796,23
21815703,6
21359914,12
23076251,11
21400010,18
21447294,10
21282933,14
23302013,5
21183061,6
23584079,6
21788033,1
21467021,12
21230667,13
21240232,20
23461064,17
22153605,4
22758792,8
21371082,3
22067696,24
23314888,16
22599924,11
21682388,7
21960293,3
22363435,17
22567462,11
22145735,4
22274398,3
22757417,11
21963224,6
22426183,11
22191493,6
21585567,7
22537574,15
21647060,41
21441783,12
22719364,6
21709820,11
22618110,10
22721642,5
21954454,17
21539970,9
23746504,9
22078379,14
22462291,4
22323177,6
23290038,41
23743938,6
22085343,4
22731917,13
21525754,10
21627559,14
22138991,3
22256519,3
21362147,10
22298024,24
22132738,3
21601473,4
23477766,7
22843351,23
21796002,2
23464106,11
22075294,21
23329246,5
21752558,28
22845330,10
23388071,12
22409630,7
21293188,15
22878530,11
22810194,15
21388169,27
21218368,20
21246781,5
23486017,7
21454972,4
21251771,2
22565954,5
21519772,5
21378634,4
22077058,12
22398484,9
22273709,2
21809542,6
21163320,61
22462114,11
21985331,5
23469555,7
22738622,11
21314226,2
21736765,50
21516850,14
23503157,12
21589186,16
21657611,12
22194023,10
23014329,13
21281548,29
21600318,11
22891444,8
21174116,15
23511395,6
23512235,12
21298483,14
21891030,9
21577228,7
22107957,3
22790204,24
21165562,4
21657802,4
23446789,17
22039279,19
22465995,5
23612574,6
22227821,31
21762759,7
22060208,1
22233069,4
23590066,9
21259006,4
22918832,8
22009402,6
23446481,9
22916676,25
21340128,4
22898105,11
21360894,3
21997170,8
22819960,9
21230248,8
22808880,9
22099577,2
22305643,7
22144290,37
21244179,3
21359911,12
21293741,2
21837475,5
21583157,1
21159325,1
22790224,11
22730958,9
22474860,4
23717125,7
22601678,9
21527463,6
22001999,4
21978563,8
23322775,8
21161807,9
23706621,15
22112734,3
21350291,3
21725755,11
22379282,3
22289416,11
21829164,6
21776518,41
21299881,2
21361612,2
21811939,11
22851806,7
21971635,12
22039033,5
21272783,13
22061093,20
21723342,2
21702849,7
21851565,10
21690873,4
22188735,5
21861393,6
22050065,26
21079993,3
21184665,20
22382417,1
22360356,11
21116716,11
22572566,7
22193412,1
22185003,16
21693866,15
21480936,10
21439329,15
23000560,9
21148091,27
22506112,6
21314622,8
21613765,7
21690389,14
23284902,19
22387928,6
21341163,5
21162905,21
21864740,4
22764530,12
23396370,7
21536448,30
21188614,14
22673655,10
22221638,4
22172558,4
23276667,10
22720557,4
21289512,3
22303043,8
22642404,1
22462136,4
22741161,6
23365081,22
22294168,7
21287689,9
22176881,9
21612684,2
22051342,6
21176075,5
21443957,5
21208877,4
22339893,3
22489342,24
21490490,35
22090620,3
22298743,13
22598399,7
22359582,15
22032131,18
22159964,3
21915705,4
22771596,4
22114202,6
22465576,5
23422391,6
23320123,9
21386988,9
22152795,14
21736715,6
22665490,10
22938311,6
21396237,16
21749989,7
21840969,5
23446180,3
23275446,10
21821225,6
22867111,11
23489971,10
21933765,4
23142205,7
22687403,4
23531003,12
21139623,4
23390027,26
21942677,8
21895280,5
22940180,10
22686100,7
21897578,17
22548338,22
21303419,19
22972072,16
21660095,5
21508673,3
21836975,3
21279765,2
21294267,29
21926014,26
23446597,8
23579812,5
23497475,6
22684169,6
21421904,35
22659644,13
22026615,5
22280201,8
21379575,11
21560958,3
21196638,2
22151686,22
21248908,11
21208650,4
22720714,15
22112491,4
23463578,5
21697196,7
21739301,5
23507990,8
22822239,3
21554527,32
22002505,7
22236295,1
23486715,7
21892118,12
21697600,2
21365376,7
22358986,16
22167178,6
22606492,2
22543700,7
22924470,3
21561514,3
22792900,8
21101525,11
21120161,17
23477987,3
22680587,7
23311982,28
21931686,3
21647592,4
22236460,28
22294390,2
23485888,20
21802869,21
23322857,26
21292639,5
22214748,7
22353302,4
23603486,14
21859411,4
22518007,11
22416287,4
22701780,10
21435787,1
22354623,3
22404735,17
21916103,5
21943642,6
21234693,15
21205711,3
23190184,8
22249615,10
21723493,2
22579464,10
22002543,4
21771523,7
22092741,8
21480725,5
22386080,10
22606712,8
22021355,32
22974622,6
23340356,10
21167277,14
21108391,33
23326982,17
22049959,3
22841018,9
21213011,14
21997349,7
21464961,15
21889520,5
22609365,2
23154563,14
21645745,4
21688055,6
21513922,4
21462153,21
23076311,5
22875166,10
22886380,5
21904906,5
21251162,4
21868639,4
21365290,2
22558398,5
23374137,6
23327533,7
21467632,2
23272486,7
23345993,18
23326947,8
21567996,4
23343162,5
22671359,13
21162985,7
23513596,8
21298183,1
21505182,17
22845547,8
22297110,3
22845280,8
21133474,5
21123380,26
23306058,5
21592631,5
21254108,3
23201810,10
23294497,13
22529587,5
22536895,3
22893641,10
21669928,25
21092056,21
22083722,24
21525511,15
22259428,3
22214969,9
21456387,4
21582722,12
22061066,4
22051579,4
22339332,3
22382356,8
22047347,6
23346595,10
22042483,2
23334358,7
22578504,11
21220806,4
21356636,7
22373375,6
21412471,2
21245066,3
21899245,16
23467489,14
21238263,11
23529018,19
22830901,17
21198928,12
21892196,6
21775923,5
23346930,5
21399561,29
23061173,5
21868598,4
21500348,13
23297034,5
23292412,11
22857129,37
21851469,3
23353086,13
21350421,12
21132731,5
21294624,3
22556026,2
22213155,13
23144449,8
21895285,2
22203901,4
21210128,17
21970109,3
21295043,13
23508953,6
22668663,6
22537979,5
21709985,6
21475998,10
22562655,5
22725104,5
22076068,13
22417319,3
21570671,2
22181378,5
21354045,9
21931721,18
22735389,8
21936423,13
22543402,31
21245033,2
22186610,28
21284392,33
22259495,9
21360227,3
23318924,5
23339861,10
21642115,29
22686315,9
21612975,2
23462564,13
21234040,3
22348421,1
22297711,11
21606577,5
22772114,12
21762385,5
22282355,7
21910331,9
22267815,2
22855249,9
22532734,10
22313345,6
22856617,11
22784075,18
22941315,5
22857539,7
22839622,7
22823777,15
23552816,24
23326905,6
23099349,9
21370499,6
21716455,2
22069655,7
22164250,22
22837325,7
21190300,31
21789594,17
21622492,7
22795592,17
21484738,41
22538107,3
22194302,2
22732696,21
22328080,12
21516093,2
22068377,2
22340490,5
21887708,29
21157676,4
22159548,5
22503497,4
22743052,5
23331982,11
23434610,16
21130847,3
22270814,8
22049472,4
23155487,11
23320278,12
23338821,2
21504560,3
24135368,5
22226437,5
21171021,37
22132807,10
21371974,6
21219486,3
23281837,9
21470459,19
23334732,10
22550304,2
22659298,7
23283310,12
22789991,6
23237965,18
21355242,2
23434558,6
22024432,1
22640040,9
22539938,9
23490945,9
22705457,4
21606866,4
22596321,6
21659959,3
21452668,5
21525691,2
21491369,13
22374476,5
21988104,20
22175811,8
21865208,3
21412670,18
22526218,4
22606995,6
21677432,22
22096419,2
23464415,14
21171099,5
22554602,4
21354611,7
23545566,25
21568457,21
21902956,7
21288564,43
22029610,10
21174185,4
21249999,4
23270657,6
22144749,6
22422278,1
22827062,50
21231195,10
23366088,10
22559759,17
22636768,1
21520448,11
21677474,2
21244738,15
23496944,21
21780216,5
23466763,10
21283243,9
23340585,5
23394173,5
21943350,16
21271064,9
23322717,15
21772101,8
23488962,18
21970172,7
22940851,11
21112047,10
22613125,6
22418973,8
22784389,8
21815910,7
21742441,6
21961845,17
21792272,4
22748555,19
21961482,15
21139485,12
21448840,1
21297747,7
23594651,10
21212270,17
22242511,1
21313782,11
22719721,24
22164230,6
21679607,10
22056743,5
22208359,14
23529879,9
22195047,21
22259867,3
21977315,18
22859390,34
21957237,2
21796706,12
21964451,3
22057579,4
22131408,10
21270233,31
21968152,20
21984371,7
21835093,8
21412732,6
21851918,17
23071424,5
22038445,10
21698480,4
21755303,4
21210590,13
22343771,2
21105734,20
21396203,5
21928996,4
21764269,21
22933626,6
