CUSTOMER_WID,INTERACTIONS_NUM
307575429,2
307575433,21
307575434,18
307575435,1
307575437,15
307575438,29
307575439,124
307575440,67
307575441,4
307575443,312
307575444,37
307575445,102
307575446,35
307575447,78
307575448,60
307575452,74
307575453,7
307575454,1
307575459,166
307575460,29
307575461,75
307575465,19
307575466,40
307575468,99
307575469,117
307575472,41
307575473,48
307575474,19
307575475,79
307575482,1
307575483,26
307575484,14
307575487,7
307575488,63
307575492,65
307575500,17
307575501,1
307575502,178
307575503,8
307575504,33
307575505,1
307575506,3
307575507,100
307575511,1
307575512,1
307575513,157
307575514,49
307575515,40
307575517,62
307575518,18
307575519,35
307575520,79
307575521,15
307575522,25
307575523,99
307575524,2
307575527,128
307575528,31
307575531,44
307575532,49
307575533,65
307575546,20
307575547,89
307575548,31
307575549,1
307575550,50
307575554,72
307575555,1
307575556,1
307575558,111
307575560,1
307575561,107
307575565,55
307575567,22
307575573,129
307575575,30
307575576,23
307575577,1
307575578,4
307575579,99
307575580,22
307575582,2
307575584,15
307575585,47
307575586,8
307575588,20
307575589,1
307575590,96
307575592,79
307575593,24
307575594,76
307575595,4
307575596,30
307575598,1
307575600,50
307575602,3
307575607,4
307575610,31
307575613,67
307575614,138
307575615,14
307575616,61
307575617,28
307575618,61
307575621,48
307575622,147
307575624,96
307575625,49
307575626,20
307575627,21
307575628,4
307575629,2
307575630,11
307575632,27
307575633,55
307575634,97
307575635,33
307575636,28
307575637,40
307575638,123
307575639,52
307575641,39
307575643,84
307575646,12
307575649,82
307575650,27
307575656,65
307575659,36
307575661,16
307575662,1
307575664,42
307575667,51
307575669,125
307575671,35
307575672,2
307575674,2
307575678,1
307575680,59
307575682,1
307575685,43
307575686,18
307575687,62
307575689,14
307575691,29
307575692,18
307575693,34
307575694,1
307575695,36
307575696,4
307575698,2
307575700,24
307575701,64
307575702,1
307575704,67
307575708,15
307575709,25
307575710,47
307575711,30
307575713,20
307575715,1
307575716,30
307575717,18
307575718,1
307575721,17
307575723,1
307575724,89
307575725,44
307575727,88
307575728,1
307575729,1
307575730,55
307575731,7
307575736,45
307575737,87
307575738,27
307575739,228
307575741,56
307575742,47
307575743,69
307575744,68
307575746,110
307575747,33
307575755,6
307575756,41
307575757,5
307575758,26
307575760,81
307575761,10
307575764,2
307575765,1
307575768,1
307575769,5
307575770,28
307575771,42
307575772,71
307575773,21
307575775,1
307575776,8
307575778,21
307575779,1
307575782,34
307575783,6
307575787,27
307575788,30
307575790,31
307575792,2
307575794,48
307575795,3
307575797,31
307575798,1
307575799,57
307575800,63
307575802,56
307575803,107
307575805,5
307575808,35
307575809,29
307575810,3
307575812,22
307575813,75
307575818,1
307575820,31
307575823,8
307575824,37
307575826,11
307575827,26
307575829,20
307575830,17
307575831,18
307575832,114
307575833,21
307575834,48
307575835,84
307575836,20
307575837,1
307575838,24
307575839,26
307575840,50
307575850,32
307575851,11
307575852,45
307575853,47
307575854,48
307575855,106
307575859,131
307575861,104
307575864,1
307575865,61
307575866,102
307575869,60
307575870,77
307575872,85
307575875,57
307575878,1
307575879,17
307575880,1
307575881,30
307575883,96
307575885,29
307575887,8
307575889,44
307575890,1
307575891,26
307575892,99
307575893,20
307575894,46
307575895,24
307575899,111
307575900,174
307575901,23
307575902,70
307575903,4
307575904,48
307575905,166
307575907,41
307575910,34
307575912,5
307575913,96
307575914,17
307575915,28
307575919,3
307575921,1
307575922,30
307575924,1
307575926,2
307575927,23
307575928,26
307575929,1
307575931,4
307575932,33
307575935,6
307575937,56
307575938,18
307575943,33
307575944,56
307575945,16
307575946,90
307575947,132
307575948,21
307575950,6
307575951,6
307575952,9
307575958,65
307575959,20
307575960,15
307575963,20
307575964,1
307575965,1
307575970,25
307575972,84
307575975,68
307575976,66
307575978,3
307575979,13
307575980,26
307575981,234
307575984,34
307575985,10
307575986,1
307575987,1
307575990,2
307575992,40
307575994,1
307575995,2
307575998,63
307575999,68
307576000,1
307576001,4
307576002,20
307576004,290
307576006,2
307576007,80
307576008,1
307576011,16
307576012,64
307576013,93
307576017,45
307576021,14
307576022,66
307576023,37
307576026,19
307576027,52
307576028,12
307576029,113
307576035,1
307576037,27
307576042,1
307576043,101
307576044,12
307576045,35
307576046,248
307576048,99
307576050,19
307576051,67
307576052,40
307576053,1
307576055,8
307576057,49
307576058,4
307576063,20
307576064,60
307576065,29
307576066,62
307576067,2
307576068,20
307576069,27
307576071,1
307576073,20
307576075,1
307576076,2
307576078,1
307576079,26
307576083,5
307576087,20
307576088,25
307576089,227
307576094,1
307576095,2
307576096,4
307576097,37
307576099,1
307576100,20
307576101,66
307576109,53
307576111,8
307576112,17
307576117,18
307576122,52
307576123,64
307576124,1
307576125,28
307576126,114
307576130,4
307576133,18
307576134,31
307576135,49
307576136,3
307576137,46
307576141,21
307576142,15
307576143,30
307576144,189
307576145,1
307576147,10
307576148,48
307576150,17
307576151,21
307576153,38
307576156,61
307576157,18
307576158,92
307576159,140
307576164,34
307576167,26
307576168,67
307576171,1
307576172,92
307576174,1
307576175,32
307576176,14
307576177,2
307576178,2
307576181,27
307576182,44
307576184,40
307576185,18
307576190,36
307576193,72
307576195,91
307576197,56
307576201,1
307576203,32
307576204,1
307576205,12
307576206,84
307576207,43
307576208,8
307576209,10
307576210,34
307576211,2
307576212,11
307576213,28
307576214,26
307576215,78
307576216,87
307576217,114
307576218,24
307576219,101
307576223,10
307576224,51
307576225,44
307576226,1
307576227,1
307576228,26
307576229,1
307576232,25
307576233,94
307576234,35
307576235,40
307576236,122
307576239,46
307576241,18
307576246,140
307576248,19
307576249,33
307576250,33
307576251,3
307576252,1
307576253,1
307576257,1
307576259,52
307576260,3
307576262,19
307576263,209
307576264,49
307576267,27
307576268,26
307576269,53
307576272,84
307576273,26
307576274,8
307576276,26
307576277,1
307576278,35
307576279,52
307576282,39
307576283,42
307576284,1
307576285,55
307576289,40
307576291,200
307576295,1
307576296,1
307576300,89
307576306,82
307576308,1
307576310,1
307576311,184
307576313,50
307576314,48
307576316,17
307576317,71
307576319,22
307576320,1
307576323,2
307576324,23
307576327,70
307576328,4
307576331,1
307576332,46
307576333,58
307576335,20
307576338,1
307576339,5
307576341,84
307576342,31
307576348,28
307576351,22
307576355,17
307576359,52
307576360,2
307576361,1
307576362,50
307576363,11
307576364,128
307576366,19
307576367,26
307576368,17
307576370,14
307576371,1
307576374,62
307576375,34
307576376,57
307576378,18
307576380,42
307576382,68
307576383,73
307576384,46
307576385,56
307576387,1
307576388,66
307576390,49
307576392,41
307576396,89
307576401,3
307576402,4
307576403,50
307576405,84
307576406,10
307576408,6
307576409,96
307576410,1
307576414,65
307576415,3
307576416,16
307576418,1
307576420,53
307576426,36
307576428,4
307576429,42
307576430,57
307576434,50
307576435,2
307576436,22
307576437,12
307576439,2
307576440,7
307576441,16
307576444,2
307576448,46
307576449,38
307576451,1
307576452,17
307576454,92
307576459,30
307576460,61
307576461,1
307576462,31
307576464,1
307576467,9
307576469,61
307576470,160
307576471,35
307576472,66
307576473,28
307576476,37
307576478,1
307576479,65
307576480,25
307576481,22
307576482,8
307576485,2
307576486,41
307576487,29
307576489,41
307576492,9
307576493,59
307576497,6
307576499,2
307576502,50
307576507,20
307576508,8
307576510,60
307576512,136
307576513,40
307576514,66
307576516,54
307576519,139
307576523,3
307576524,1
307576527,65
307576528,62
307576529,65
307576530,36
307576532,1
307576533,6
307576534,7
307576536,31
307576537,33
307576538,9
307576539,18
307576540,33
307576545,7
307576546,7
307576547,40
307576550,141
307576551,47
307576552,68
307576553,28
307576555,37
307576556,18
307576557,25
307576558,10
307576559,51
307576560,108
307576570,172
307576571,9
307576572,9
307576576,32
307576578,18
307576579,19
307576581,1
307576582,29
307576584,72
307576585,28
307576588,27
307576589,20
307576590,21
307576591,102
307576593,82
307576594,18
307576595,83
307576596,70
307576597,43
307576598,17
307576599,46
307576600,48
307576601,28
307576602,43
307576603,32
307576604,30
307576606,57
307576607,2
307576610,33
307576613,33
307576614,12
307576616,1
307576617,1
307576620,50
307576621,34
307576622,1
307576623,49
307576627,17
307576628,1
307576629,1
307576631,1
307576632,4
307576637,3
307576638,46
307576640,1
307576642,1
307576643,3
307576644,27
307576645,36
307576646,14
307576647,1
307576649,32
307576650,37
307576651,26
307576652,2
307576653,34
307576654,5
307576655,6
307576656,2
307576657,2
307576659,5
307576660,1
307576661,13
307576663,33
307576664,35
307576665,4
307576666,41
307576667,124
307576670,18
307576671,8
307576672,1
307576673,39
307576675,26
307576680,1
307576681,18
307576682,25
307576686,17
307576687,16
307576688,17
307576690,1
307576691,47
307576697,34
307576699,28
307576700,88
307576701,2
307576702,1
307576703,4
307576704,85
307576705,1
307576706,44
307576707,5
307576709,45
307576710,42
307576712,61
307576713,54
307576714,62
307576715,5
307576720,24
307576723,32
307576724,22
307576729,8
307576730,39
307576733,40
307576735,49
307576736,61
307576738,128
307576739,4
307576740,7
307576741,1
307576742,1
307576743,21
307576745,2
307576749,1
307576751,115
307576752,75
307576754,10
307576755,31
307576756,131
307576757,43
307576760,83
307576761,65
307576763,43
307576764,22
307576765,9
307576766,88
307576767,25
307576768,39
307576770,96
307576771,11
307576773,1
307576774,113
307576776,42
307576777,39
307576779,57
307576783,104
307576787,1
307576789,8
307576791,37
307576792,88
307576793,26
307576794,39
307576795,38
307576796,54
307576797,7
307576800,133
307576801,19
307576803,73
307576806,21
307576808,58
307576809,32
307576811,48
307576812,1
307576813,45
307576814,44
307576817,8
307576818,30
307576820,1
307576822,33
307576823,21
307576824,34
307576825,25
307576826,70
307576827,97
307576831,16
307576833,30
307576836,140
307576837,1
307576838,29
307576839,151
307576840,70
307576841,18
307576842,1
307576843,49
307576848,46
307576850,49
307576852,41
307576854,107
307576856,57
307576857,1
307576858,45
307576862,11
307576863,60
307576864,14
307576869,48
307576870,42
307576871,28
307576873,16
307576874,22
307576875,3
307576876,118
307576879,31
307576883,1
307576886,1
307576888,15
307576892,51
307576893,2
307576894,34
307576896,19
307576898,18
307576899,25
307576900,62
307576901,7
307576902,41
307576903,1
307576905,7
307576906,3
307576908,42
307576909,7
307576912,1
307576914,5
307576915,20
307576916,18
307576917,18
307576918,122
307576919,19
307576921,23
307576922,66
307576925,24
307576926,81
307576927,34
307576928,28
307576934,48
307576939,1
307576940,52
307576943,34
307576944,59
307576945,180
307576947,42
307576948,57
307576949,1
307576954,1
307576958,59
307576959,7
307576961,11
307576962,9
307576965,55
307576966,1
307576967,43
307576968,7
307576973,1
307576976,10
307576982,6
307576985,110
307576986,14
307576987,39
307576989,123
307576990,15
307576991,84
307576992,19
307576993,41
307576995,45
307576996,44
307576997,60
307576998,27
307576999,1
307577000,1
307577001,46
307577002,29
307577003,1
307577004,33
307577005,7
307577006,112
307577008,37
307577009,24
307577010,8
307577011,14
307577012,5
307577013,26
307577014,93
307577015,60
307577016,55
307577017,4
307577018,17
307577019,121
307577020,15
307577021,4
307577022,8
307577023,211
307577024,29
307577025,29
307577026,54
307577027,42
307577028,13
307577029,57
307577030,18
307577031,8
307577033,177
307577035,2
307577036,1
307577037,108
307577040,57
307577042,61
307577047,1
307577048,1
307577049,74
307577051,20
307577052,72
307577054,139
307577055,170
307577056,94
307577057,94
307577059,24
307577060,24
307577062,114
307577064,50
307577067,60
307577068,32
307577069,64
307577070,59
307577071,19
307577074,1
307577078,41
307577081,7
307577083,4
307577084,92
307577085,67
307577086,1
307577087,1
307577088,1
307577089,16
307577090,50
307577092,10
307577093,15
307577095,45
307577096,6
307577097,103
307577098,12
307577099,22
307577100,1
307577101,50
307577103,6
307577104,18
307577105,36
307577106,62
307577107,1
307577108,1
307577109,9
307577110,3
307577112,1
307577113,77
307577114,20
307577115,40
307577116,141
307577117,31
307577118,18
307577119,26
307577120,4
307577121,29
307577122,6
307577123,22
307577124,35
307577125,16
307577126,21
307577127,30
307577128,48
307577129,5
307577130,45
307577131,23
307577132,8
307577133,1
307577134,36
307577136,50
307577137,220
307577138,270
307577139,41
307577140,5
307577142,54
307577143,33
307577144,50
307577145,42
307577146,20
307577147,30
307577148,38
307577149,1
307577151,1
307577152,140
307577153,26
307577154,85
307577156,131
307577157,21
307577160,45
307577162,2
307577163,1
307577164,44
307577165,33
307577166,70
307577167,17
307577171,1
307577172,26
307577174,2
307577175,1
307577176,59
307577177,81
307577179,28
307577180,25
307577181,54
307577183,49
307577184,40
307577185,1
307577187,2
307577188,19
307577189,44
307577190,22
307577191,35
307577192,107
307577194,53
307577195,1
307577197,11
307577200,63
307577202,1
307577203,36
307577204,34
307577205,26
307577206,209
307577207,5
307577208,4
307577212,14
307577213,41
307577214,124
307577216,17
307577217,1
307577218,110
307577219,2
307577220,5
307577221,3
307577222,33
307577224,19
307577225,7
307577226,25
307577227,9
307577228,6
307577229,18
307577230,4
307577231,81
307577232,21
307577233,29
307577234,58
307577235,18
307577236,20
307577237,9
307577238,39
307577239,25
307577240,101
307577241,43
307577242,6
307577243,44
307577245,69
307577246,32
307577247,21
307577248,25
307577249,86
307577250,48
307577251,90
307577252,1
307577253,18
307577254,3
307577257,13
307577258,9
307577259,1
307577261,76
307577264,50
307577266,1
307577267,5
307577270,1
307577271,18
307577272,77
307577273,28
307577276,29
307577278,1
307577280,28
307577281,1
307577282,1
307577283,1
307577284,50
307577285,1
307577286,18
307577287,46
307577288,82
307577290,1
307577291,2
307577292,48
307577293,53
307577294,2
307577295,1
307577296,27
307577297,29
307577298,12
307577300,88
307577301,30
307577302,30
307577304,2
307577306,32
307577307,45
307577310,1
307577311,84
307577316,65
307577317,33
307577319,15
307577320,2
307577321,18
307577322,1
307577323,1
307577324,31
307577325,2
307577326,23
307577327,32
307577328,1
307577329,40
307577331,15
307577332,21
307577333,55
307577335,390
307577336,17
307577337,110
307577338,60
307577339,16
307577340,38
307577341,5
307577342,5
307577343,6
307577344,3
307577345,25
307577346,58
307577347,18
307577348,68
307577349,31
307577351,4
307577352,26
307577353,20
307577354,34
307577355,35
307577356,20
307577357,121
307577358,70
307577359,37
307577360,15
307577361,2
307577362,35
307577363,34
307577364,29
307577366,96
307577367,16
307577368,2
307577371,41
307577372,36
307577373,10
307577374,74
307577377,1
307577379,17
307577382,131
307577383,1
307577384,39
307577385,1
307577386,13
307577387,30
307577388,39
307577390,37
307577392,22
307577394,41
307577396,1
307577398,1
307577400,33
307577401,30
307577402,9
307577403,19
307577404,92
307577405,20
307577406,94
307577407,77
307577408,6
307577409,43
307577412,1
307577413,28
307577414,35
307577417,1
307577418,64
307577419,33
307577420,14
307577421,15
307577422,3
307577423,1
307577425,1
307577426,1
307577427,82
307577428,3
307577429,59
307577431,1
307577432,1
307577433,1
307577435,78
307577436,1
307577437,44
307577438,2
307577440,7
307577441,130
307577442,2
307577443,39
307577444,18
307577445,77
307577446,25
307577447,31
307577448,20
307577449,17
307577450,42
307577451,2
307577452,27
307577453,9
307577456,19
307577457,24
307577458,107
307577459,15
307577460,24
307577461,188
307577462,75
307577463,104
307577464,8
307577465,1
307577466,38
307577467,42
307577468,134
307577469,49
307577470,48
307577471,53
307577473,1
307577474,1
307577476,1
307577477,1
307577478,51
307577480,54
307577482,1
307577484,1
307577485,23
307577487,2
307577488,82
307577489,46
307577491,27
307577492,19
307577493,28
307577494,32
307577495,45
307577497,52
307577498,1
307577500,1
307577502,31
307577505,1
307577506,1
307577507,1
307577508,1
307577510,15
307577511,8
307577512,54
307577513,32
307577514,21
307577516,28
307577517,29
307577519,1
307577521,54
307577523,19
307577524,2
307577525,1
307577527,8
307577528,1
307577533,15
307577535,4
307577538,11
307577540,1
307577543,1
307577544,25
307577545,8
307577546,24
307577549,22
307577550,1
307577551,12
307577553,4
307577554,55
307577557,35
307577558,9
307577559,36
307577560,20
307577561,30
307577562,20
307577563,23
307577564,21
307577566,20
307577567,1
307577569,47
307577570,32
307577571,45
307577572,19
307577573,57
307577574,3
307577575,49
307577576,54
307577577,52
307577578,51
307577579,54
307577581,53
307577582,100
307577584,18
307577585,33
307577590,26
307577592,8
307577593,30
307577594,19
307577595,131
307577599,102
307577604,1
307577606,18
307577608,71
307577609,37
307577612,1
307577613,1
307577614,1
307577615,36
307577616,10
307577617,22
307577618,19
307577619,105
307577622,52
307577623,80
307577624,27
307577625,3
307577627,2
307577628,68
307577632,19
307577633,34
307577634,23
307577635,49
307577638,1
307577639,24
307577640,57
307577641,38
307577642,19
307577644,41
307577645,121
307577647,147
307577648,12
307577649,113
307577651,22
307577652,30
307577653,110
307577654,70
307577655,47
307577656,92
307577657,2
307577658,1
307577659,21
307577660,1
307577661,22
307577662,30
307577663,19
307577664,7
307577665,1
307577666,132
307577667,20
307577668,421
307577669,17
307577670,98
307577671,99
307577672,57
307577673,18
307577674,1
307577675,50
307577676,47
307577677,6
307577678,42
307577679,27
307577681,3
307577683,99
307577684,25
307577685,9
307577686,2
307577687,45
307577688,24
307577689,82
307577690,34
307577691,83
307577692,31
307577693,77
307577696,18
307577698,1
307577699,1
307577700,18
307577703,37
307577705,34
307577706,62
307577707,66
307577709,1
307577710,51
307577712,57
307577714,17
307577715,47
307577716,40
307577717,41
307577718,104
307577719,10
307577723,31
307577724,1
307577728,61
307577729,29
307577731,1
307577732,33
307577733,2
307577736,5
307577738,122
307577739,51
307577741,207
307577744,26
307577746,30
307577748,1
307577749,23
307577750,2
307577752,2
307577753,15
307577755,25
307577756,16
307577757,11
307577760,48
307577761,1
307577762,58
307577763,16
307577764,2
307577765,95
307577767,1
307577768,33
307577769,171
307577770,34
307577771,24
307577772,20
307577773,5
307577774,27
307577775,13
307577776,71
307577777,18
307577778,7
307577779,47
307577780,6
307577781,8
307577783,79
307577784,144
307577785,21
307577786,70
307577787,42
307577788,31
307577789,38
307577790,34
307577791,9
307577792,21
307577793,19
307577794,105
307577795,27
307577796,77
307577797,43
307577798,39
307577799,74
307577800,82
307577801,54
307577802,48
307577804,148
307577805,1
307577807,126
307577808,70
307577809,176
307577810,18
307577811,90
307577816,20
307577817,31
307577819,1
307577820,1
307577821,72
307577822,35
307577823,71
307577824,1
307577825,27
307577832,36
307577833,1
307577834,2
307577836,2
307577838,42
307577839,2
307577841,75
307577842,1
307577843,1
307577845,59
307577846,2
307577847,26
307577848,54
307577849,147
307577850,13
307577851,48
307577852,37
307577853,34
307577854,77
307577855,41
307577856,27
307577857,28
307577858,47
307577859,31
307577860,1
307577862,24
307577864,17
307577865,17
307577866,52
307577867,30
307577868,38
307577869,33
307577870,29
307577871,47
307577872,19
307577873,62
307577874,21
307577875,29
307577876,17
307577877,2
307577878,2
307577879,70
307577880,54
307577881,72
307577882,69
307577883,1
307577884,57
307577885,40
307577886,40
307577887,5
307577888,23
307577889,18
307577890,17
307577891,1
307577892,3
307577893,54
307577894,17
307577895,75
307577896,4
307577897,54
307577898,1
307577899,66
307577900,97
307577902,159
307577903,67
307577904,9
307577905,132
307577906,27
307577907,49
307577908,57
307577909,137
307577910,156
307577911,65
307577912,18
307577913,61
307577914,56
307577915,43
307577916,47
307577918,64
307577920,39
307577921,31
307577923,1
307577925,1
307577927,37
307577928,15
307577930,1
307577931,19
307577934,4
307577935,1
307577936,22
307577938,1
307577941,1
307577946,33
307577947,5
307577949,54
307577950,78
307577951,102
307577952,65
307577953,35
307577955,27
307577959,1
307577961,61
307577962,53
307577963,100
307577964,2
307577965,1
307577966,1
307577967,1
307577968,23
307577969,98
307577970,1
307577971,48
307577972,19
307577973,38
307577975,84
307577977,126
307577978,38
307577979,2
307577980,1
307577981,34
307577982,45
307577983,167
307577985,20
307577987,4
307577988,1
307577989,19
307577990,19
307577991,16
307577992,5
307577993,7
307577994,105
307577995,102
307577996,2
307577997,7
307577998,27
307578000,34
307578001,64
307578002,55
307578003,22
307578004,76
307578005,19
307578006,18
307578007,3
307578008,54
307578009,56
307578010,61
307578013,4
307578014,23
307578015,31
307578017,60
307578018,30
307578019,55
307578020,65
307578022,43
307578023,179
307578024,7
307578027,46
307578028,11
307578029,46
307578031,54
307578032,64
307578033,48
307578034,30
307578035,57
307578036,1
307578038,31
307578039,1
307578040,28
307578041,85
307578042,1
307578043,22
307578044,132
307578046,3
307578047,1
307578048,10
307578050,1
307578053,26
307578055,17
307578056,52
307578057,15
307578058,9
307578059,33
307578060,43
307578061,16
307578063,98
307578064,32
307578067,46
307578068,1
307578069,41
307578070,1
307578072,29
307578074,44
307578077,59
307578079,43
307578080,23
307578083,1
307578085,26
307578086,42
307578087,11
307578090,32
307578092,108
307578093,1
307578094,1
307578095,22
307578098,1
307578099,9
307578100,18
307578101,13
307578102,28
307578103,25
307578104,99
307578105,8
307578107,6
307578108,89
307578109,36
307578110,58
307578111,48
307578112,50
307578113,24
307578114,12
307578115,28
307578116,1
307578117,3
307578118,50
307578119,72
307578121,27
307578122,61
307578123,81
307578124,44
307578125,16
307578126,34
307578127,82
307578128,90
307578129,121
307578130,62
307578131,44
307578132,18
307578133,154
307578134,25
307578135,22
307578136,1
307578137,2
307578138,1
307578139,22
307578140,35
307578141,93
307578142,49
307578143,38
307578145,1
307578146,54
307578147,42
307578148,10
307578150,14
307578151,1
307578153,22
307578156,1
307578158,67
307578159,48
307578160,25
307578161,54
307578162,1
307578163,150
307578165,1
307578167,74
307578168,65
307578169,31
307578170,44
307578173,16
307578177,70
307578178,1
307578181,20
307578184,1
307578186,20
307578187,50
307578189,158
307578191,17
307578193,124
307578195,6
307578196,66
307578197,65
307578198,164
307578199,15
307578200,35
307578201,1
307578202,1
307578203,1
307578204,262
307578206,26
307578207,90
307578208,16
307578209,1
307578210,1
307578211,65
307578212,40
307578214,54
307578215,12
307578216,5
307578217,16
307578218,5
307578220,17
307578221,28
307578222,49
307578224,58
307578226,3
307578227,35
307578228,40
307578229,76
307578230,100
307578231,45
307578232,59
307578233,37
307578234,30
307578235,48
307578236,44
307578237,17
307578238,105
307578239,68
307578242,6
307578243,104
307578244,32
307578245,138
307578246,1
307578247,15
307578248,38
307578250,26
307578251,3
307578253,42
307578256,43
307578257,51
307578260,1
307578261,36
307578262,3
307578263,127
307578264,110
307578266,65
307578267,8
307578268,1
307578270,24
307578271,20
307578273,2
307578274,2
307578276,51
307578277,9
307578278,23
307578279,10
307578281,87
307578282,1
307578283,45
307578284,21
307578286,2
307578287,147
307578290,10
307578292,20
307578293,53
307578294,65
307578295,29
307578296,24
307578297,33
307578298,1
307578299,30
307578300,153
307578301,55
307578304,1
307578306,1
307578307,1
307578308,1
307578310,3
307578311,5
307578312,35
307578314,5
307578315,137
307578317,43
307578318,18
307578319,19
307578321,1
307578322,20
307578323,20
307578324,46
307578325,6
307578326,1
307578330,9
307578331,8
307578332,178
307578333,7
307578334,6
307578335,85
307578336,30
307578337,37
307578338,107
307578339,44
307578341,71
307578342,20
307578343,84
307578344,93
